	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	estab_agg	estab_api
9	42	999	Statewide	21	Metal ore mining	42	2122	4.0	2.0
95	42	999	Statewide	33	Motor vehicle manufacturing	42	3361	6.4	5.8
168	42	999	Statewide	48	Pipeline transportation of crude oil	42	4861	3.0	1.8
171	42	999	Statewide	48	Scenic and sightseeing transportation, other	42	4879	3.0	1.8
201	42	999	Statewide	52	Monetary authorities - central bank	42	5211	3.0	3.0
206	42	999	Statewide	52	Securities and commodity exchanges	42	5232	2.0	1.3333333333333333
