Zip Code,naics,Establishments,Employees,Payroll,IND Level
18201,54,42,001,0,2
18201,54,29,210,0,2
18201,54,12,220,0,2
18201,56,31,001,0,2
18201,56,9,210,0,2
18201,56,5,220,0,2
18201,56,5,230,0,2
18201,56,5,242,0,2
18201,56,4,251,0,2
18201,61,7,001,0,2
18201,61,5,210,0,2
18201,62,97,001,0,2
18201,62,32,210,0,2
18201,62,25,220,0,2
18201,62,19,230,0,2
18201,62,10,241,0,2
18201,62,4,242,0,2
18201,62,4,251,0,2
18201,71,7,001,0,2
18201,71,5,210,0,2
18201,72,63,001,0,2
18201,72,35,210,0,2
18201,72,10,220,0,2
18201,72,7,230,0,2
18201,72,9,241,0,2
18201,81,69,001,0,2
18201,81,52,210,0,2
18201,81,13,220,0,2
18201,00,654,001,408100,2
18201,00,341,210,0,2
18201,00,131,220,0,2
18201,00,85,230,0,2
18201,00,50,241,0,2
18201,00,22,242,0,2
18201,00,19,251,0,2
18201,00,5,252,0,2
18201,21,3,001,0,2
18201,22,5,001,0,2
18201,23,37,001,0,2
18201,23,23,210,0,2
18201,23,6,220,0,2
18201,23,5,230,0,2
18201,31-33,42,001,0,2
18201,31-33,11,210,0,2
18201,31-33,7,220,0,2
18201,31-33,7,230,0,2
18201,31-33,5,241,0,2
18201,31-33,5,242,0,2
18201,31-33,5,251,0,2
18201,42,31,001,0,2
18201,42,20,210,0,2
18201,42,4,220,0,2
18201,42,5,230,0,2
18201,44-45,135,001,0,2
18201,44-45,70,210,0,2
18201,44-45,31,220,0,2
18201,44-45,19,230,0,2
18201,44-45,9,241,0,2
18201,44-45,5,251,0,2
18201,48-49,25,001,0,2
18201,48-49,13,210,0,2
18201,48-49,7,230,0,2
18201,51,13,001,0,2
18201,51,5,210,0,2
18201,51,4,241,0,2
18201,52,30,001,0,2
18201,52,16,210,0,2
18201,52,11,220,0,2
18201,53,17,001,0,2
18201,53,14,210,0,2
