Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,1109,539,12583,135369,141584,122353,188171,49267,292437,100087,162930,221311,636270,62020,309772,126737,539
2018,1139,615,12902,144785,142355,119425,186233,50360,302744,109250,162795,225336,614837,64570,312547,126336,712
2019,1150,579,12505,151278,145252,120607,182894,52158,312446,110765,165799,229545,620001,66150,316287,127846,677
2020,1087,652,12110,154594,142870,123656,180157,54599,321524,112630,163833,229446,620355,65753,306730,127057,900
2021,1093,645,12745,150615,136377,118130,177420,49557,323962,112225,154586,204918,599011,42489,233163,108012,584
