Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,346,63,283,19251,7439,3783,9580,7446,21796,1283,11004,3175,19473,3478,17739,18227,276
2018,343,52,307,19674,7300,3753,9534,7759,21767,1247,10968,3199,19597,3492,17810,18316,576
2019,320,54,310,20089,7158,3770,9484,7870,21831,1216,11061,3229,19888,3519,18043,18354,445
2020,332,55,314,20074,6927,3731,9438,8053,21582,1218,11095,3216,19736,3446,17474,18422,543
2021,351,62,287,20691,6782,3611,9434,8114,21623,1174,11370,3228,19875,3466,17478,18394,349
