Zip Code,naics,Establishments,Employees,Payroll,IND Level
59072,00,104,001,42855,2
59072,00,71,210,0,2
59072,00,19,220,0,2
59072,00,10,230,0,2
59072,21,9,001,0,2
59072,21,6,210,0,2
59072,23,11,001,0,2
59072,23,9,210,0,2
59072,31-33,3,001,0,2
59072,42,6,001,0,2
59072,42,3,210,0,2
59072,44-45,14,001,0,2
59072,44-45,8,210,0,2
59072,44-45,3,220,0,2
59072,48-49,8,001,0,2
59072,48-49,8,210,0,2
59072,51,3,001,0,2
59072,51,3,210,0,2
59072,52,4,001,0,2
59072,54,6,001,0,2
59072,54,4,210,0,2
59072,56,3,001,0,2
59072,62,11,001,0,2
59072,62,6,210,0,2
59072,71,4,001,0,2
59072,71,3,210,0,2
59072,72,9,001,0,2
59072,72,6,210,0,2
59072,81,10,001,0,2
59072,81,9,210,0,2
