Naics,Establishments,Employees,Payroll
1133,39,96,5363
1141,4,2,202
1142,7,6,217
1151,118,1172,48851
1152,159,447,14161
1153,31,172,17827
2111,306,6625,1155690
2121,10,1118,105204
2122,27,1662,146701
2123,100,1354,100239
2131,624,13323,888805
2211,228,7847,868798
2212,66,764,133943
2213,132,663,35641
2361,4615,18500,1339593
2362,834,17803,1467488
2371,517,22018,1580226
2372,101,387,43718
2373,233,10772,827717
2379,71,1161,76244
2381,3116,25064,1404431
2382,4692,48789,3078162
2383,3617,18257,944370
2389,1876,17983,1117362
3111,41,1090,87361
3112,15,386,21740
3113,53,1562,61763
3114,37,879,43204
3115,29,2237,149264
3116,77,8540,401904
3118,229,5090,194144
3119,126,3211,156129
3121,411,8204,386422
3131,6,15,636
3132,8,156,5244
3133,7,72,1974
3141,24,139,5093
3149,79,987,41613
3152,36,214,7698
3159,11,78,3257
3162,4,11,404
3169,16,86,3400
3211,31,399,19912
3212,34,1092,48041
3219,154,2813,136374
3222,23,1063,68948
3231,432,5131,239581
3241,20,877,99811
3251,31,775,58097
3252,8,56,4015
3253,17,134,7344
3254,149,3793,328471
3255,17,356,24276
3256,47,1162,53197
3259,35,1781,103317
3261,144,4102,217192
3262,17,210,10938
3271,28,1441,93181
3272,30,811,55936
3273,161,3863,228936
3274,4,153,11581
3279,63,1165,58865
3311,6,1054,63830
3312,4,286,18162
3313,5,418,24459
3314,4,74,3717
3315,11,128,5911
3321,16,166,10771
3322,12,225,10559
3323,245,4871,268766
3324,19,1056,94911
3325,10,446,41585
3326,19,371,20013
3327,324,3926,207854
3328,72,834,35995
3329,81,1032,78430
3331,50,1271,74590
3332,48,1035,68394
3333,46,1740,118598
3334,25,1235,70024
3335,55,896,50076
3336,14,4573,273233
3339,86,3136,235773
3341,20,641,56377
3342,24,1136,125685
3343,15,93,5530
3344,85,5505,440129
3345,125,7278,692630
3346,8,43,2338
3351,17,959,38513
3352,3,7,1208
3353,32,516,38226
3359,24,644,45927
3361,4,42,2906
3362,36,538,30578
3363,47,1182,81424
3364,26,6261,897550
3366,4,132,13273
3369,32,208,10719
3371,178,1680,77663
3372,70,999,49072
3379,16,1335,81126
3391,206,4115,279300
3399,334,3758,180163
4231,345,5244,333147
4232,241,3256,212443
4233,395,5905,403243
4234,707,15244,1831241
4235,167,2688,193957
4236,511,9083,1324840
4237,348,4736,335481
4238,930,11926,878324
4239,498,4781,309898
4241,152,2248,134407
4242,231,3309,227316
4243,167,2414,189822
4244,578,13387,783772
4245,117,742,39137
4246,200,2070,153270
4247,103,2136,141497
4248,109,4239,249634
4249,477,5289,331601
4251,793,4374,247636
4411,684,23207,1355781
4412,235,3218,180394
4413,1025,10549,374060
4421,320,4254,208169
4422,540,5541,159440
4431,438,5203,170684
4441,970,22717,805647
4442,281,3234,126083
4451,1026,45527,1584401
4452,357,3314,67312
4453,1303,6706,195124
4461,1221,13729,478401
4471,1554,14919,369230
4481,1588,21098,361024
4482,338,2886,51604
4483,329,1654,60169
4511,1098,13538,303812
4512,123,1178,17930
4522,70,6520,99883
4523,543,39153,1147000
4531,173,953,19111
4532,580,3950,101819
4533,423,5570,119503
4539,1307,11965,408524
4541,1171,9694,434579
4542,49,369,12713
4543,716,3573,173227
4811,41,19728,1691552
4812,55,942,76193
4841,1289,12208,678502
4842,1105,9430,480898
4851,9,1154,53288
4852,5,77,2720
4853,102,1057,139035
4854,17,1317,40163
4855,18,570,14477
4859,99,2460,66734
4861,18,161,20207
4862,54,1141,157908
4869,11,81,9043
4871,29,501,14816
4879,9,166,5452
4881,140,5042,172392
4882,31,344,16869
4884,243,2192,82906
4885,212,1787,109561
4889,20,145,7431
4921,226,16322,623517
4922,114,1865,66424
4931,261,12649,574987
5111,380,4809,297683
5112,490,18703,2705369
5121,416,4240,88689
5122,56,465,29344
5151,135,3197,231986
5152,26,847,117000
5173,1435,40937,4142156
5174,9,34,3770
5179,112,642,55276
5182,576,17106,1896244
5191,317,5206,937823
5221,1963,27525,2310928
5222,847,15184,1904196
5223,823,9389,1059466
5231,613,6421,986537
5239,2243,11267,1751156
5241,708,25022,2300822
5242,3523,31093,1847082
5259,29,96,12259
5311,2280,9889,457067
5312,7040,11453,850976
5313,3040,17903,985404
5321,307,3576,134837
5322,333,3348,112096
5323,65,532,26001
5324,359,4200,248324
5331,82,1232,134608
5411,3860,19007,2040717
5412,3710,25121,1621403
5413,4225,50236,4947171
5414,1097,3634,225970
5415,4423,48951,5480687
5416,6722,35880,3188661
5417,504,14016,1780257
5418,925,7039,525218
5419,2119,15412,798761
5511,1028,54566,6498856
5611,710,8571,665651
5612,181,10061,571816
5613,1243,152273,8745729
5614,851,26399,977803
5615,402,5302,264845
5616,533,15167,533050
5617,4585,42971,1501405
5619,463,6110,199089
5621,283,5348,307468
5622,42,828,52581
5629,327,3368,195310
6111,348,19094,750404
6112,19,1357,49973
6113,52,16173,560309
6114,434,2292,164053
6115,184,1970,79890
6116,1443,12336,223687
6117,306,3126,228031
6211,3182,32936,3248416
6212,2983,19825,983718
6213,4823,20574,791380
6214,963,24326,1715481
6215,370,3168,225458
6216,534,27035,1013478
6219,269,5573,283216
6221,94,88551,6174354
6222,9,3151,162175
6223,14,2386,145990
6231,234,21722,814984
6232,294,7538,259265
6233,487,18601,574979
6239,46,1156,53728
6241,1662,31546,841507
6242,286,3624,150570
6243,83,2607,72943
6244,1135,16201,394018
7111,185,1887,38588
7112,91,1363,544993
7113,221,6001,148447
7114,59,208,21967
7115,583,1006,42968
7121,145,3542,118092
7131,68,1920,22619
7132,41,1906,61388
7139,1820,40413,855227
7211,1517,52952,1199319
7212,210,1261,52468
7213,27,263,10600
7223,964,11320,228002
7224,773,8350,133733
7225,10867,226434,4164309
8111,3326,21075,886155
8112,263,1770,148421
8113,393,2524,152087
8114,447,1785,66249
8121,3275,17758,409225
8122,182,1286,44713
8123,508,4700,123682
8129,1406,8010,164927
8131,2766,34507,942917
8132,503,3748,253104
8133,566,5747,329730
8134,431,3144,90847
8139,1097,9209,548275
