Naics,Establishments,Employees,Payroll
113310,16,54,2444
115114,4,310,11516
115112,32,133,10541
115210,135,364,10350
115310,8,100,7947
212321,25,300,16355
211120,250,3560,616298
212312,8,44,1312
212311,4,47,2190
213111,65,1226,104067
212221,6,52,4737
211130,43,1362,235563
213114,3,12,3726
213112,526,9026,764559
221122,78,5060,431595
221112,27,1328,153336
221210,21,274,76087
221310,120,537,24562
221115,3,18,1394
238990,801,6508,367057
236220,804,16137,1343940
238310,555,6780,347149
238210,1944,20412,1150677
238350,1004,3833,183275
238330,422,1798,95825
238130,473,1758,83207
238150,132,1564,83853
237310,196,8928,638058
236210,34,406,25634
237210,98,309,29866
238140,425,4059,191135
236117,384,4808,513669
236116,71,1043,80426
236115,1403,4305,241804
237120,57,4515,325137
238290,139,2543,188601
238390,173,1276,59542
238190,180,1229,59247
237990,55,782,56891
238320,1027,3981,174100
238220,2405,24192,1454966
238110,563,7359,386916
237130,142,6531,469955
236118,2533,7691,426206
238160,836,5732,333135
238170,188,700,30850
238910,923,10235,641433
238120,91,2197,141671
238340,294,1025,45292
237110,261,4744,310207
311999,5,49,2214
314999,46,271,10686
311611,14,5689,261361
315990,3,35,908
312112,3,244,10513
312120,213,5134,263151
311920,20,430,23780
311812,55,2264,122486
311352,11,84,1678
314120,11,51,1595
315210,11,46,1397
312140,50,430,15182
311111,10,301,29393
311824,3,186,13262
316210,3,10,178
311412,7,274,13894
311421,11,66,1897
311520,7,125,4433
311612,14,414,19160
311340,11,208,6983
311119,23,298,30537
311991,22,699,33194
311811,82,780,14029
312111,7,666,42007
311422,3,52,1213
311942,6,163,5713
314910,13,123,5081
311830,13,542,22143
312130,26,140,3588
315240,6,20,1099
325520,3,248,17654
322299,3,20,589
325998,3,50,3958
327999,3,52,3442
321999,25,291,10987
326199,88,2731,135717
324121,3,82,6976
325414,3,288,20682
327120,3,32,1733
323111,306,4899,237279
323113,87,657,27366
327331,3,52,2480
322211,5,499,30990
327991,29,471,23038
327215,11,95,6739
327992,3,58,2713
325413,3,119,7306
325411,38,674,42009
327390,25,1040,50280
321918,26,342,14229
325510,3,23,1154
325412,27,1513,97706
326160,3,58,2651
325211,3,19,537
326122,3,55,3342
326191,3,7,226
325612,6,259,16299
326140,5,150,5542
327110,10,1005,77638
327320,66,935,56370
321113,19,156,6354
325611,3,24,1300
323120,9,46,1592
325620,15,170,8929
321214,13,489,25631
326150,7,165,6666
321920,16,402,14484
321911,17,252,11153
335999,11,303,24438
332999,32,368,21564
333999,14,209,19103
339999,31,290,16583
336999,3,39,1997
334516,9,474,57265
334310,8,62,3155
334412,7,153,8090
337920,3,52,4467
332722,3,195,13088
335122,4,481,17804
334118,3,12,651
333922,6,85,5094
337212,35,665,32809
333515,6,22,1020
339114,10,298,13169
339116,118,572,23572
339930,7,199,17315
334510,14,755,51912
332813,6,121,5592
332312,55,2185,125644
333111,7,118,6479
339991,12,249,14776
333413,3,53,4095
333511,19,491,24543
337127,3,20,658
334515,10,395,41401
334513,19,1735,150097
331110,3,1102,71684
331210,3,116,6956
339910,36,156,5924
332710,246,2533,129628
333517,3,3,147
337910,3,359,15516
332431,3,677,58897
332812,46,413,18436
332321,6,87,2982
333131,3,47,2591
336211,3,31,1208
336310,7,70,8103
336991,23,132,5896
337122,31,179,5515
333132,5,315,22676
339115,7,108,4726
333314,10,558,53147
332323,53,410,19041
336413,7,111,5748
333318,13,981,61248
334419,12,597,69780
333618,3,123,8421
332618,7,316,17010
333249,20,336,26936
334519,19,456,39458
332439,3,30,1517
336390,8,130,9575
333993,4,402,31617
332313,3,41,2680
332721,50,965,44748
332311,6,147,10096
334418,18,708,58074
334220,11,566,62476
335314,6,145,7997
334413,13,728,69450
332322,65,1727,80875
337215,8,113,5662
339950,117,1123,57292
334614,5,51,2081
333514,10,35,2262
339920,38,564,25942
339112,27,2551,139315
339113,30,854,55052
335313,6,235,17571
336214,3,21,1056
333611,3,2641,134927
337110,103,1144,50332
423110,92,1841,125815
424810,18,492,21308
424920,20,194,10028
423320,67,451,26865
425110,3,14,733
423520,6,116,17756
423430,154,3971,517206
424450,39,504,28629
423810,107,2654,206143
424430,14,576,31756
424210,172,4013,386498
423610,230,3069,224043
423820,138,1438,83233
424910,111,1352,95461
424460,4,296,14143
424930,49,450,22988
424340,4,478,66529
424480,40,1169,53474
423210,102,1649,110053
424410,30,3579,240976
424510,56,414,21511
423710,93,1423,77855
423220,125,1376,91153
423620,24,180,10976
424130,63,1043,80968
423830,424,5653,435667
423840,116,969,61809
423940,67,210,9654
424520,3,4,156
423310,132,2971,178878
424470,43,1021,55903
423450,211,5537,761534
424320,40,884,38941
423510,157,2310,172825
423140,10,47,2504
423120,191,2871,158777
423420,153,2205,168963
423460,11,55,2048
424690,140,1733,119706
423440,54,494,27994
423390,65,868,54362
423690,217,7083,1101188
424590,10,20,607
424490,269,4785,247225
423990,123,1791,137380
424990,204,1120,57914
423490,40,569,54924
424420,36,769,40252
424950,17,306,21054
424720,33,394,38168
424710,21,457,35993
423410,6,55,5551
424310,19,77,6982
424610,32,290,21897
423720,124,1827,110648
424110,3,16,672
423930,80,1151,63111
423740,8,136,10659
423330,81,1151,80766
423850,79,749,45936
423910,144,1162,69917
424120,65,1506,90171
423130,30,376,16710
424940,11,373,17711
423920,24,102,5466
423860,12,183,13065
423730,68,1194,93839
425120,789,4052,264267
424820,55,2028,137587
424330,61,504,35099
446199,121,946,49902
442299,294,3670,76429
445299,134,1089,16432
441310,625,6100,190931
445291,30,222,5876
445310,1318,6806,170049
441222,8,63,3627
448130,81,887,12332
448150,130,922,20269
445292,69,478,6661
445120,220,1289,28471
446120,245,2821,57173
443142,357,5341,189912
448140,486,11076,212020
442210,186,1417,70165
446191,176,620,14478
445230,9,20,628
442110,302,4080,195697
447110,1388,11189,245686
444130,187,2520,68880
444110,76,13294,295762
443141,104,1059,40821
448310,279,1478,58497
448320,13,71,1775
445210,53,293,7903
448110,90,752,24211
441228,121,1418,62100
441110,308,19434,1139718
444220,267,3089,107479
446130,230,1762,48257
444190,543,4646,266493
448190,253,2580,50956
447190,114,1737,48825
444210,12,75,2870
444120,99,696,28289
446110,374,7231,280480
441210,53,1249,78193
448210,323,2971,57656
445110,748,43171,1330120
441320,364,3534,151643
441120,347,2977,141248
442291,21,117,4390
448120,535,4534,73634
452319,329,3894,60155
453998,605,6796,217530
453920,147,403,17534
451211,82,955,17075
452210,68,6242,120822
454110,1030,7713,438756
453110,151,859,17628
454310,69,515,23554
453220,478,2799,62583
451120,198,2682,47687
453930,7,26,1509
451140,56,417,11275
453210,86,1259,69467
454390,600,2583,105739
453910,247,3003,75964
451130,63,743,9400
451110,763,9966,212284
453991,157,660,14184
453310,417,5162,106716
454210,44,282,10872
452311,123,27745,832965
485999,33,805,23970
485510,10,233,8093
488510,172,1498,90269
484110,513,2461,120394
484122,80,3612,226368
484121,488,5632,253758
485320,78,385,9874
488410,157,1213,49505
481211,18,467,35024
488119,23,3529,95610
488190,70,1329,69592
488490,43,437,17606
488991,4,38,1421
486110,7,96,8803
486210,34,899,124583
487110,12,168,7864
487990,3,3,271
481111,26,16325,1349717
485991,32,513,14135
484220,661,4178,223057
484230,175,2141,116625
488210,16,254,12185
485310,15,438,56628
484210,196,3022,132397
492110,193,11507,459998
493110,169,7192,336270
492210,82,842,29273
493190,41,487,23292
493120,8,860,53039
519190,12,99,9384
511199,4,27,1955
517919,37,242,24492
511130,75,1146,107907
515210,6,194,16592
518210,521,16781,1445554
511140,7,174,11737
511191,3,272,15984
519130,245,3973,711828
519120,9,183,5956
512120,3,5,433
512110,264,1124,69153
512131,72,2990,46630
519110,4,49,4593
511110,61,1141,63856
512290,8,166,12313
511120,128,1219,74430
515111,6,140,7889
515112,62,1132,71210
511210,430,17624,2241042
512240,20,54,2114
517911,31,139,10877
512191,21,51,2993
515120,23,1191,103046
517311,760,34487,3055302
517312,488,6741,376116
524298,36,336,32557
522298,167,1704,166972
524291,94,490,35853
522110,1580,20536,1572265
523140,3,4,821
523130,11,39,2862
522291,43,200,13258
522210,3,985,50657
522130,271,4517,288895
524114,71,4235,356974
524113,136,5279,545810
524126,344,7897,626708
524127,125,1547,118705
522320,131,5671,605830
524210,3129,12621,857575
523930,559,3561,335385
523110,82,385,92773
523999,26,141,21808
523910,250,756,116405
522310,340,1504,102055
525910,6,30,2266
522390,225,1374,96504
524128,9,563,50593
525990,3,2,60
523920,1137,6312,1104917
522292,439,9484,863097
524130,3,4,286
522220,59,1322,94421
522120,49,431,31398
522294,4,10,1857
523120,477,5886,882302
524292,99,11082,446012
523991,36,517,72364
532289,64,666,26029
532411,6,21,2322
532412,93,1290,96215
532210,53,242,11219
532281,3,23,798
532310,48,395,19893
532283,47,807,40131
531130,437,1143,39030
533110,76,1448,139469
531120,573,1992,151341
531190,176,627,26030
531110,944,5032,222844
531312,438,2738,175736
532420,10,58,5161
531210,6310,10938,694215
531320,444,910,50132
531390,560,1268,111233
532490,201,2216,148390
532112,4,47,5759
532111,187,2373,90239
532284,109,1074,21931
531311,1391,10241,441257
532120,82,912,50189
541611,2635,12912,1267175
541810,348,3641,343302
541870,7,25,2553
541199,79,176,11734
541990,534,1963,145096
541310,785,4416,358406
541350,203,633,35937
541922,128,330,14404
541513,161,2582,247353
541512,1753,17603,1802420
541511,2117,16651,1627715
541860,45,263,13746
541340,79,362,27244
541330,2359,35573,3657153
