"city","facebook","latitude","longitude","name","state","street","tags","twitter","type","website","zip"
"Alna","","44.1032357","-69.6152679","Albee Farming","ME","1628 Alna Road","cut-flowers fresh-fruits fresh-vegetables","","farm","","04535"
"Cape Elizabeth","","43.584075","-70.218065","Alewive's Brook Farm","ME","83 Old Ocean House Rd","canned preserved cut-flowers eggs fish seafood herbs fresh-fruits fresh-vegetables grains flour","","farm","www.alewivesbrookfarm.com","4107"
"fayette","B and T Provisions","44.462783","-70.116146","B and T Provisions","ME","3381 Main street","canned preserved cut-flowers dairy products dry beans eggs fish seafood herbs fresh-vegetables poultry fowl soap body-care","","farm","bantprovisions.com","04349"
"EDGECOMB","https://www.facebook.com/scullymarket/","43.978885","-69.575254","Barbara Scully's Oyster & Lobster Market","ME","707 RIVER RD","fish seafood","","farm","https://www.scullyseaproducts.com/visit-us","04556"
"Waldoboro","","44.073350","-69.294017","Beau Chemin Preservation Farm","ME","1749 FinntownRoad","bedding plants crafts woodworking cut-flowers eggs fresh-fruits nursery-stock","","farm","www.beaucheminpreservationfarm.com","04572"
"Livermore","https://www.facebook.com/BoothbysOrchard","44.375926","-70.205271","Boothby's Orchard and Farm","ME","366 Boothby Road,  Route 108 East","canned preserved fresh-fruits fresh-vegetables honey maple-products wine spirits beer hard-cider","","farm","www.mainehoneycrisp.com","4253"
"Wells","https://www.facebook.com/ChickFamilyFarm","43.3778844","-70.6266262","Chick Farm","ME","19 Waldo Way","poultry fowl","","farm","http://www.chickfarm.com","04090"
"Caribou","Sam Blackstone / Circle B Farms","46.834200","-67.989111","Circle B Farms","ME","287 E Presque Isle Rd","fresh-fruits fresh-vegetables","","farm","www.circlebfarmsinc.com","04736"
"Waldoboro","www.facebook.com/eastfortyfarm","44.047112","-69.332312","East Forty Farm and Dairy","ME","2361 Friendship Road","dairy products","","farm","www.eastfortyfarm.com","04572"
"Farmington","","44.634314","-70.114737","Fleur de Lis Farm","ME","538 Whittier Road","baked-goods canned preserved crafts woodworking cut-flowers dairy products eggs herbs fresh-fruits fresh-vegetables honey poultry fowl red-meat non-poultry-meat","","farm","www.cotswoldsofmaine.com","04938"
"Rumford","https://www.facebook.com/NoViewFarmCOOP","44.4820470","-70.6379580","Gone Loco! @ No View Farm ","ME","855 S Rumford Rd","baked-goods bedding plants canned preserved coffee tea crafts woodworking cut-flowers dairy products eggs herbs fresh-fruits fresh-vegetables grains flour honey maple-products mushrooms nursery-stock poultry fowl red-meat non-poultry-meat soap body-care wild-harvested forest-products","","farm","www.noviewfarm.com","04276"
"Cary Plantation","https://www.facebook.com/GreenAnchorFarm","46.070086","-67.850248","Green Anchor Farm","ME","2000 US Hwy 1","","","farm","","04471"
"Harrison","https://www.facebook.com/HighViewFarmSleighrides/","44.096314","-70.654938","High View Farm Dairy","ME","48 Leander Harmon Rd","dairy products eggs maple-products","","farm","http://www.high-view-farm.com/","04040"
"Hope","www.facebook.com/HopeOrchards","44.2636548","-69.1567388","Hope Orchards","ME","434 Camden Road","canned preserved fresh-fruits fresh-vegetables honey juices ciders maple-products","","farm","www.hopeorchards.com","4847"
"Limerick","","43.722072","-70.760577","Libby & Son U-Picks","ME","86 Sawyer Mt. Road","baked-goods coffee tea crafts woodworking fresh-fruits honey juices ciders maple-products prepared-foods","","farm","www.libbysonupicks.com","4048"
"Springvale","https://www.facebook.com/mcdougalorchards","43.447129","-70.798639","McDougal Orchards LLC","ME","201 Hanson Ridge Road","baked-goods bedding plants canned preserved coffee tea crafts woodworking cut-flowers dry beans herbs fresh-fruits fresh-vegetables honey juices ciders maple-products red-meat non-poultry-meat","https://twitter.com/McDougalOrchard","farm","http://www.mcdougalorchards.com","04083"
"Casco","https://www.facebook.com/pages/Almost-a-Farmer/511766258923231?ref=bookmarks","43.977657","-70.529045","Murramarang Farm","ME","37 Quaker Ridge Road","eggs","https://www.twitter.com/almostafarmer2","farm","www.almostafarmer.com","04015"
"Turner","https://www.facebook.com/NezinscotFarm/","44.267812","-70.239038","Nezinscot Farm Store","ME","284 Turner Center Road","baked-goods canned preserved coffee tea crafts woodworking dairy products dry beans eggs herbs fresh-fruits fresh-vegetables honey maple-products prepared-foods red-meat non-poultry-meat soap body-care","https://twitter.com/","farm","www.nezinscotfarm.com","04282"
"Unity","https://www.facebook.com/pages/Northern-Solstice-Alpaca-Farm/171755526185731?ref=br_tf","44.593633","-69.295265","Northern Solstice Alpaca Farm","ME","141 Crosby Brook Rd","","","farm","www.northernsolsticealpaca.com","4988"
"Kingsbury Plantation","","45.115331","-69.610695","Perseverance Wild Blueberry Farm","ME","Campbell And Prebble Lane","fresh-fruits","","farm","www.perseverancefarm.com","4443"
"Whitefield","","44.2196226","-69.6100800","Sheepscot General at Uncas Farm","ME","98 Townhouse","baked-goods bedding plants canned preserved coffee tea crafts woodworking cut-flowers dairy products dry beans eggs herbs fresh-fruits fresh-vegetables grains flour honey juices ciders maple-products mushrooms nursery-stock nuts poultry fowl prepared-foods red-meat non-poultry-meat soap body-care tofu non-animal protein wild-harvested forest-products wine spirits beer hard-cider","","farm","","04353"
"Athens","Sites Farm","44.920872","-69.597973","Sites Farm","ME","98 Joaquin rd","fresh-fruits","","farm","","04912"
"Dennysville","","44.921117","-67.231575","Smith Ridge Farm","ME","387 Smith Ridge Farm","bedding plants fresh-vegetables","","farm","smithridgefarm.com","04628"
"Buxton","","43.619659","-70.542567","Snell Family Farm","ME","1000 River Road","bedding plants cut-flowers herbs fresh-fruits fresh-vegetables juices ciders","","farm","www.snellfamilyfarm.com","04093"
"Hallowell","https://www.facebook.com/pages/The-Maine-Accent/107071032654298","44.287386","-69.825454","The Maine Accent Field Grown Perennial and Cut Flower Farm","ME","60 Shady Lane","bedding plants canned preserved cut-flowers herbs","","farm","www.themaineaccent.com","4347"
"Lyman","https://www.facebook.com/pages/Tibbetts-Family-Farm/328792836854","43.5050963","-70.6379682","Tibbetts Family Farm","ME","920 Clarks Woods Rd","bedding plants cut-flowers eggs herbs fresh-fruits fresh-vegetables nursery-stock red-meat non-poultry-meat","","farm","http://www.tibbettsfamilyfarm.com/","4002"
"Monroe","https://www.facebook.com/ToddyPondFarm","44.55061","-69.052304","Toddy Pond Farm","ME","174 Carver Rd","","","farm","","4951"
"Auburn ","4 Season Farm Market","44.087681","-70.224720","Valley View Farm","ME","#9 Third Street","","","farm","","04210"
"Auburn","https://www.facebook.com/WhitingFarm1930/","44.121527","-70.253660","Whiting Farm","ME","876 Summer Street","baked-goods bedding plants canned preserved crafts woodworking eggs herbs fresh-fruits fresh-vegetables honey juices ciders maple-products soap body-care","","farm","www.whitingfarm.org","04210"
"Freeport","https://www.facebook.com/wolfesneckfarm","43.830637","-70.072353","Wolfe's Neck Farm","ME","184 Burnett Rd.","eggs herbs fresh-vegetables poultry fowl","https://twitter.com/wolfesneckfarm","farm","www.wolfesneckfarm.org","04032"
