Naics,Establishments,Employees,Payroll,fips
2389,3,3,51,29129
4451,3,15,146,29129
4471,3,39,773,29129
5221,3,19,766,29129
5242,3,4,176,29129
7225,4,5,34,29129
8131,5,11,113,29129
2362,3,43,1955,29123
2361,6,10,485,29123
2381,9,38,1266,29123
2382,5,12,354,29123
2383,3,8,155,29123
2389,5,21,800,29123
4411,4,44,1766,29123
4413,8,72,2931,29123
4441,3,27,895,29123
4461,3,102,3548,29123
4471,6,64,1122,29123
4523,4,175,4927,29123
4841,8,16,569,29123
4842,3,5,142,29123
5221,7,54,1876,29123
5242,5,13,558,29123
5411,3,12,305,29123
5412,3,3,82,29123
5617,5,18,567,29123
6213,4,6,178,29123
6211,3,15,340,29123
6214,5,44,996,29123
6241,16,426,11356,29123
6244,4,29,563,29123
7225,17,233,2854,29123
8111,5,29,817,29123
8131,15,201,4775,29123
4251,3,26,374,29131
8134,3,31,296,29123
2211,3,72,8226,29131
2213,3,4,208,29131
2361,28,103,4940,29131
2362,5,65,3677,29131
2379,5,52,1905,29131
2381,21,113,4848,29131
2382,22,93,3479,29131
2383,13,94,3919,29131
2389,20,65,3338,29131
3399,5,15,693,29131
4239,3,9,392,29131
4249,3,4,234,29131
1133,4,21,471,29229
2211,3,39,3029,29229
2361,6,12,347,29229
2362,4,8,222,29229
2382,10,53,1614,29229
2381,5,14,632,29229
2383,3,2,45,29229
2389,5,7,326,29229
3211,4,13,332,29229
3231,3,5,59,29229
3261,3,60,3081,29229
3363,3,309,15621,29229
4244,3,6,270,29229
4249,6,72,2570,29229
4411,3,67,2327,29229
4413,8,41,1019,29229
4441,6,21,433,29229
4442,8,139,4929,29229
4451,6,218,3538,29229
4461,6,48,1566,29229
4412,5,98,7305,29131
4411,8,113,4867,29131
4413,11,52,2062,29131
4421,3,16,744,29131
4422,3,22,221,29131
4431,4,13,396,29131
4441,7,345,10421,29131
4442,3,17,481,29131
4451,10,486,10527,29131
4461,4,35,1481,29131
4471,20,164,3469,29131
4481,8,165,2183,29131
4511,6,37,978,29131
4523,6,193,6113,29131
4532,8,40,1345,29131
4533,3,13,408,29131
4539,6,33,860,29131
4541,3,8,505,29131
4543,3,12,635,29131
4841,8,30,941,29131
4842,11,185,9731,29131
5173,3,9,324,29131
4471,10,118,2997,29229
4481,3,6,34,29229
4523,7,216,6336,29229
4543,5,19,628,29229
4841,17,56,2320,29229
4842,6,14,452,29229
5173,5,20,758,29229
5221,12,136,5431,29229
5239,3,4,676,29229
5242,10,30,919,29229
5311,4,8,143,29229
5312,5,13,498,29229
5411,4,10,255,29229
5412,6,20,413,29229
5419,3,13,296,29229
5619,5,9,239,29229
5621,4,47,2837,29229
6116,3,3,23,29229
6212,4,20,669,29229
6213,6,38,993,29229
6214,6,82,3903,29229
6231,3,155,3507,29229
5221,15,132,6735,29131
5222,7,20,2118,29131
5231,4,4,419,29131
5239,3,4,180,29131
5241,3,13,420,29131
5242,19,62,2894,29131
5311,8,17,514,29131
5312,24,50,2330,29131
5313,9,42,1529,29131
5322,3,13,462,29131
5411,14,49,2674,29131
5412,7,19,628,29131
5413,3,20,859,29131
5415,5,4,183,29131
5419,9,67,1925,29131
5611,4,6,608,29131
5613,5,361,4210,29131
5617,28,128,3846,29131
6211,6,75,6188,29131
6212,4,25,1455,29131
6213,6,15,625,29131
6241,12,60,608,29229
6244,5,22,519,29229
7211,3,20,186,29229
7225,18,331,3940,29229
8111,14,39,1196,29229
8114,3,3,44,29229
8122,4,11,459,29229
8131,20,100,1276,29229
6214,4,67,3839,29131
6231,3,221,5261,29131
6233,3,18,324,29131
6244,10,44,818,29131
6241,12,30,309,29131
7139,10,112,2122,29131
7211,5,36,573,29131
7224,5,8,251,29131
7225,39,648,12011,29131
7223,3,4,76,29131
8111,18,77,2547,29131
8113,3,11,367,29131
8121,5,16,480,29131
8139,6,38,1101,29131
8131,18,100,1987,29131
2123,4,82,8499,29047
2211,3,174,20847,29047
2361,106,319,16729,29047
2362,20,228,14888,29047
2371,12,671,70969,29047
2373,3,54,4992,29047
2361,9,15,474,29217
2371,5,23,1096,29217
2381,5,17,469,29217
2382,8,34,1896,29217
2389,7,31,1494,29217
3327,3,17,622,29217
2381,75,791,44374,29047
2382,136,1600,99611,29047
2383,76,708,26395,29047
2389,56,476,29944,29047
3118,8,285,15726,29047
3121,9,76,1061,29047
3149,4,48,2270,29047
3219,5,44,2053,29047
4238,7,99,3441,29217
4249,9,51,2446,29217
4413,9,57,1218,29217
4411,4,18,791,29217
4421,3,17,402,29217
4431,4,27,476,29217
4441,5,65,2019,29217
4442,7,51,1266,29217
4461,3,5,76,29217
4471,13,128,2956,29217
4523,4,267,7807,29217
4841,12,99,5066,29217
4842,8,32,1538,29217
5173,5,17,719,29217
5221,8,303,13205,29217
5222,8,22,995,29217
5223,5,7,107,29217
5242,13,51,2540,29217
3222,8,727,50285,29047
3231,27,930,38214,29047
3241,3,25,2497,29047
3255,5,375,31809,29047
3259,3,63,4636,29047
3261,10,314,16231,29047
3262,4,170,7311,29047
3273,4,82,4323,29047
3323,12,321,20112,29047
3327,11,108,5469,29047
3329,4,249,19468,29047
3332,3,127,8680,29047
3362,4,131,5142,29047
3363,4,620,27398,29047
3371,11,172,7841,29047
3372,3,18,879,29047
3399,16,219,9229,29047
4231,25,772,54233,29047
4232,6,116,6537,29047
4233,25,473,25603,29047
5312,3,10,371,29217
5311,6,15,390,29217
5411,7,14,633,29217
5412,9,36,1016,29217
5419,3,15,379,29217
5416,4,15,692,29217
5617,6,30,1130,29217
6211,7,36,1411,29217
6213,9,26,800,29217
6212,7,35,1386,29217
6214,5,73,4118,29217
6216,6,24,523,29217
6231,3,102,2789,29217
6232,3,49,977,29217
6233,3,37,727,29217
6241,32,236,5334,29217
7139,3,10,226,29217
6242,3,18,445,29217
7211,4,26,301,29217
7223,7,29,430,29217
7225,25,419,6490,29217
4234,25,582,35245,29047
4235,13,205,13328,29047
4236,13,95,5696,29047
4237,17,166,9833,29047
4238,52,825,56133,29047
4239,19,119,10384,29047
4241,12,304,23722,29047
4242,6,23,963,29047
4243,4,58,2396,29047
4244,21,625,33606,29047
4245,6,47,6088,29047
4246,16,161,11834,29047
4248,3,246,13934,29047
4249,21,99,3655,29047
8111,11,31,998,29217
8121,4,14,189,29217
8131,18,64,891,29217
8132,3,3,78,29217
8134,4,56,450,29217
4251,31,332,12771,29047
4411,43,1290,76631,29047
4412,4,36,4323,29047
4413,44,460,13947,29047
4421,11,138,4666,29047
4422,13,109,2446,29047
4431,15,149,3972,29047
4441,36,970,30807,29047
4442,11,113,3236,29047
4451,34,2649,55640,29047
1133,5,16,607,29065
2361,6,25,946,29065
2381,5,24,893,29065
2382,9,52,1819,29065
2389,4,14,447,29065
3219,3,102,4233,29065
3211,8,71,2198,29065
4411,7,9,238,29065
4413,6,28,911,29065
4441,3,17,572,29065
4451,4,64,1290,29065
4471,4,57,1086,29065
4523,3,181,5212,29065
4543,3,22,905,29065
4841,7,11,443,29065
4842,8,17,567,29065
5221,7,141,7028,29065
5242,7,25,1110,29065
5312,4,5,150,29065
5322,8,12,620,29065
5411,3,3,318,29065
5412,5,28,857,29065
5617,4,9,124,29065
6213,9,34,1306,29065
6214,4,108,3617,29065
6216,3,17,367,29065
6241,19,38,611,29065
7139,4,26,299,29065
7211,5,76,965,29065
