Naics,Establishments,Employees,Payroll
113110,17,77,4402
113310,182,1164,59355
114111,28,90,1920
114112,72,185,3316
221330,7,149,14170
114210,60,221,10632
115111,45,362,20343
115112,166,839,36998
212112,3,5,86
212291,4,19,1265
115113,23,36,1972
115114,64,1757,65910
115115,30,145,7101
115116,34,154,6874
212311,31,683,33910
115210,309,1724,86895
115310,52,164,8529
211120,1731,36575,5889597
211130,539,11810,1831237
213113,9,40,1459
213115,10,73,4201
212111,19,982,114881
212312,95,2501,162484
221111,4,25,1846
221112,182,5339,774669
212319,28,460,26095
221113,6,1927,284970
221114,28,177,20044
221115,87,1414,168630
212321,190,2915,182566
221118,5,12,1528
212322,38,1582,88397
212325,7,72,3701
212393,3,82,5735
212399,17,299,17206
213111,737,32790,2559577
221310,655,5298,315722
213112,3819,116399,8999950
213114,11,79,5215
221116,3,26,2600
221117,4,20,3366
221121,49,1988,242859
221122,727,25352,2670247
221210,259,12270,1377527
221320,60,464,31086
238120,368,9919,525351
238130,562,3855,207294
311421,63,2474,136422
236115,4069,16167,1129502
236116,241,3103,308806
236117,901,16082,1925862
237120,565,79454,5392169
236118,4772,17385,889838
236210,321,6006,324833
236220,3418,55584,4241675
237110,1139,23338,1313361
237130,723,31135,2181415
237210,606,3734,423646
237310,763,39212,2498669
237990,340,8393,548207
238110,1609,28527,1541195
238140,885,13616,643766
238150,558,7554,409004
238160,2030,15301,920937
238170,237,1578,100603
238190,720,7123,444434
238210,5409,87525,5053194
238220,7995,93960,5550548
238390,531,7800,385129
238290,681,15181,1002908
238310,1089,31367,1338693
238990,2632,37564,1933162
238320,1331,16633,728877
238330,714,4706,289374
238340,396,3149,156836
238350,1287,9568,451786
311212,9,407,24255
238910,2434,42479,2352684
311611,91,14048,717026
311111,19,1294,73781
311710,26,948,38372
311119,99,2306,125758
311211,24,1538,88428
311224,6,359,20093
311225,9,491,22947
311340,44,725,26314
311351,11,308,17419
311352,28,1559,63077
311821,28,1607,56812
311824,21,936,50923
311411,4,315,9357
311412,33,5013,188907
311422,11,720,31068
311423,7,84,3241
311511,26,4658,280896
311512,3,178,8209
311513,13,602,26240
311514,5,445,24572
311520,27,1323,69935
311612,130,11015,523301
311613,11,416,22246
311615,37,17811,667876
311811,605,5531,114560
311812,193,7679,343090
311813,19,2006,87154
311830,135,3788,123897
312140,65,1309,78740
311911,19,1543,64914
311919,39,2887,160423
311920,68,897,36964
311930,14,673,42220
