Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,4971,1191,7691,194581,185417,86089,175477,54717,213509,89055,236673,99668,596856,66407,434291,159924,245
2018,4752,1731,20203,204355,185744,90429,178502,57104,216653,98334,240929,102871,602063,69676,448647,165016,387
2019,4845,2185,20141,214371,185441,90211,181905,57838,226050,98036,244991,106007,612212,71552,454519,165762,417
2020,4954,2208,19611,222381,187513,91350,194806,59257,229431,98352,239921,107158,621052,72001,453610,167157,401
2021,4662,2271,19719,224665,183445,82115,196134,58804,234194,98611,235249,97684,620372,54508,402561,155336,358
