Zip Code,naics,Establishments,Employees,Payroll,IND Level
51521,00,76,001,29456,2
51521,00,43,210,0,2
51521,00,15,220,0,2
51521,00,10,230,0,2
51521,00,5,241,0,2
51521,00,3,242,0,2
51521,23,11,001,0,2
51521,23,9,210,0,2
51521,42,6,001,0,2
51521,44-45,11,001,0,2
51521,44-45,3,210,0,2
51521,44-45,5,220,0,2
51521,48-49,9,001,0,2
51521,48-49,4,210,0,2
51521,52,4,001,0,2
51521,52,3,210,0,2
51521,54,3,001,0,2
51521,62,8,001,0,2
51521,62,5,210,0,2
51521,72,10,001,0,2
51521,72,5,210,0,2
51521,72,3,220,0,2
51521,81,5,001,0,2
51521,81,5,210,0,2
