Naics,Establishments,Employees,Payroll
1133,21,68,2183
1141,4,6,416
1142,14,14,1063
1151,19,61,2892
1152,24,51,1415
1153,4,9,277
2111,132,1834,215410
2121,18,4726,461995
2122,7,148,15025
2123,35,1987,203668
2131,480,8293,669207
2212,44,333,33979
2211,96,2299,224474
2213,15,42,2730
2362,132,1167,71986
2361,711,2241,108010
2371,149,3660,282814
2372,7,17,826
2373,42,967,78670
2379,15,128,8688
2381,375,2022,108430
2382,580,3970,234417
2383,306,1290,53268
2389,398,2659,160359
3113,8,447,16879
3116,30,128,3465
3118,15,68,2602
3119,4,37,1312
3121,33,327,11692
3141,3,4,98
3149,15,101,4262
3152,5,49,1298
3169,6,13,353
3211,6,264,13969
3212,8,160,6028
3219,19,109,3140
3231,29,120,3502
3241,13,1161,152574
3251,13,1477,187452
3253,3,391,38831
3254,6,80,3323
3256,4,215,21215
3259,9,197,13232
3261,6,105,5591
3273,44,579,41732
3274,3,190,16437
3279,6,19,992
3315,3,79,2860
3323,28,336,18528
3324,5,245,15074
3326,3,33,1561
3327,39,462,31639
3328,6,13,1265
3329,21,373,19935
3331,26,727,48396
3332,3,50,1883
3335,6,181,7601
3336,3,70,6063
3339,11,374,22636
3341,4,34,1291
3344,5,68,2445
3345,8,379,22007
3351,3,5,148
3353,3,44,3358
3363,7,40,1532
3364,3,48,2156
3371,22,118,3683
3372,4,31,1169
3391,11,31,1528
3399,36,157,5573
4231,39,590,35134
4232,11,75,3623
4233,29,211,11679
4234,46,208,12733
4235,22,172,13151
4236,40,277,18676
4237,42,192,12433
4238,227,2764,220531
4239,48,278,13919
4242,13,54,3672
4241,13,47,2399
4243,3,80,3418
4244,57,647,27584
4245,16,102,4178
4246,54,479,33316
4247,41,536,33396
4249,33,189,9133
4248,22,383,17186
4251,46,254,8209
4411,122,2553,120574
4412,56,425,15259
4413,176,1578,60928
4421,49,254,10011
4422,72,381,12183
4431,75,409,11793
4441,197,2801,102111
4442,52,547,14820
4451,112,4346,121351
4452,38,214,3858
4453,91,723,14853
4461,132,879,34591
4471,322,3825,96708
4481,141,1921,59446
4482,30,182,2849
4483,44,222,8259
4511,134,997,21947
4512,30,148,3146
4522,8,379,7932
4523,98,5048,138999
4532,80,402,9319
4531,44,168,2865
4539,126,480,15916
4533,43,283,4622
4541,123,316,15639
4543,158,509,21304
4542,6,17,411
4811,17,377,5547
4812,10,202,16175
4832,3,7,1281
4854,3,265,7261
4841,323,2151,125297
4842,311,2394,140652
4853,16,20,912
4859,9,48,1536
4861,34,316,33807
4862,38,283,32725
4869,8,31,3346
4871,4,70,2146
4872,6,7,423
4881,21,146,7241
4882,19,513,27840
4884,47,286,11946
4885,15,36,1892
4921,40,944,36110
4922,11,63,4363
4931,25,1445,81704
5111,50,796,23889
5112,28,171,14445
5121,42,409,11249
5122,4,6,271
5151,41,338,10716
5173,182,1868,105531
5179,5,26,1473
5182,34,297,18693
5191,35,111,7798
5221,273,3538,217992
5222,64,283,19154
5223,45,160,9171
5231,54,148,17265
5239,212,453,45145
5241,77,1097,64446
5242,354,1240,61665
5259,6,24,707
5311,430,1188,34025
5312,374,752,43536
5313,202,721,33578
5321,43,201,9172
5322,64,373,15722
5323,12,68,2711
5331,5,72,7312
5324,108,1269,98427
5411,537,1506,91216
5412,326,1422,63396
5413,386,2428,193496
5414,44,117,5549
5415,271,888,66017
5416,722,2341,158100
5417,32,136,8370
5418,61,194,10302
5419,262,1524,65971
5613,73,1487,46664
5511,86,1316,106786
5611,135,541,29427
5612,12,314,12117
5614,67,408,12033
5615,39,134,6969
5616,52,512,17281
5617,569,2605,85472
5619,48,154,8572
5621,36,368,20086
5622,5,59,3607
5629,55,560,41158
6111,27,857,29854
6114,22,81,3745
6113,7,39,3320
6115,19,73,2521
6116,119,950,20971
6117,28,73,4996
6211,334,2687,257379
6212,246,1722,81963
6213,492,2557,107849
6214,105,1301,59710
6215,25,213,20843
6216,49,715,20873
6219,56,680,25302
6222,6,1220,107090
6221,28,10965,722013
6231,24,1946,68743
6233,41,868,23138
6232,55,1815,51894
6239,16,408,14987
6242,54,447,12443
6241,252,2694,70768
6243,12,321,8156
6244,233,1941,40702
7111,13,51,2133
7112,7,62,2057
7113,16,108,4646
7114,5,6,236
7115,64,123,5288
7121,40,367,12781
7131,3,10,415
7132,3,46,1589
7139,324,4398,86023
7212,95,409,21017
7211,411,8074,244714
7213,6,22,838
7223,83,618,13099
8112,23,58,3447
7224,161,1181,16806
7225,1073,18070,333891
8111,473,2067,85274
8113,124,629,44200
8114,36,81,2554
8121,183,644,14408
8122,30,208,5482
8123,45,497,14884
8129,100,303,10782
8131,411,2077,39893
8132,61,171,9367
8133,99,402,18413
8134,121,594,12001
8139,147,548,21074
