Zip Code,naics,Establishments,Employees,Payroll,IND Level
22853,00,87,001,66977,2
22853,00,47,210,0,2
22853,00,15,220,0,2
22853,00,11,230,0,2
22853,00,8,241,0,2
22853,23,15,001,0,2
22853,23,12,210,0,2
22853,31-33,7,001,0,2
22853,31-33,3,230,0,2
22853,44-45,16,001,0,2
22853,44-45,7,210,0,2
22853,44-45,4,220,0,2
22853,44-45,3,230,0,2
22853,48-49,5,001,0,2
22853,48-49,4,210,0,2
22853,52,3,001,0,2
22853,54,4,001,0,2
22853,56,8,001,0,2
22853,56,6,210,0,2
22853,62,7,001,0,2
22853,62,3,210,0,2
22853,72,6,001,0,2
22853,72,3,210,0,2
22853,81,10,001,0,2
22853,81,8,210,0,2
