State,Naics,Establishments,Employees,Payroll
AL,113110,55,270,15995
AL,113210,8,42,3357
AL,113310,505,3664,179892
AL,114111,5,3,109
AL,114112,11,17,646
AL,114210,10,104,4347
AL,115111,15,153,9055
AL,115112,13,141,4572
AL,115114,9,415,23539
AL,115210,38,133,3602
AL,115310,117,759,41084
AL,211120,14,99,11167
AL,211130,5,42,2334
AL,212111,8,340,22106
AL,212112,7,1840,162571
AL,212312,54,891,63522
AL,212313,4,87,5094
AL,212319,5,316,26835
AL,212321,35,466,25433
AL,212322,4,43,2669
AL,212325,4,72,3946
AL,213111,9,74,4256
AL,213112,39,486,29767
AL,213113,6,150,13582
AL,213115,4,76,5244
AL,221111,13,110,12540
AL,221112,35,2298,323090
AL,221113,4,1037,166701
AL,221117,3,13,1158
AL,221121,8,103,14609
AL,221122,188,8439,1012105
AL,221210,24,1103,108521
AL,221310,56,394,18032
AL,221320,12,361,15402
AL,236115,496,2300,110082
AL,236116,42,765,89148
AL,236117,199,1635,144700
AL,236118,976,3299,151134
AL,236210,72,3341,211801
AL,236220,595,10740,864331
AL,237110,138,1671,91182
AL,237120,30,2546,147715
AL,237130,110,3897,284993
AL,237210,86,292,23309
AL,237310,166,4792,276796
AL,237990,93,1447,73066
AL,238110,206,2006,107367
AL,238120,58,1397,85347
AL,238130,89,282,10911
AL,238140,136,1370,88069
AL,238150,76,775,39040
AL,238160,257,1687,92981
AL,238170,82,337,19502
AL,238190,62,851,49614
AL,238210,932,11679,651074
AL,238220,1564,16404,907570
AL,238290,120,3935,232745
AL,238310,195,2367,113342
AL,238320,254,1636,80048
AL,238330,123,626,39151
AL,238340,73,390,19119
AL,238350,233,1150,48466
AL,238390,78,707,37955
AL,238910,562,7609,436646
AL,238990,331,2957,148014
AL,311111,3,915,43332
AL,311119,27,556,32481
AL,311211,6,209,15627
AL,311224,3,165,11818
AL,311352,9,74,900
AL,311520,3,489,22942
AL,311611,21,213,4847
AL,311612,16,1639,72611
AL,311613,6,405,22439
AL,311615,39,23120,843983
AL,311710,18,836,27314
AL,311811,89,499,10247
AL,311812,14,723,42723
AL,311911,4,487,24995
AL,311919,4,558,15770
AL,311920,9,200,10480
AL,311941,6,349,12908
AL,311942,4,331,17472
AL,311991,4,144,4120
AL,311999,4,83,7020
AL,312111,4,709,116223
AL,312113,7,58,2952
AL,312120,36,440,12337
AL,312130,7,22,691
AL,312140,7,49,1552
AL,313110,3,470,20477
AL,313210,5,683,30207
AL,313310,5,97,3647
AL,314110,7,2338,87977
AL,314120,16,757,19553
AL,314910,19,438,16598
AL,314994,4,193,9928
AL,314999,27,618,20334
AL,315110,15,1106,31134
AL,315210,9,330,7094
AL,315220,7,318,8999
AL,315240,4,38,1182
AL,315280,3,6,32
AL,315990,4,2,103
AL,316998,8,86,2720
AL,321113,91,5158,329363
AL,321114,23,1037,55389
AL,321211,5,262,10147
AL,321212,5,663,43308
AL,321213,6,437,25023
AL,321214,20,422,19627
AL,321219,7,979,59348
AL,321911,23,719,30474
AL,321912,29,627,26604
AL,321918,22,712,26339
AL,321920,58,1263,57752
AL,321991,17,2777,125512
AL,321992,11,641,31521
AL,321999,31,793,38135
AL,322110,3,702,68248
AL,322121,5,2651,266265
AL,322130,10,3679,378385
AL,322211,17,1086,65081
AL,322212,11,1807,102068
AL,322220,8,370,19070
AL,322230,4,96,3235
AL,322299,3,257,18981
AL,323111,192,2207,106749
AL,323113,107,522,15081
AL,323120,3,9,512
AL,324110,5,524,61302
AL,324121,13,221,12627
AL,324122,10,529,38336
AL,324199,5,549,41220
AL,325120,15,310,30982
AL,325180,20,1142,104546
AL,325199,19,1652,186769
AL,325211,24,2761,200822
AL,325220,9,2884,146570
AL,325311,5,162,10372
AL,325314,15,344,21882
AL,325411,6,355,57434
AL,325412,6,217,10563
AL,325414,3,121,7334
AL,325510,19,711,48503
AL,325520,6,193,26515
AL,325611,15,128,2911
AL,325612,4,168,6575
AL,325620,6,186,5507
AL,325991,6,324,13809
AL,325998,13,274,18670
AL,326111,6,470,33164
AL,326113,6,803,48347
AL,326122,9,406,23255
AL,326140,6,953,32219
AL,326150,8,276,14032
AL,326160,5,317,18970
AL,326191,8,796,49289
AL,326199,67,7873,398136
AL,326211,3,1939,183512
AL,326212,10,152,6545
AL,326220,11,894,31288
AL,326291,4,413,24480
AL,326299,17,620,33692
AL,327110,4,19,411
AL,327120,15,1050,64612
AL,327212,3,10,264
