State,Naics,Establishments,Employees,Payroll
AL,11,788,6320,252305
AL,21,207,4797,343359
AL,22,344,14174,1353790
AL,23,7535,82972,4219822
AL,42,5250,75851,4240919
AL,51,1735,33839,2019527
AL,52,7360,69541,4873577
AL,53,4334,23103,999178
AL,54,9490,101085,7342649
AL,55,666,18822,1813073
AL,56,4472,152528,4476514
AL,61,880,26365,787189
AL,62,10677,252774,11853747
AL,71,1169,17533,325684
AL,72,9109,186480,2847942
AL,81,11085,81945,2170482
AL,99,93,142,2403
AK,11,484,540,42605
AK,21,149,9830,1171938
AK,22,106,2070,196028
AK,23,2461,16732,1436007
AK,42,753,8787,558660
AK,51,414,6781,437658
AK,52,795,7352,525488
AK,53,953,4508,224984
AK,54,1954,18380,1365595
AK,55,183,6006,627489
AK,56,1182,17987,903636
AK,61,284,3308,102886
AK,62,2702,52228,3022247
AK,71,577,4825,105924
AK,72,2218,27820,765408
AK,81,1836,10022,363605
AK,99,26,28,444
AZ,11,228,1934,66876
AZ,21,205,10994,713420
AZ,22,292,12450,1273160
AZ,23,12380,148714,7991400
AZ,42,6540,95709,6248516
AZ,51,2520,54882,3656737
AZ,52,9725,165173,11998473
AZ,53,9901,49921,2535366
AZ,54,18185,149835,10909334
AZ,55,1002,59741,4403515
AZ,56,8711,268569,9190809
AZ,61,2186,60378,2303172
AZ,62,18862,371491,18505624
AZ,71,2094,48565,1617896
AZ,72,13042,299167,5818002
AZ,81,11614,89997,2905753
AZ,99,136,224,7521
AR,11,661,5034,212029
AR,21,323,4240,272296
AR,22,330,7321,669387
AR,23,5439,46822,2201478
AR,42,3377,50284,2570983
AR,51,1150,24056,1425299
AR,52,4450,37735,2366049
AR,53,3081,12765,477707
AR,54,5924,37604,2081703
AR,55,1160,40066,3868175
AR,56,2817,62318,1651115
AR,61,626,15934,383361
AR,62,7885,179424,8033570
AR,71,801,10067,210932
AR,72,5969,107026,1624764
AR,81,6773,41506,1055483
AR,99,64,109,2946
CA,11,2014,28856,1195872
CA,21,675,17982,1566519
CA,22,1247,58586,7308595
CA,23,74722,754856,50095366
CA,42,58878,840423,70197059
CA,51,25162,660559,105557560
CA,52,51220,618857,73100581
CA,53,56901,297953,18536765
CA,54,127364,1209633,122333642
CA,55,5427,354312,48888828
CA,56,45308,1562797,77179487
CA,61,14554,425846,17789654
CA,62,113709,2011358,120115359
CA,71,26451,342338,17815291
CA,72,89612,1735578,39028343
CA,81,76001,589526,20382933
CA,99,1167,2131,63183
CO,11,339,1732,77990
CO,21,1150,21129,2256183
CO,22,405,10668,986745
CO,23,18552,160782,9751225
CO,42,7225,101149,7651629
CO,51,3615,93608,8475159
CO,52,10456,116168,9798538
CO,53,12003,47250,2465687
CO,54,26441,192813,16593907
CO,55,1107,64170,6545762
CO,56,9379,266583,12539544
CO,61,2690,51522,1704798
CO,62,16745,315864,16147818
CO,71,3039,56769,1932000
CO,72,14114,291025,6045354
CO,81,14689,110236,3779680
CO,99,117,197,3652
CT,11,77,317,13722
CT,21,64,675,41143
CT,22,134,7779,896540
CT,23,7905,54529,3885889
CT,42,4097,75741,6497752
CT,51,1804,41564,3968851
CT,52,5956,119604,18146397
CT,53,3384,20311,1147880
CT,54,9200,103642,9901620
CT,55,705,32675,4382263
CT,56,5435,88478,4049395
CT,61,1471,79171,3711866
CT,62,11085,290886,14210355
CT,71,1745,29438,767975
CT,72,8785,146518,3189122
CT,81,9527,60751,2046496
CT,99,87,101,3053
DE,11,36,146,5880
DE,21,17,105,10446
DE,22,50,2187,221673
DE,23,2251,20653,1176577
DE,42,1157,16849,1734763
DE,51,584,6702,470371
DE,52,1997,44414,4189380
DE,53,1253,5950,305982
DE,54,2963,29487,2991446
DE,55,720,6974,601849
DE,56,1535,29290,1114088
DE,61,319,7085,260214
DE,62,2699,68583,3658668
DE,71,446,7121,216700
DE,72,2211,41685,782618
DE,81,2244,16171,460431
DE,99,30,43,1724
FL,11,1108,8546,269026
FL,21,213,3411,239245
FL,22,866,26834,2806748
FL,23,53345,427537,20512305
FL,42,31283,318752,19011716
FL,51,9350,168766,13093997
FL,52,32510,365226,29701521
FL,53,37195,173183,8117970
FL,54,79370,514282,35684395
FL,55,3003,156960,13619116
FL,56,36955,1749950,75601084
FL,61,7103,173085,6504502
FL,62,61562,1134627,56857638
FL,71,8896,212772,6798857
FL,72,42002,969544,19374304
FL,81,48580,328642,9699163
FL,99,387,516,23080
GA,11,975,7445,314732
GA,21,181,5694,342235
GA,22,610,26026,2485720
GA,23,18192,178527,9995408
GA,42,13102,205772,13177913
GA,51,4697,129157,11928983
GA,52,15096,180689,15596714
GA,53,12315,66863,3960559
GA,54,29774,270919,20656273
GA,55,1847,138833,14948413
GA,56,12805,393875,13788908
GA,61,3155,86658,3539908
GA,62,25327,509188,25212273
GA,71,3476,50572,1866656
GA,72,21236,437863,7334384
GA,81,21853,159971,4806466
GA,99,229,343,7910
HI,11,43,171,5661
HI,21,5,173,12309
HI,22,63,3679,390517
HI,23,2881,31783,2254386
HI,42,1620,19026,1011538
HI,51,533,8416,514919
HI,52,1477,20010,1406392
HI,53,2045,12836,668857
HI,54,3391,22922,1542202
HI,55,261,7124,563258
HI,56,1914,62015,2268366
HI,61,540,18547,644451
HI,62,3685,71950,4036469
HI,71,510,11512,305594
HI,72,3866,113250,3415183
HI,81,3560,25975,811403
HI,99,23,45,1542
ID,11,482,3715,144125
ID,21,114,2592,195600
ID,22,214,3961,364470
ID,23,6949,40583,1879286
ID,42,2169,32657,1876908
ID,51,799,13354,703322
ID,52,2922,22650,1323013
ID,53,2631,7569,279392
ID,54,4693,33084,1910807
ID,55,250,8460,604735
ID,56,2500,42842,1376047
ID,61,507,14782,315627
ID,62,5322,96205,4202948
ID,71,812,8654,174180
ID,72,3861,65028,1035972
ID,81,3502,20379,576192
ID,99,47,82,1171
IL,11,363,2097,93982
IL,21,501,7631,527360
IL,22,511,29309,3390947
IL,23,29171,208103,15517341
IL,42,18097,328247,25093669
IL,51,5986,125797,11058449
IL,52,21413,339305,35142319
IL,53,13430,81267,4890480
IL,54,38797,390595,35178296
IL,55,2393,206250,22827696
IL,56,17224,524433,18365092
IL,61,4396,168411,7025685
IL,62,34359,807541,38020977
IL,71,5232,89093,2990458
IL,72,28967,540039,10487630
IL,81,32595,248179,9182565
IL,99,201,281,14824
IN,11,297,1608,70222
IN,21,278,6140,362606
IN,22,636,15611,1471190
IN,23,13456,131897,7874495
IN,42,7609,121412,7529297
IN,51,2437,46524,2931818
IN,52,9498,105647,7448870
IN,53,6598,34058,1529753
IN,54,13074,124820,8762676
IN,55,920,53742,4616036
IN,56,7603,219495,6520479
IN,61,1628,68197,1989956
IN,62,16965,432565,20186516
IN,71,2318,35841,1092887
IN,72,13658,283269,4407812
IN,81,16510,127688,3623757
IN,99,94,124,2683
IA,11,394,2726,140133
IA,21,188,2148,131653
IA,22,271,7884,719278
IA,23,8753,67984,3981375
IA,42,5038,69807,3861703
IA,51,1608,29798,1691144
IA,52,6357,96037,7067592
IA,53,3110,14202,590571
IA,54,6474,55478,3345989
IA,55,517,26222,1973061
IA,56,3792,84423,2876586
IA,61,816,35179,932430
IA,62,8697,217484,9453030
IA,71,1456,19108,354458
IA,72,7281,123676,1914291
IA,81,9230,51695,1431722
IA,99,77,80,2497
KS,11,194,859,34117
KS,21,920,6889,379883
KS,22,246,7119,705199
KS,23,7031,66066,3568505
KS,42,4436,63396,3822730
KS,51,1439,29913,2090021
KS,52,6026,60542,4258057
KS,53,3389,14560,590373
KS,54,7224,65817,4158858
KS,55,675,24547,2224567
KS,56,3741,89830,3026927
KS,61,720,21111,597320
KS,62,8136,193428,8384998
KS,71,1096,17513,323153
KS,72,6250,121061,1824791
KS,81,7873,50325,1344179
KS,99,77,70,1224
KY,11,236,1437,50063
KY,21,389,9663,596945
KY,22,356,8629,765432
KY,23,7335,71951,3747703
KY,42,4279,71509,3899394
KY,51,1794,32110,1471561
KY,52,6368,75712,5080651
KY,53,3852,18217,736956
KY,54,8136,72077,3750146
KY,55,685,37537,3125368
KY,56,4154,118339,3196273
KY,61,905,28893,798597
KY,62,11823,260461,12107774
KY,71,1410,18477,425399
KY,72,8235,178475,2699383
KY,81,9492,65585,1783847
KY,99,114,145,6085
LA,11,579,4006,174832
LA,21,1439,39050,3044653
LA,22,483,11147,1040968
LA,23,8139,136172,7868577
LA,42,5337,73801,4171077
LA,51,1528,24286,1301931
LA,52,7554,65454,4348410
LA,53,5063,29501,1417574
LA,54,12101,95230,6331602
LA,55,659,29051,2188906
LA,56,4843,104173,3964650
LA,61,1271,44460,1616668
LA,62,12702,298483,12925632
LA,71,1539,25423,817767
LA,72,9889,217928,3975786
LA,81,9769,76061,2282069
LA,99,93,108,2093
ME,11,939,3152,162351
ME,21,18,59,4018
ME,22,117,2440,202421
ME,23,5044,26119,1381497
ME,42,1540,18807,1059590
ME,51,813,11596,668245
ME,52,1904,28005,1996309
ME,53,1804,7354,293537
ME,54,3553,22872,1457163
ME,55,206,9549,855600
ME,56,2244,23691,787710
ME,61,513,18235,614732
ME,62,4790,112277,5246692
ME,71,890,7646,188651
ME,72,4257,54820,1233624
ME,81,3795,18951,579082
ME,99,41,44,1209
MD,11,204,1122,46464
MD,21,57,1014,82028
MD,22,160,9888,1267274
MD,23,14192,152184,9519799
MD,42,5433,88913,6261120
MD,51,2546,53537,4727641
MD,52,7463,102316,10216955
MD,53,6718,46521,2880542
MD,54,20999,283162,24405806
MD,55,1325,59448,5551047
MD,56,8491,209742,8863578
MD,61,2204,83377,4132677
MD,62,16863,380827,19224866
MD,71,2166,42464,1392657
MD,72,12151,241782,4930838
MD,81,13947,115764,4631199
MD,99,126,184,6814
MA,11,348,1207,46323
MA,21,70,836,74049
MA,22,287,12617,1472661
MA,23,19256,135470,10396225
MA,42,7567,145897,13412521
MA,51,3853,124720,14544303
MA,52,9711,192251,27770949
MA,53,7448,49307,3336292
MA,54,21900,296367,33457200
MA,55,1296,101040,13062214
MA,56,11152,207979,10134770
MA,61,3187,221624,10073374
MA,62,19495,641269,33049514
