State,Naics,Establishments,Employees,Payroll
AL,11,796,6412,287199
AL,21,203,6062,490190
AL,22,355,15992,1703779
AL,23,7792,91457,4994634
AL,42,5096,75320,4447134
AL,51,1852,32360,1955703
AL,52,7383,70276,5426630
AL,53,4553,23505,1064110
AL,54,9430,108157,8523525
AL,55,588,19620,1813515
AL,56,4555,159776,5131524
AL,61,892,25407,771502
AL,62,10576,264559,12969743
AL,71,1226,21219,388836
AL,72,9332,195007,3175432
AL,81,10937,81612,2367349
AL,99,129,186,3886
AK,11,478,516,46782
AK,21,151,10401,1309269
AK,22,107,2092,217537
AK,23,2527,16116,1493714
AK,42,737,8584,583077
AK,51,415,6542,474368
AK,52,788,7271,584852
AK,53,982,4557,248421
AK,54,1960,19332,1517533
AK,55,170,5135,742456
AK,56,1173,21843,1131644
AK,61,283,3028,81491
AK,62,2722,51584,3280613
AK,71,593,5520,119253
AK,72,2208,27067,786945
AK,81,1864,9935,377574
AK,99,48,31,1807
AZ,11,219,2291,76724
AZ,21,200,10706,795098
AZ,22,308,12512,1308790
AZ,23,13089,173617,9917403
AZ,42,6497,99948,7082579
AZ,51,2632,58484,4338733
AZ,52,9677,176872,13878220
AZ,53,10715,53461,2841634
AZ,54,18804,161153,12947971
AZ,55,953,58162,4793842
AZ,56,8784,302852,11053027
AZ,61,2268,65414,2612709
AZ,62,19608,385662,20251494
AZ,71,2319,54816,1968941
AZ,72,13512,317736,6690324
AZ,81,11881,95068,3279272
AZ,99,177,317,6799
AR,11,638,4715,226956
AR,21,299,3995,280276
AR,22,330,7476,715592
AR,23,5541,49775,2539513
AR,42,3284,48973,2709106
AR,51,1186,20927,1456997
AR,52,4458,39953,2730172
AR,53,3235,13211,529612
AR,54,6004,39670,2367939
AR,55,1106,37189,4171094
AR,56,2890,65092,1780681
AR,61,621,16300,425463
AR,62,8280,186435,8829598
AR,71,830,10622,233187
AR,72,6078,110085,1803060
AR,81,6686,42086,1170221
AR,99,84,112,2455
CA,11,1995,29120,1349082
CA,21,652,18057,1766444
CA,22,1261,56592,7809098
CA,23,79551,837513,59893750
CA,42,57394,827603,73707216
CA,51,27180,697292,126758895
CA,52,51070,626332,80963619
CA,53,59837,312264,21023297
CA,54,132596,1270184,142201758
CA,55,5123,356377,53561569
CA,56,46291,1707235,86588301
CA,61,15401,445238,20097819
CA,62,117299,2100768,133959545
CA,71,29810,370237,20730983
CA,72,92203,1801216,44812875
CA,81,77466,611550,22903048
CA,99,1369,2303,88887
CO,11,341,1799,80165
CO,21,1147,25244,2906084
CO,22,419,9601,1008079
CO,23,19472,174966,11509307
CO,42,7170,103873,8382938
CO,51,3865,96110,9869230
CO,52,10595,120339,11175896
CO,53,12981,48211,2747337
CO,54,27187,206059,18874864
CO,55,1035,63494,6956794
CO,56,9431,277780,14223135
CO,61,2750,53495,1913491
CO,62,17147,321090,17253132
CO,71,3232,59029,2178507
CO,72,14506,305342,6985735
CO,81,14970,113786,4220078
CO,99,176,224,10554
CT,11,74,334,14483
CT,21,56,687,51485
CT,22,153,7764,950653
CT,23,7930,57908,4293432
CT,42,3930,72588,6410065
CT,51,1825,40809,4389186
CT,52,5791,107531,17623148
CT,53,3390,20450,1253057
CT,54,8934,106252,10478532
CT,55,659,32786,4919557
CT,56,5353,88826,4194080
CT,61,1509,80717,3960912
CT,62,11511,295248,15277873
CT,71,1793,30027,841819
CT,72,8916,148969,3431364
CT,81,9458,60859,2144354
CT,99,93,127,7093
DE,11,32,128,6177
DE,21,21,379,37257
DE,22,65,2887,342389
DE,23,2333,23196,1411114
DE,42,1207,16858,1719864
DE,51,654,6312,500355
DE,52,1963,41700,4216923
DE,53,1294,6013,326109
DE,54,3245,31580,3431054
DE,55,633,6500,663992
DE,56,1574,30948,1192134
DE,61,326,6959,271725
DE,62,2765,72115,4050822
DE,71,498,9041,235412
DE,72,2279,43123,875196
DE,81,2258,15111,498721
DE,99,54,62,3091
FL,11,1095,8074,284279
FL,21,193,3716,275923
FL,22,822,27523,2999964
FL,23,58565,473226,24665429
FL,42,30444,332781,21447683
FL,51,9803,177952,15385610
FL,52,33377,375949,32758608
FL,53,39728,184964,9243545
FL,54,81723,535691,40169981
FL,55,2830,158759,14842584
FL,56,38331,1955437,90069392
FL,61,7433,178844,7203434
FL,62,63566,1172376,62342836
FL,71,9506,221739,7464491
FL,72,43599,1006310,21599616
