State,Naics,Establishments,Employees,Payroll
AL,11,719,5483,298980
AL,21,168,5345,555905
AL,22,230,12014,1462481
AL,23,8975,103330,6836186
AL,42,4733,74002,5445882
AL,51,1783,28005,2121675
AL,52,7027,71027,6380474
AL,53,5144,26292,1520392
AL,54,9689,114560,10417573
AL,55,475,22462,2502888
AL,56,4991,107821,4478494
AL,61,950,22960,772109
AL,62,11545,267257,15591916
AL,71,1349,21111,500784
AL,72,10065,192562,4103885
AL,81,11346,81378,2870753
AL,99,80,132,7212
AK,11,482,681,72036
AK,21,152,8802,1304082
AK,22,102,1970,228554
AK,23,2620,17087,1759808
AK,42,639,8190,581251
AK,51,393,6605,556105
AK,52,714,6993,589187
AK,53,1129,4643,290501
AK,54,1937,19096,1691691
AK,55,168,5064,784730
AK,56,1228,16907,1081920
AK,61,292,2691,89614
AK,62,2879,49561,3803395
AK,71,635,4604,154031
AK,72,2288,28571,1038229
AK,81,1922,10382,500575
AK,99,20,27,864
AZ,11,215,2006,92702
AZ,21,224,12485,1134316
AZ,22,310,13161,1555694
AZ,23,15538,208123,15134686
AZ,42,6490,104858,8643865
AZ,51,2541,52780,4724413
AZ,52,9742,168160,15083162
AZ,53,12589,59861,4138288
AZ,54,20636,177272,16234746
AZ,55,925,77150,7121234
AZ,56,9521,179216,8620680
AZ,61,2521,79954,3595354
AZ,62,22467,433598,27551294
AZ,71,2639,57115,2609734
AZ,72,15038,343715,9620831
AZ,81,13677,101361,4376766
AZ,99,172,268,12110
AR,11,578,4607,237076
AR,21,222,2405,178490
AR,22,315,7108,808076
AR,23,6361,58775,3606409
AR,42,3166,48244,3287408
AR,51,1094,18085,1437548
AR,52,4382,39810,3240739
AR,53,3526,13664,686121
AR,54,6162,39422,2893105
AR,55,935,38882,5793039
AR,56,3074,48105,1962348
AR,61,656,15926,515773
AR,62,9048,193950,11435688
AR,71,834,13088,373407
AR,72,6576,113821,2363838
AR,81,7030,42573,1418225
AR,99,35,61,1577
CA,11,2031,27774,1643123
CA,21,608,14945,1726913
CA,22,1464,68318,11228564
CA,23,86749,869641,73223440
CA,42,54516,792405,83827089
CA,51,27182,863050,200435730
CA,52,48836,587268,89506595
CA,53,65022,321683,25609346
CA,54,143602,1367774,182343813
CA,55,4535,383991,73873187
CA,56,48207,921212,53316628
CA,61,17173,460662,25117612
CA,62,132295,2338068,176515807
CA,71,33853,355462,23182177
