State,Naics,Establishments,Employees,Payroll
AL,113110,58,278,16012
AL,113210,7,44,3193
AL,113310,507,3752,169954
AL,114111,3,1,36
AL,114112,12,17,641
AL,114210,10,104,4219
AL,115111,14,117,7879
AL,115112,13,48,4170
AL,115114,9,494,20697
AL,115115,3,411,12262
AL,115210,45,326,9361
AL,115310,113,816,38590
AL,211120,15,79,9125
AL,211130,7,186,24445
AL,212111,14,653,33658
AL,212112,8,2161,231457
AL,212312,42,765,53229
AL,212313,4,81,4655
AL,212319,5,309,26349
AL,212321,31,396,20071
AL,212322,3,85,4696
AL,212325,3,71,3688
AL,213111,9,86,5178
AL,213112,46,910,53840
AL,213113,5,129,10819
AL,213115,6,95,6959
AL,221111,13,136,12634
AL,221112,37,2616,325568
AL,221113,4,1228,167885
AL,221117,4,39,4163
AL,221121,8,119,14714
AL,221122,186,9678,1006078
AL,221210,26,1198,104239
AL,221310,59,396,16866
AL,221320,13,348,14502
AL,236115,457,1604,74448
AL,236116,36,692,62592
AL,236117,188,1458,109734
AL,236118,796,2872,119019
AL,236210,78,3295,184790
AL,236220,600,10829,807904
AL,237110,132,1631,79841
AL,237120,34,3773,181144
AL,237130,99,2306,136105
AL,237210,84,292,15012
AL,237310,172,4894,249022
AL,237990,85,1512,79392
AL,238110,192,1912,98068
AL,238120,55,1739,99915
AL,238130,86,244,8508
AL,238140,151,1639,96364
AL,238150,69,914,44697
AL,238160,207,1503,70120
AL,238170,79,361,16121
AL,238190,55,959,55605
AL,238210,853,11059,570448
AL,238220,1445,15533,782942
AL,238290,113,3891,220045
AL,238310,188,2313,117287
AL,238320,265,2006,84985
AL,238330,120,695,39917
AL,238340,67,381,17097
AL,238350,217,1091,42737
AL,238390,64,402,16112
AL,238910,510,7473,406635
AL,238990,295,2184,108028
AL,311111,3,734,41890
AL,311119,29,526,27905
AL,311211,6,267,16141
AL,311224,4,409,25777
AL,311352,8,75,859
AL,311421,4,36,1116
AL,311520,3,456,20515
AL,311611,21,212,4207
AL,311612,16,885,36393
AL,311613,8,240,14072
AL,311615,39,25390,792852
AL,311710,19,1105,28441
AL,311811,64,383,6222
AL,311812,16,946,48693
AL,311821,3,105,4467
AL,311911,4,318,21083
AL,311919,3,790,18953
AL,311920,4,346,20351
AL,311941,6,455,19109
AL,311942,5,324,16851
AL,311991,3,108,3553
AL,311999,5,117,7265
AL,312111,4,984,95224
AL,312113,9,91,3707
AL,312120,35,391,9558
AL,312130,5,11,347
AL,312140,6,11,1241
AL,313110,5,715,22890
AL,313210,5,489,23493
AL,313310,6,103,3082
AL,314110,6,2599,81503
AL,314120,18,815,15473
AL,314910,19,329,12006
AL,314994,5,277,12441
AL,314999,28,714,23538
AL,315110,15,1244,34103
AL,315210,7,437,8682
AL,315220,6,451,11544
AL,315240,5,61,1511
AL,315280,3,39,1203
AL,316998,9,72,2504
AL,321113,81,4959,262469
AL,321114,20,1038,46318
AL,321211,7,316,11863
AL,321212,5,683,35105
AL,321213,6,433,23336
AL,321214,19,356,16938
AL,321219,9,895,49062
AL,321911,22,757,29654
AL,321912,27,669,22615
AL,321918,21,770,26839
AL,321920,57,1389,51647
AL,321991,15,2038,90721
AL,321992,15,1098,44348
AL,321999,29,655,26748
AL,322110,3,725,75312
AL,322121,6,3587,300722
AL,322130,10,3655,343728
AL,322211,16,1245,75989
AL,322212,12,1399,85321
AL,322219,3,109,5927
AL,322220,7,325,17056
AL,322230,3,63,1672
AL,322299,3,259,15439
AL,323111,210,2391,101425
AL,323113,119,703,20779
AL,323117,3,3,101
AL,323120,4,12,499
AL,324110,4,588,86189
AL,324121,10,226,14520
AL,324122,10,587,40226
AL,324199,4,576,40151
AL,325120,17,347,29655
AL,325180,20,1280,112137
AL,325199,17,1727,189756
AL,325211,22,2559,178419
AL,325220,9,2588,136651
AL,325311,5,159,9518
AL,325312,3,108,7531
AL,325314,13,377,23819
AL,325411,4,317,55915
AL,325412,5,62,6038
AL,325414,3,125,8918
AL,325510,18,654,39578
AL,325520,6,270,26761
AL,325611,8,36,770
AL,325612,4,131,4584
AL,325620,6,277,5362
AL,325910,3,34,1116
AL,325991,5,396,14074
AL,325998,17,329,17845
AL,326111,6,575,31229
AL,326113,5,851,43183
AL,326121,4,147,6047
AL,326122,8,273,15638
AL,326140,4,785,28342
AL,326150,9,333,15196
AL,326160,5,439,18607
AL,326191,8,699,34524
AL,326199,77,8223,384642
AL,326211,4,3457,240202
AL,326212,10,147,5834
AL,326220,10,716,27321
AL,326291,6,395,22572
AL,326299,15,591,26085
AL,327110,4,12,223
AL,327120,18,1017,60556
AL,327212,4,8,231
AL,327215,12,1153,63706
AL,327310,6,671,65229
AL,327320,125,1529,67529
AL,327331,10,76,3586
AL,327332,4,200,9308
AL,327390,34,903,35205
AL,327410,7,556,41495
AL,327910,4,90,6336
AL,327991,42,483,23787
AL,327992,7,191,16891
AL,327993,6,412,24145
AL,327999,6,147,6523
AL,331110,19,6481,623940
AL,331210,13,1462,98023
AL,331221,6,255,12762
AL,331314,6,272,13938
AL,331318,11,882,36973
AL,331410,4,203,15182
AL,331420,6,1398,51353
AL,331491,3,173,9630
AL,331492,6,989,52866
AL,331511,19,4091,312376
AL,331513,5,147,5791
AL,331523,6,893,47060
AL,331524,5,178,8912
AL,332111,3,150,13071
AL,332114,9,595,29944
AL,332119,19,1196,46034
AL,332216,10,177,9107
AL,332311,27,1244,65329
AL,332312,129,4390,223686
AL,332313,49,1115,52123
AL,332321,16,498,22821
AL,332322,72,1962,79483
AL,332323,48,1163,60367
AL,332410,5,172,10341
AL,332420,15,712,37580
AL,332439,5,80,4010
AL,332510,7,646,28464
AL,332613,3,197,10094
AL,332618,5,252,10497
AL,332710,277,3657,175182
AL,332721,43,671,34142
AL,332722,9,515,23683
AL,332811,8,149,8527
AL,332812,31,981,55605
AL,332813,22,293,12310
AL,332911,7,873,48420
AL,332919,3,377,18673
AL,332992,5,29,1000
AL,332994,5,493,22957
AL,332996,18,660,41086
AL,332999,36,1014,45749
AL,333111,12,529,24555
AL,333112,3,19,647
AL,333120,7,323,16687
AL,333241,4,117,6385
AL,333243,12,249,13667
AL,333249,7,170,11206
AL,333314,3,51,4493
AL,333318,12,577,35604
AL,333413,8,209,9344
AL,333414,5,553,20215
AL,333415,10,1132,58170
AL,333511,16,353,18989
AL,333514,23,599,28978
AL,333515,3,11,289
AL,333517,10,78,5008
AL,333519,5,110,3905
AL,333612,3,35,2954
AL,333613,3,252,12196
AL,333618,6,546,25146
AL,333912,4,274,19445
AL,333914,5,163,9388
AL,333922,15,1164,83860
AL,333923,6,349,21592
AL,333924,7,599,32328
AL,333993,6,164,9938
AL,333994,5,100,6143
AL,333995,10,309,16003
AL,333996,3,87,3103
AL,333999,17,267,14468
AL,334118,3,325,23143
AL,334210,3,1329,121332
AL,334220,8,161,13374
AL,334290,3,33,2306
AL,334418,13,1468,66727
AL,334419,12,160,6190
AL,334510,3,426,27707
AL,334511,7,1760,133978
AL,334514,3,586,52645
AL,334515,5,41,2813
AL,334516,4,36,3001
AL,335121,3,33,1325
AL,335129,4,53,2058
AL,335311,4,431,24128
AL,335312,5,181,11247
AL,335313,8,376,19047
AL,335314,7,744,69183
AL,335931,4,328,19289
AL,335932,5,334,16249
AL,335991,6,109,5400
AL,335999,7,355,8872
AL,336111,4,2952,253966
AL,336120,4,719,42942
AL,336211,15,2804,128752
AL,336212,14,1241,52270
AL,336214,19,809,24782
AL,336310,7,1169,87953
AL,336320,13,3403,164636
AL,336330,5,1508,83676
AL,336340,3,482,23963
AL,336350,13,1264,52332
AL,336360,26,5694,220438
AL,336370,24,7474,351451
AL,336390,46,8926,419206
AL,336411,15,1917,136458
AL,336412,11,880,63297
AL,336413,15,2699,153191
AL,336414,3,616,62159
AL,336510,7,898,44298
AL,336611,24,5589,397743
AL,336612,13,369,21776
AL,336992,5,725,49838
AL,336999,4,91,3621
AL,337110,167,4228,158460
AL,337121,7,1186,42237
AL,337122,22,398,7689
AL,337124,7,330,18171
AL,337127,11,362,15054
AL,337212,19,353,15702
AL,337215,18,1632,68714
AL,337910,6,315,18357
AL,339112,7,662,38109
AL,339113,23,1044,53461
AL,339116,68,837,28713
AL,339910,7,66,3017
AL,339920,26,824,24717
AL,339940,5,37,2274
AL,339950,81,1094,46331
AL,339991,10,1123,61324
AL,339995,3,134,3268
AL,339999,25,766,37840
AL,423110,111,2300,141562
AL,423120,190,2733,124005
AL,423130,63,934,40954
AL,423140,30,333,13284
AL,423210,50,477,31899
AL,423220,52,430,27079
AL,423310,147,2028,125788
AL,423320,50,539,29771
AL,423330,78,685,49615
AL,423390,51,973,52327
AL,423410,8,118,8598
AL,423420,114,1615,90442
AL,423430,48,411,33963
AL,423440,40,424,23142
AL,423450,107,2071,146575
AL,423460,8,71,1486
AL,423490,17,168,9640
AL,423510,178,3278,211253
AL,423520,12,127,13066
AL,423610,203,2124,157020
AL,423620,25,985,56837
AL,423690,101,1050,94992
AL,423710,74,1464,83743
AL,423720,76,1457,103099
AL,423730,129,1369,86273
AL,423740,18,234,16289
AL,423810,90,2469,182751
AL,423820,103,1196,51933
AL,423830,433,4605,315186
AL,423840,178,1829,124858
AL,423850,55,733,33657
AL,423860,28,600,52092
AL,423910,61,866,43576
AL,423920,7,103,14695
AL,423930,182,2517,109426
AL,423940,23,71,2871
AL,423990,124,1256,67428
AL,424110,9,67,4516
AL,424120,54,414,20753
AL,424130,42,1159,62642
AL,424210,83,2790,268432
AL,424310,17,258,12011
AL,424320,24,456,16693
AL,424330,19,152,4468
AL,424340,3,54,1374
AL,424410,23,1903,105654
AL,424420,37,1295,75880
AL,424430,19,289,12348
AL,424440,6,75,4750
AL,424450,33,351,17958
AL,424460,14,244,8312
AL,424470,12,328,19082
AL,424480,22,351,18796
AL,424490,159,6191,289741
AL,424510,19,126,5713
AL,424520,16,144,3700
AL,424590,13,57,3189
AL,424610,27,275,18628
AL,424690,119,1020,65484
AL,424710,75,1154,66176
AL,424720,48,287,18747
AL,424810,25,2271,105559
AL,424820,16,844,52438
AL,424910,140,1535,75379
AL,424920,17,451,16460
AL,424930,47,431,14124
AL,424940,16,1555,65310
AL,424950,22,153,7633
AL,424990,73,519,18255
AL,425110,5,8,252
AL,425120,578,3470,195502
AL,441110,350,16169,869062
AL,441120,538,2890,121179
AL,441210,45,808,37937
AL,441222,75,692,28753
AL,441228,106,1166,46345
AL,441310,806,7046,182465
