State,Naics,Establishments,Employees,Payroll
AL,1131,55,270,15995
AL,1132,8,42,3357
AL,1133,505,3664,179892
AL,1141,18,29,999
AL,1142,10,104,4347
AL,1151,41,1547,73086
AL,1152,38,133,3602
AL,1153,117,759,41084
AL,2111,19,141,13501
AL,2121,15,2180,184677
AL,2123,109,1907,129265
AL,2131,59,787,52850
AL,2211,256,12196,1566865
AL,2212,24,1103,108521
AL,2213,69,763,34200
AL,2361,1713,7999,495064
AL,2362,667,14081,1076132
AL,2371,278,8114,523890
AL,2372,86,292,23309
AL,2373,166,4792,276796
AL,2379,93,1447,73066
AL,2381,966,8705,492831
AL,2382,2616,32018,1791389
AL,2383,956,6876,338081
AL,2389,893,10566,584660
AL,3111,30,1471,75813
AL,3112,11,845,56224
AL,3113,13,174,13648
AL,3114,4,29,1494
AL,3115,8,963,46937
AL,3116,82,25377,943880
AL,3117,18,836,27314
AL,3118,105,1335,58089
AL,3119,36,2156,92789
AL,3121,63,1302,134515
AL,3131,3,470,20477
AL,3132,10,1092,47698
AL,3133,6,107,3872
AL,3141,23,3095,107530
AL,3149,50,1249,46860
AL,3151,16,1178,32853
AL,3152,23,692,17307
AL,3159,4,2,103
AL,3169,8,86,2720
AL,3211,114,6195,384752
AL,3212,43,2763,157453
AL,3219,191,7532,336337
AL,3221,18,7032,712898
AL,3222,45,3715,213839
AL,3231,304,2740,122456
AL,3241,34,1846,156212
AL,3251,58,3799,399415
AL,3252,34,6687,451068
AL,3253,24,778,59981
AL,3254,16,698,75869
AL,3255,25,904,75018
AL,3256,27,523,18934
AL,3259,24,650,35617
AL,3261,119,12044,626447
AL,3262,45,4018,279517
AL,3271,19,1069,65023
AL,3272,16,1078,69896
AL,3273,185,3467,225255
AL,3274,10,614,44839
AL,3279,64,1147,69622
AL,3311,18,6211,681063
AL,3312,17,1504,103812
AL,3313,16,2272,156605
AL,3314,18,2717,146829
AL,3315,34,5090,388769
AL,3321,28,1643,83086
AL,3322,9,183,9958
AL,3323,343,9568,527179
AL,3324,22,1877,134815
AL,3325,8,958,36473
AL,3326,9,631,29449
AL,3327,322,4500,238546
AL,3328,63,1149,59742
AL,3329,90,2957,201867
AL,3331,28,1101,63064
AL,3332,20,484,28676
AL,3333,16,298,22087
AL,3334,23,1487,81981
AL,3335,57,1132,54462
AL,3336,15,943,49025
AL,3339,74,3223,194946
AL,3341,6,308,19055
AL,3342,13,1113,128239
AL,3343,4,88,5571
AL,3344,29,1506,77707
AL,3345,28,3493,244393
AL,3351,8,93,3864
AL,3352,4,2113,175945
AL,3353,23,1874,145789
AL,3359,25,1152,57209
AL,3361,11,14539,1167489
AL,3362,50,6176,303034
AL,3363,135,29995,1463699
AL,3364,42,8391,528234
AL,3365,7,517,21511
AL,3366,39,4870,330909
AL,3369,12,954,59880
AL,3371,212,6241,255051
AL,3372,42,2836,129544
AL,3379,10,614,38219
AL,3391,102,2830,147452
AL,3399,175,4238,214306
AL,4231,393,5934,347439
AL,4232,104,913,60494
AL,4233,325,4778,334590
AL,4234,320,5048,368048
AL,4235,178,3393,288679
AL,4236,309,3946,339648
AL,4237,308,4448,327745
AL,4238,886,11621,838776
AL,4239,377,4970,293390
AL,4241,93,1197,73527
AL,4242,74,2751,247604
AL,4243,68,809,32746
AL,4244,308,10004,567311
AL,4245,48,515,28416
AL,4246,148,1231,85537
AL,4247,110,1345,86001
AL,4248,39,3054,174204
AL,4249,317,4411,197275
AL,4251,598,3251,218266
AL,4411,886,18527,1291046
AL,4412,228,2889,169546
AL,4413,1245,10153,337598
AL,4421,479,3445,139954
AL,4422,348,2845,92133
AL,4431,325,3396,204025
AL,4441,944,19644,660232
AL,4442,327,2686,87692
AL,4451,1091,34090,801900
AL,4452,212,1455,29030
AL,4453,415,1401,39746
AL,4461,1700,18160,644197
AL,4471,3110,18411,408964
AL,4481,1355,13347,237456
AL,4482,331,3282,52595
AL,4483,239,1237,50405
AL,4511,444,6019,151034
AL,4512,88,723,13074
AL,4522,60,4053,81438
AL,4523,1504,48599,1282113
AL,4531,192,761,17235
AL,4532,302,1979,41043
AL,4533,319,3611,70765
AL,4539,633,3239,110692
AL,4541,428,2284,100899
AL,4542,54,586,17288
AL,4543,402,1684,71739
AL,4811,15,492,43720
AL,4812,19,62,5539
AL,4831,6,26,2768
AL,4832,8,268,26518
AL,4841,1207,19999,1047062
AL,4842,965,8482,408780
AL,4851,3,245,10316
AL,4852,6,78,3415
AL,4853,22,108,3399
AL,4854,15,661,13821
AL,4855,18,197,5594
AL,4859,39,282,8185
AL,4861,8,76,7771
