State,Naics,Establishments,Employees,Payroll
AL,113110,49,59,2279
AL,113210,7,0,0
AL,113310,530,3906,157765
AL,114111,3,0,0
AL,114112,13,13,637
AL,114210,9,0,0
AL,115111,13,0,0
AL,115112,16,0,0
AL,115113,1,0,0
AL,115114,10,0,0
AL,115115,2,0,0
AL,115210,42,130,3668
AL,115310,119,498,18456
AL,211111,26,119,10988
AL,211112,2,0,0
AL,212111,19,365,23849
AL,212112,8,0,0
AL,212299,3,0,0
AL,212312,41,331,20253
AL,212313,4,0,0
AL,212319,8,0,0
AL,212321,25,0,0
AL,212322,3,0,0
AL,212325,3,0,0
AL,212399,3,0,0
AL,213111,7,0,0
AL,213112,40,797,48247
AL,213113,4,0,0
AL,213114,1,0,0
AL,213115,3,0,0
AL,221111,13,0,0
AL,221112,27,0,0
AL,221113,2,0,0
AL,221117,3,0,0
AL,221118,2,0,0
AL,221121,9,0,0
AL,221122,191,0,0
AL,221210,29,0,0
AL,221310,57,127,5378
AL,221320,17,0,0
AL,221330,1,0,0
AL,236115,479,1462,59460
AL,236116,37,223,20150
AL,236117,204,1231,79819
AL,236118,661,2249,83816
AL,236210,71,5261,245757
AL,236220,590,8867,626081
AL,237110,130,1177,59682
AL,237120,34,367,23021
AL,237130,91,911,51376
AL,237210,98,391,20414
AL,237310,176,3729,179904
AL,237990,86,679,28987
AL,238110,189,1647,74454
AL,238120,53,486,24243
AL,238130,84,158,4775
AL,238140,158,1271,62242
AL,238150,60,432,21835
AL,238160,198,1320,45831
AL,238170,73,165,5911
AL,238190,53,210,7393
AL,238210,833,9874,449685
AL,238220,1351,13108,584934
AL,238290,98,1534,88993
AL,238310,179,2730,125301
AL,238320,249,1192,44229
AL,238330,112,502,21155
AL,238340,67,245,11186
AL,238350,209,834,26573
AL,238390,64,416,17264
AL,238910,439,5343,247398
AL,238990,291,1905,86804
AL,311111,5,0,0
AL,311119,32,184,9755
AL,311211,7,0,0
AL,311224,4,0,0
AL,311225,2,0,0
AL,311314,3,0,0
AL,311340,1,0,0
AL,311352,11,22,348
AL,311411,1,0,0
AL,311412,1,0,0
AL,311421,4,0,0
AL,311423,1,0,0
AL,311511,2,0,0
AL,311513,2,0,0
AL,311514,1,0,0
AL,311520,3,0,0
AL,311611,22,0,0
AL,311612,13,0,0
AL,311613,7,0,0
AL,311615,33,8855,246529
AL,311710,20,395,12066
AL,311811,56,234,3990
AL,311812,18,0,0
AL,311821,2,0,0
AL,311824,2,0,0
AL,311911,3,0,0
AL,311919,1,0,0
AL,311920,4,0,0
AL,311930,2,0,0
AL,311941,6,0,0
AL,311942,4,0,0
AL,311991,2,0,0
AL,311999,6,0,0
AL,312111,4,0,0
AL,312113,8,0,0
AL,312120,22,175,4324
AL,312130,4,0,0
AL,312140,3,0,0
AL,312230,1,0,0
AL,313110,7,0,0
AL,313210,6,0,0
AL,313220,2,0,0
AL,313230,2,0,0
AL,313240,1,0,0
AL,313310,6,0,0
AL,313320,1,0,0
AL,314110,4,0,0
AL,314120,21,42,1302
AL,314910,22,88,3162
AL,314994,7,0,0
AL,314999,30,16,238
AL,315110,17,1136,27088
AL,315210,8,0,0
AL,315220,7,0,0
AL,315240,3,0,0
AL,315280,5,0,0
AL,315990,4,0,0
AL,316110,2,0,0
AL,316998,10,22,467
AL,321113,80,1517,63349
AL,321114,18,0,0
AL,321211,8,153,5117
AL,321212,7,0,0
AL,321213,7,0,0
AL,321214,16,0,0
AL,321219,8,0,0
AL,321911,22,0,0
AL,321912,33,391,12037
AL,321918,21,0,0
AL,321920,56,281,11413
AL,321991,19,1250,40623
AL,321992,11,0,0
AL,321999,25,31,702
AL,322110,3,0,0
AL,322121,5,0,0
AL,322130,9,0,0
AL,322211,18,701,34917
AL,322212,9,0,0
AL,322219,3,0,0
AL,322220,7,0,0
AL,322230,1,0,0
AL,322299,2,0,0
AL,323111,212,2360,94338
AL,323113,108,382,10273
AL,323117,4,15,516
AL,323120,12,34,1576
AL,324110,3,0,0
AL,324121,12,55,3363
AL,324122,10,354,30480
AL,324191,2,0,0
AL,324199,3,572,39545
AL,325110,1,0,0
AL,325120,14,72,3835
AL,325130,1,0,0
AL,325180,20,509,40875
AL,325194,3,0,0
AL,325199,17,0,0
AL,325211,20,874,69247
AL,325212,1,0,0
AL,325220,8,0,0
AL,325311,6,0,0
AL,325312,3,0,0
AL,325314,11,0,0
AL,325320,2,0,0
AL,325411,5,0,0
AL,325412,8,0,0
AL,325414,3,0,0
AL,325510,22,156,11654
AL,325520,5,0,0
AL,325611,4,0,0
AL,325612,4,0,0
AL,325613,2,0,0
AL,325620,4,0,0
AL,325910,3,0,0
AL,325920,2,0,0
AL,325991,4,0,0
AL,325992,2,0,0
AL,325998,15,0,0
AL,326111,6,0,0
AL,326112,3,0,0
AL,326113,6,0,0
AL,326121,4,0,0
AL,326122,9,105,5316
AL,326130,3,0,0
AL,326140,5,0,0
AL,326150,6,0,0
AL,326160,5,0,0
AL,326191,10,0,0
AL,326199,78,3436,179732
AL,326211,5,0,0
AL,326212,10,0,0
AL,326220,8,0,0
AL,326291,6,0,0
AL,326299,14,125,5808
AL,327110,3,0,0
AL,327120,21,415,26238
AL,327212,2,0,0
AL,327215,10,0,0
AL,327310,6,0,0
AL,327320,105,441,18682
AL,327331,13,0,0
AL,327332,8,0,0
AL,327390,35,102,4151
AL,327410,7,426,32119
AL,327420,2,0,0
AL,327910,4,0,0
AL,327991,35,112,4171
AL,327992,6,0,0
AL,327993,7,63,3013
AL,327999,5,0,0
AL,331110,17,937,75958
AL,331210,14,0,0
AL,331221,4,0,0
AL,331222,2,0,0
AL,331314,7,0,0
AL,331315,3,0,0
AL,331318,8,0,0
AL,331410,5,0,0
AL,331420,3,0,0
AL,331491,4,0,0
AL,331492,6,0,0
AL,331511,19,785,37266
AL,331512,1,0,0
AL,331513,7,0,0
AL,331523,5,0,0
AL,331524,3,0,0
AL,331529,1,0,0
AL,332111,2,0,0
AL,332114,11,288,13495
AL,332117,1,0,0
AL,332119,21,228,8933
AL,332215,3,0,0
AL,332216,6,0,0
AL,332311,28,32,1275
AL,332312,116,2206,114453
AL,332313,39,606,24377
AL,332321,15,0,0
AL,332322,68,650,28598
AL,332323,47,242,11376
AL,332410,4,0,0
AL,332420,12,110,5319
AL,332431,2,0,0
AL,332439,7,0,0
AL,332510,7,0,0
AL,332613,3,0,0
AL,332618,8,0,0
AL,332710,302,3654,161610
AL,332721,36,222,11489
AL,332722,8,192,7146
AL,332811,11,0,0
AL,332812,29,474,23646
AL,332813,23,192,7247
AL,332911,9,0,0
AL,332912,2,0,0
AL,332913,1,0,0
AL,332919,3,0,0
AL,332991,2,0,0
AL,332992,5,31,1701
AL,332993,1,0,0
AL,332994,4,0,0
AL,332996,17,125,7808
AL,332999,40,512,19563
AL,333111,10,0,0
AL,333112,3,0,0
AL,333120,7,0,0
AL,333131,1,0,0
AL,333132,2,0,0
AL,333241,2,0,0
AL,333242,1,0,0
AL,333243,13,46,2753
AL,333244,1,0,0
AL,333249,10,0,0
AL,333314,4,0,0
AL,333316,3,0,0
AL,333318,17,27,856
AL,333413,8,0,0
AL,333414,5,0,0
AL,333415,8,0,0
AL,333511,18,111,6489
AL,333514,22,442,16481
AL,333515,4,0,0
AL,333517,8,54,2753
AL,333519,4,0,0
AL,333611,2,0,0
AL,333612,3,0,0
AL,333613,3,0,0
AL,333618,8,0,0
AL,333911,4,0,0
AL,333912,4,0,0
AL,333913,1,0,0
AL,333921,2,0,0
AL,333922,19,38,1980
AL,333923,5,0,0
AL,333924,7,0,0
AL,333992,4,0,0
AL,333993,7,0,0
AL,333994,5,0,0
AL,333995,10,0,0
AL,333996,3,0,0
AL,333997,2,0,0
AL,333999,16,69,3335
AL,334111,2,0,0
AL,334112,2,0,0
AL,334118,4,0,0
AL,334210,3,0,0
AL,334220,9,0,0
AL,334290,5,0,0
AL,334310,1,0,0
AL,334413,2,0,0
AL,334416,3,0,0
AL,334418,14,1078,41719
AL,334419,11,0,0
AL,334510,4,53,2749
AL,334511,7,0,0
AL,334512,3,0,0
AL,334513,1,0,0
AL,334514,3,0,0
AL,334515,7,0,0
AL,334516,6,19,1606
AL,334517,1,0,0
AL,334519,2,0,0
AL,334614,3,0,0
AL,335121,4,0,0
AL,335122,2,0,0
AL,335129,3,0,0
AL,335210,1,0,0
AL,335222,1,0,0
AL,335228,1,0,0
AL,335311,4,0,0
AL,335312,6,0,0
AL,335313,10,0,0
AL,335314,8,306,21831
AL,335912,1,0,0
AL,335921,1,0,0
AL,335929,1,0,0
AL,335931,3,0,0
AL,335932,6,0,0
AL,335991,5,0,0
AL,335999,8,0,0
AL,336111,2,0,0
AL,336112,3,0,0
AL,336211,16,465,23837
AL,336212,15,0,0
AL,336213,2,0,0
AL,336214,18,0,0
AL,336310,7,0,0
AL,336320,17,0,0
AL,336330,7,0,0
AL,336340,5,0,0
AL,336350,13,343,14855
AL,336360,23,0,0
AL,336370,20,1818,101831
AL,336390,53,4599,205692
AL,336411,11,0,0
AL,336412,6,150,7759
AL,336413,8,0,0
AL,336414,4,0,0
AL,336415,1,0,0
AL,336419,1,0,0
AL,336510,8,0,0
AL,336611,31,5717,328661
AL,336612,12,146,6698
AL,336991,4,0,0
AL,336992,5,0,0
AL,336999,6,0,0
AL,337110,160,2044,72791
AL,337121,7,0,0
AL,337122,20,296,5150
AL,337124,7,0,0
AL,337125,3,0,0
AL,337127,10,0,0
AL,337211,4,0,0
AL,337212,15,70,2692
AL,337214,1,0,0
AL,337215,15,99,2952
AL,337910,5,0,0
AL,337920,4,0,0
AL,339112,6,0,0
AL,339113,24,25,2038
AL,339114,5,0,0
AL,339115,2,0,0
AL,339116,79,714,24791
AL,339910,4,0,0
AL,339920,31,218,7222
AL,339930,1,0,0
AL,339940,6,0,0
AL,339950,67,406,16124
AL,339991,8,0,0
AL,339993,1,0,0
AL,339994,2,0,0
AL,339995,4,0,0
AL,339999,25,0,0
AL,423110,125,1908,106586
AL,423120,202,2174,102041
AL,423130,58,655,30710
AL,423140,31,102,3904
AL,423210,48,329,20458
AL,423220,43,207,10427
AL,423310,159,1706,93807
AL,423320,53,284,13547
AL,423330,63,466,27162
AL,423390,54,513,37389
AL,423410,6,0,0
AL,423420,106,1422,83878
AL,423430,52,334,35536
AL,423440,34,289,15480
AL,423450,88,862,74657
AL,423460,10,44,1516
AL,423490,16,11,361
AL,423510,185,2831,174696
AL,423520,15,161,7150
AL,423610,217,2071,137057
AL,423620,26,76,3735
AL,423690,128,999,93537
AL,423710,81,1107,51436
AL,423720,71,891,53275
AL,423730,120,934,103613
AL,423740,18,187,12080
AL,423810,84,1878,122492
AL,423820,128,1035,42346
AL,423830,433,4205,270035
AL,423840,150,1147,75421
AL,423850,58,378,17938
AL,423860,27,216,12507
AL,423910,63,707,34185
AL,423920,8,0,0
AL,423930,185,1524,61136
AL,423940,28,184,4100
AL,423990,125,813,36630
AL,424110,5,0,0
AL,424120,62,378,17574
AL,424130,45,448,23576
AL,424210,70,821,113915
AL,424310,15,26,810
AL,424320,19,18,655
AL,424330,24,91,2765
AL,424340,4,0,0
AL,424410,27,0,0
AL,424420,32,127,4911
AL,424430,24,243,11217
AL,424440,7,0,0
AL,424450,44,213,12832
AL,424460,17,336,7360
