State,Naics,Establishments,Employees,Payroll
AL,113110,53,264,15872
AL,113210,7,44,2972
AL,113310,498,3702,174570
AL,114111,3,1,34
AL,114112,11,18,677
AL,114210,11,107,4423
AL,115111,13,135,7336
AL,115112,12,60,3093
AL,115114,8,402,22900
AL,115115,3,490,26485
AL,115210,40,363,9480
AL,115310,115,791,38954
AL,211120,15,86,9930
AL,211130,7,177,23106
AL,212111,9,434,21228
AL,212112,9,2273,202902
AL,212312,51,1013,63717
AL,212313,4,86,4934
AL,212319,6,336,24360
AL,212321,34,440,23839
AL,212322,4,100,5280
AL,212325,3,68,3475
AL,213111,10,83,4562
AL,213112,43,743,46041
AL,213113,5,86,9937
AL,213115,5,80,5476
AL,221111,13,122,12661
AL,221112,38,2452,327628
AL,221113,4,1113,168291
AL,221117,3,14,1382
AL,221121,8,109,14750
AL,221122,187,8926,1021400
AL,221210,25,1405,116592
AL,221310,59,408,17788
AL,221320,13,351,15159
AL,236115,476,1770,87795
AL,236116,39,751,70781
AL,236117,191,1530,125989
AL,236118,858,3092,133420
AL,236210,79,3029,177013
AL,236220,605,11302,873054
AL,237110,132,1651,86186
AL,237120,36,3145,167174
AL,237130,105,2588,170074
AL,237210,79,264,16647
AL,237310,167,5042,264778
AL,237990,89,1398,75436
AL,238110,204,1963,102119
AL,238120,52,1540,86241
AL,238130,83,241,9496
AL,238140,139,1764,99008
AL,238150,69,905,41443
AL,238160,218,1557,80123
AL,238170,76,331,18387
AL,238190,59,1066,53619
AL,238210,877,11271,601514
AL,238220,1451,15944,817327
AL,238290,115,4058,220286
AL,238310,192,2248,108605
AL,238320,258,1871,77684
AL,238330,126,611,40292
AL,238340,68,356,17974
AL,238350,222,1084,45496
AL,238390,72,662,27411
AL,238910,526,7324,400228
AL,238990,301,2354,118937
AL,311111,3,731,42976
AL,311119,28,531,30916
AL,311211,6,361,26969
AL,311224,4,363,22735
AL,311352,8,59,698
AL,311421,4,39,1109
AL,311520,3,484,23521
AL,311611,23,199,4521
AL,311612,13,1002,37730
AL,311613,7,293,13050
AL,311615,40,27782,837011
AL,311710,18,933,27502
AL,311811,74,400,7932
AL,311812,14,776,43879
AL,311911,4,397,33726
AL,311919,4,555,16162
AL,311920,5,365,19411
AL,311941,6,390,14814
AL,311942,4,336,16971
AL,311991,3,137,3353
AL,311999,4,82,6837
AL,312111,4,682,99529
AL,312113,9,88,3664
AL,312120,31,414,9412
AL,312130,5,21,486
AL,312140,7,41,1638
AL,313110,3,545,19202
AL,313210,5,688,26519
AL,313310,6,107,3442
AL,314110,6,2089,79141
AL,314120,17,700,14479
AL,314910,18,284,9518
AL,314994,5,278,9962
AL,314999,26,718,22293
AL,315110,15,1198,29496
AL,315210,7,392,8334
AL,315220,7,392,10305
AL,315240,4,43,1147
AL,315280,4,51,1541
AL,315990,3,22,284
AL,316998,8,86,2799
AL,321113,87,4759,269961
AL,321114,21,938,47098
AL,321211,7,302,9814
AL,321212,5,659,37480
AL,321213,6,425,23813
AL,321214,18,413,17885
AL,321219,9,893,49276
AL,321911,23,764,28284
AL,321912,27,635,24159
AL,321918,20,737,25627
AL,321920,56,1154,47437
AL,321991,17,2981,122312
AL,321992,12,651,27186
AL,321999,32,675,35714
AL,322110,3,758,76981
AL,322121,6,3457,293541
AL,322130,9,3447,345891
AL,322211,17,1380,73649
AL,322212,11,1602,90903
AL,322219,3,106,5462
AL,322220,7,318,16884
AL,322230,3,121,1898
AL,322299,3,270,19716
AL,323111,199,2484,106183
AL,323113,115,595,14708
AL,323117,3,10,115
AL,323120,4,9,498
AL,324110,6,543,73166
AL,324121,12,392,19430
AL,324122,10,516,43185
AL,324199,5,582,41967
AL,325120,16,341,26509
AL,325180,20,1128,104025
AL,325199,18,1745,198453
AL,325211,22,2635,187173
AL,325220,9,2394,116706
AL,325311,6,173,10016
AL,325312,3,110,6414
AL,325314,12,337,24886
AL,325320,3,249,33781
AL,325411,5,326,63802
AL,325412,8,125,12131
AL,325414,3,126,7651
AL,325510,19,680,44385
AL,325520,6,213,19496
AL,325611,10,54,1220
AL,325612,4,134,6349
AL,325620,5,134,5313
AL,325991,5,352,13752
AL,325998,17,347,17375
AL,326111,6,440,28622
AL,326113,5,819,45535
AL,326121,4,154,6404
AL,326122,10,384,18131
AL,326140,4,732,25856
AL,326150,8,345,12748
AL,326160,5,397,20031
AL,326191,8,760,47240
AL,326199,73,8381,361177
AL,326211,4,2308,178225
AL,326212,10,148,6077
AL,326220,10,787,27944
AL,326291,5,364,20653
AL,326299,16,651,32591
AL,327110,5,22,322
AL,327120,17,1180,65504
AL,327212,4,11,230
AL,327215,13,1218,63060
AL,327310,6,643,66552
AL,327320,118,1559,76144
AL,327331,9,82,4666
AL,327332,4,190,8881
AL,327390,33,872,35821
AL,327410,7,516,40770
AL,327910,4,89,3950
AL,327991,43,382,15881
AL,327992,7,176,15881
AL,327993,5,393,24950
AL,327999,6,139,7640
AL,331110,18,6394,598823
AL,331210,10,1301,86810
AL,331221,8,319,12038
AL,331314,7,248,12399
AL,331318,9,775,33657
AL,331410,3,221,14080
AL,331420,6,1395,56181
AL,331491,3,187,10883
AL,331492,6,1009,51788
AL,331511,18,4210,293324
AL,331513,4,91,3915
AL,331523,6,808,44773
AL,331524,5,168,6928
AL,332111,3,141,10788
AL,332114,9,615,25576
AL,332119,18,1059,42739
AL,332215,3,40,1265
AL,332216,8,188,8659
AL,332311,29,1270,72983
AL,332312,123,4090,208585
AL,332313,51,1144,57794
AL,332321,19,688,29349
AL,332322,72,1682,79982
AL,332323,49,1206,57703
AL,332410,3,154,9937
AL,332420,13,688,34044
AL,332439,4,76,3861
AL,332510,6,714,29254
AL,332613,3,226,10317
AL,332618,5,233,10164
AL,332710,271,3621,173452
AL,332721,44,1712,117878
AL,332722,8,524,23959
AL,332811,8,139,8319
AL,332812,30,771,38651
AL,332813,21,306,13365
AL,332911,7,880,48020
AL,332912,3,323,29435
AL,332919,3,357,15509
AL,332992,5,25,1153
AL,332994,7,362,13887
AL,332996,19,551,38885
AL,332999,35,828,41411
AL,333111,13,476,23906
AL,333120,7,304,16628
AL,333241,3,128,6300
AL,333243,11,253,12634
AL,333249,6,146,9152
AL,333314,3,56,4445
AL,333318,12,572,38266
AL,333413,8,282,11300
AL,333414,6,601,23889
AL,333415,9,994,59209
AL,333511,14,479,24265
AL,333514,23,572,23078
AL,333517,10,113,6983
AL,333519,5,57,3453
AL,333612,3,35,2563
AL,333613,3,233,10752
AL,333618,6,514,19015
AL,333912,4,340,23050
AL,333914,6,167,9362
AL,333922,15,1056,67130
AL,333923,7,351,20882
AL,333924,7,733,31427
AL,333993,6,152,9561
AL,333994,5,94,6501
AL,333995,8,242,13365
AL,333999,14,322,14407
AL,334118,3,337,22499
AL,334210,3,1171,115429
AL,334220,7,159,12149
AL,334290,3,43,3728
AL,334310,4,114,5210
AL,334413,4,22,1145
AL,334418,12,1428,68347
AL,334419,13,147,7904
AL,334510,3,449,27080
AL,334511,9,1817,134190
AL,334514,3,656,62091
AL,334515,5,43,2725
AL,334516,3,34,2602
AL,335121,3,36,1199
AL,335122,3,13,333
AL,335129,4,53,2289
AL,335220,3,1597,147085
AL,335311,4,470,26695
AL,335312,5,195,9223
AL,335313,8,380,18880
AL,335314,7,790,76669
AL,335931,4,353,19360
AL,335932,4,317,15420
AL,335991,6,138,4938
AL,335999,8,401,14544
AL,336111,3,3686,263566
