State,Naics,Establishments,Employees,Payroll
AL,113110,54,247,13555
AL,113210,8,53,3383
AL,113310,511,3756,162186
AL,114111,3,8,150
AL,114112,13,17,807
AL,114210,9,95,3773
AL,115111,13,114,6408
AL,115112,16,20,1730
AL,115114,10,574,21917
AL,115210,49,272,7693
AL,115310,112,860,39030
AL,211120,14,70,8357
AL,211130,7,199,24128
AL,212111,16,533,40012
AL,212112,11,1572,163588
AL,212312,42,745,49469
AL,212313,4,75,4329
AL,212319,5,294,26902
AL,212321,30,380,19511
AL,212322,3,90,5168
AL,212325,3,71,3618
AL,213111,8,83,5440
AL,213112,46,871,54998
AL,213113,4,60,5686
AL,213115,6,96,5642
AL,221111,13,132,12251
AL,221112,37,2589,314818
AL,221113,4,1228,162806
AL,221117,5,89,7037
AL,221121,8,118,14271
AL,221122,188,9670,979671
AL,221210,28,1097,95704
AL,221310,62,396,16610
AL,221320,12,333,14848
AL,236115,443,1435,59195
AL,236116,41,774,68106
AL,236117,203,1399,100400
AL,236118,727,2730,109590
AL,236210,76,2563,177947
AL,236220,604,10498,760491
AL,237110,127,1539,74585
AL,237120,36,3368,200304
AL,237130,95,2248,104113
AL,237210,83,357,15787
AL,237310,171,4785,234754
AL,237990,87,983,50317
AL,238110,195,2238,108266
AL,238120,52,1210,93622
AL,238130,81,242,7958
AL,238140,145,1447,82165
AL,238150,66,817,41489
AL,238160,203,1380,62916
AL,238170,77,324,13888
AL,238190,51,935,47118
AL,238210,862,10842,528825
AL,238220,1407,15234,737420
AL,238290,107,2755,176893
AL,238310,195,2324,119118
AL,238320,275,1865,76856
AL,238330,118,690,35209
AL,238340,66,366,16511
AL,238350,223,1075,40034
AL,238390,61,383,15286
AL,238910,506,7045,356086
AL,238990,291,2061,100420
AL,311111,3,637,30717
AL,311119,31,566,26929
AL,311211,5,225,14806
AL,311224,3,385,23848
AL,311352,9,139,3233
AL,311421,4,25,981
AL,311513,3,35,1031
AL,311520,4,442,21698
AL,311611,21,211,4434
AL,311612,12,504,17869
AL,311613,8,242,14227
AL,311615,36,24082,711218
AL,311710,19,918,29971
AL,311811,64,379,6202
AL,311812,16,1025,52124
AL,311821,4,130,4971
AL,311911,4,321,17906
AL,311920,3,350,18306
AL,311941,7,483,16743
AL,311942,5,263,12530
AL,311999,5,120,7816
AL,312111,4,966,97425
AL,312113,9,90,3745
AL,312120,30,280,7390
AL,312130,6,13,261
AL,312140,5,6,361
AL,313110,5,715,24507
AL,313210,5,523,23052
AL,313310,6,92,2658
AL,314110,6,2456,81217
AL,314120,21,699,16813
AL,314910,20,334,11808
AL,314994,6,366,13381
AL,314999,33,693,22269
AL,315110,16,1210,29449
AL,315210,6,479,9776
AL,315220,7,412,12907
AL,315240,3,46,1183
AL,315280,4,35,1053
AL,316998,10,79,2306
AL,321113,79,4615,230620
AL,321114,18,865,38374
AL,321211,7,376,12174
AL,321212,6,660,35215
AL,321213,9,637,32091
AL,321214,20,489,15716
AL,321219,9,693,38749
AL,321911,21,810,30628
AL,321912,31,901,29326
AL,321918,21,706,24760
AL,321920,56,1229,45107
AL,321991,16,2060,84405
AL,321992,14,1193,43707
AL,321999,29,677,26449
AL,322110,3,713,69828
AL,322121,6,3312,282827
AL,322130,9,3321,312800
AL,322211,20,1513,86470
AL,322212,8,1073,57717
AL,322219,4,118,6603
AL,322220,7,332,16971
AL,322299,3,254,15044
AL,323111,218,2464,102395
AL,323113,118,671,16880
AL,323117,3,5,134
AL,323120,5,15,854
AL,324110,3,585,67932
AL,324121,13,255,19498
AL,324122,10,670,41733
AL,324199,4,704,50495
AL,325120,16,398,34067
AL,325180,21,1384,126740
AL,325199,17,1709,175575
AL,325211,21,2462,161008
AL,325220,9,2649,127884
AL,325311,5,137,6193
AL,325312,3,101,6666
AL,325314,13,390,20773
AL,325411,3,201,13759
AL,325412,10,691,43074
AL,325414,3,125,9215
AL,325510,17,603,36696
AL,325520,6,270,27323
AL,325611,6,100,3920
AL,325612,4,25,930
AL,325620,7,291,7784
AL,325910,3,96,2659
AL,325920,3,82,4384
AL,325991,5,314,15651
AL,325998,17,259,15049
AL,326111,6,589,28492
AL,326113,5,799,42873
AL,326121,4,161,7028
AL,326122,8,269,11827
AL,326140,5,887,33156
AL,326150,8,300,12598
AL,326160,5,406,19876
AL,326191,8,597,30194
AL,326199,72,8531,414034
AL,326211,4,3299,215415
AL,326212,10,152,5424
AL,326220,10,742,27994
AL,326291,6,570,27237
AL,326299,16,665,28028
AL,327110,3,17,254
AL,327120,17,1070,60143
AL,327215,11,1104,55158
AL,327310,6,727,63891
AL,327320,119,1528,63484
AL,327331,10,66,3110
AL,327332,5,157,6480
AL,327390,34,904,36047
AL,327410,7,448,33407
AL,327910,4,87,6431
AL,327991,45,516,24299
AL,327992,7,185,15821
AL,327993,6,260,26326
AL,327999,6,124,5386
AL,331110,21,6530,609656
AL,331210,12,1211,80395
AL,331221,6,161,10710
AL,331314,7,289,13931
AL,331318,10,622,27088
AL,331410,4,303,19239
AL,331420,6,1239,46958
AL,331491,3,161,8752
AL,331492,6,902,47018
AL,331511,19,4031,305723
AL,331513,5,111,4121
AL,331523,8,872,46028
AL,331524,5,196,10025
AL,332111,3,195,7663
AL,332114,9,572,29618
AL,332119,20,1100,47613
AL,332216,7,154,7465
AL,332311,27,1220,77100
AL,332312,124,3778,199571
AL,332313,46,1141,51382
AL,332321,15,557,21880
AL,332322,74,1905,79879
AL,332323,49,1188,58198
AL,332410,5,157,10466
AL,332420,16,710,33605
AL,332439,6,105,6848
AL,332510,7,694,28318
AL,332613,3,184,10316
AL,332618,6,243,11009
AL,332710,283,3497,164780
AL,332721,46,1633,106289
AL,332722,9,556,25883
AL,332811,9,160,9377
AL,332812,30,867,46899
AL,332813,23,305,11027
AL,332911,7,881,51350
AL,332919,3,416,21510
AL,332992,4,28,1064
AL,332994,5,339,24287
AL,332996,17,657,39993
AL,332999,36,938,45800
AL,333111,11,341,24859
AL,333120,7,291,14478
AL,333241,5,122,5849
AL,333243,12,242,14258
AL,333249,7,146,10199
AL,333314,3,47,3800
AL,333318,13,607,36287
AL,333413,7,239,8791
AL,333414,5,500,19738
AL,333415,9,1215,54740
AL,333511,17,281,12865
AL,333514,25,642,28096
AL,333517,7,70,3550
AL,333519,5,101,6197
AL,333612,3,39,2836
AL,333613,3,248,12227
AL,333618,6,554,25664
AL,333912,4,258,18660
AL,333914,6,175,9040
AL,333922,16,1321,74620
AL,333923,5,494,33742
AL,333924,7,613,35119
AL,333993,6,156,10540
AL,333994,5,115,7521
AL,333995,10,303,15643
AL,333996,3,117,4431
AL,333999,17,301,15662
AL,334118,3,317,21081
AL,334210,3,1461,125572
AL,334220,7,101,5126
AL,334290,3,38,2390
AL,334418,13,1067,44692
AL,334419,14,164,6682
AL,334510,5,209,13501
AL,334511,7,1661,135657
AL,334514,3,680,54771
AL,334515,5,33,2458
AL,334516,4,36,2364
AL,334519,3,74,4815
AL,334614,4,372,14080
AL,335121,3,32,1287
AL,335122,3,20,780
AL,335129,4,44,1643
AL,335311,4,399,22391
AL,335312,5,186,10933
AL,335313,8,360,16547
AL,335314,8,788,68016
AL,335931,4,365,19674
AL,335932,5,308,13220
AL,335991,5,106,4737
AL,335999,8,192,7557
AL,336211,16,2601,129141
AL,336212,14,1405,56702
AL,336214,19,440,13792
AL,336310,7,1216,93481
AL,336320,13,3538,151070
AL,336330,5,1324,66997
AL,336340,3,477,22669
AL,336350,14,1352,57281
AL,336360,25,5448,230113
AL,336370,23,6874,319341
AL,336390,46,8878,426369
AL,336411,14,1918,131071
AL,336412,12,752,53253
AL,336413,13,2715,148096
AL,336414,3,789,58789
AL,336510,7,1086,49011
