State,Naics,Establishments,Employees,Payroll
AL,3371,200,6796,245545
AL,3372,37,3140,123094
AL,3379,8,367,20809
AL,3391,115,2540,122470
AL,3399,172,4353,248729
AL,4231,399,6275,288474
AL,4232,109,961,54146
AL,4233,351,4986,241575
AL,4234,374,4407,296311
AL,4235,197,4018,280631
AL,4236,351,4107,304392
AL,4237,309,4006,232987
AL,4238,914,11372,683743
AL,4239,404,4640,211332
AL,4241,115,1443,69448
AL,4242,84,3106,309309
AL,4243,65,845,31223
AL,4244,352,11146,527370
AL,4245,47,307,14045
AL,4246,159,1328,83889
AL,4247,134,1549,85053
AL,4248,46,2826,136598
AL,4249,295,4831,206357
AL,4251,545,3698,184036
AL,4411,918,18882,935260
AL,4412,228,2467,98047
AL,4413,1219,10247,279334
AL,4421,502,3555,113800
AL,4422,410,3240,79568
AL,4431,440,4988,212881
AL,4441,958,18613,539645
AL,4442,373,2848,80239
AL,4451,983,31232,632592
AL,4452,200,1454,22186
AL,4453,373,1252,30486
AL,4461,1732,16034,591334
AL,4471,3231,17548,324844
AL,4481,1522,17138,237768
AL,4482,387,3601,51688
AL,4483,253,1487,43091
AL,4511,449,6485,128306
AL,4512,119,1205,16785
AL,4522,67,6067,113675
AL,4523,1407,44156,1050962
AL,4531,216,866,14914
AL,4532,354,2707,41102
AL,4533,336,2974,50881
AL,4539,568,2693,64378
AL,4541,270,2100,81114
AL,4542,69,755,22069
AL,4543,403,2028,69639
AL,4811,21,431,33404
AL,4812,19,38,2736
AL,4831,9,56,4153
AL,4832,9,0,0
AL,4841,982,19450,868974
AL,4842,840,7670,326108
AL,4851,7,131,4744
AL,4852,6,147,3552
AL,4853,30,201,2866
AL,4854,21,697,11995
AL,4855,15,375,7716
AL,4859,34,364,7564
AL,4861,9,82,6754
AL,4862,30,425,48763
AL,4869,6,50,4263
AL,4871,5,61,2139
AL,4872,30,59,2230
AL,4881,101,4905,365474
AL,4882,49,1122,46101
AL,4883,56,1179,79105
AL,4884,183,1374,42909
AL,4885,202,2069,114646
AL,4889,10,22,1270
AL,4921,140,5321,243306
AL,4922,40,627,27678
AL,4931,245,13477,530022
AL,5111,219,3945,172293
AL,5112,89,2442,246241
AL,5121,109,1887,47426
AL,5122,15,49,2476
AL,5151,158,2840,149955
AL,5173,880,14300,884206
AL,5179,75,966,46064
AL,5182,126,4626,284422
AL,5191,60,2418,165330
AL,5221,2096,31263,1844121
AL,5222,1441,6113,306156
AL,5223,512,1639,65304
AL,5231,217,1469,264167
AL,5239,569,1987,203221
AL,5241,682,14307,1184613
AL,5242,1833,12473,979032
AL,5259,9,0,0
AL,5311,1634,5959,227796
AL,5312,1069,4481,205318
AL,5313,768,6111,271879
AL,5321,244,2240,80348
AL,5322,350,2007,71482
AL,5323,32,136,5211
AL,5324,210,2030,125171
AL,5331,27,139,11973
AL,5411,2539,13362,1033830
AL,5412,1626,12017,527737
AL,5413,1427,27254,2311492
AL,5414,210,466,20698
AL,5415,1205,22380,1879442
AL,5416,1176,8230,509776
AL,5417,201,7546,701806
AL,5418,312,3036,144210
AL,5419,794,6794,213658
AL,5511,666,18822,1813073
AL,5611,247,6118,337392
AL,5612,77,4032,156407
AL,5613,642,85960,2377216
AL,5614,329,10061,271863
AL,5615,108,1112,55816
AL,5616,324,10908,282421
AL,5617,2252,26024,657584
AL,5619,153,3231,87101
AL,5621,148,2307,124786
AL,5622,64,996,45480
AL,5629,128,1779,80448
AL,6111,218,10029,262250
AL,6112,7,861,27411
AL,6113,50,10355,329100
AL,6114,54,1273,72311
AL,6115,93,823,45737
AL,6116,412,2675,35790
AL,6117,46,349,14590
AL,6211,3013,39965,3109796
AL,6212,1498,11160,529324
AL,6213,1700,9187,350448
AL,6214,597,13564,834074
AL,6215,231,3529,226151
AL,6216,397,13436,495450
AL,6219,190,5914,213651
AL,6221,99,77862,4102370
AL,6222,9,3127,155295
AL,6223,11,1392,68875
AL,6231,221,28942,803663
AL,6232,419,8418,212444
AL,6233,213,6543,148620
AL,6239,102,1787,45280
AL,6241,799,13758,293748
AL,6242,163,1588,47042
AL,6243,62,2008,48662
AL,6244,953,10594,168854
AL,7111,61,712,16465
AL,7112,27,483,14585
AL,7113,65,1315,25092
AL,7114,8,28,2276
AL,7115,82,202,6137
AL,7121,87,1030,28607
AL,7131,64,1072,16358
AL,7132,9,253,7571
AL,7139,766,12438,208593
AL,7211,866,18950,406806
AL,7212,84,339,10526
AL,7213,43,183,4081
AL,7223,446,8158,157216
AL,7224,251,1923,30632
AL,7225,7419,156927,2238681
AL,8111,2077,10956,382010
AL,8112,184,2798,164888
AL,8113,376,4221,223212
AL,8114,247,738,19537
AL,8121,1148,5249,113264
AL,8122,361,2591,81052
AL,8123,376,5066,113950
AL,8129,379,1874,36936
AL,8131,4654,41011,772005
AL,8132,194,1758,64422
AL,8133,189,1078,37899
AL,8134,276,1542,34051
AL,8139,624,3063,127256
AK,1133,28,199,15139
AK,1141,434,229,22921
AK,1151,6,53,2337
AK,1152,3,25,251
AK,1153,9,14,1076
AK,2111,18,1918,362062
AK,2122,37,2432,315904
AK,2123,21,160,12889
AK,2131,72,5214,468793
AK,2211,81,1581,148000
AK,2212,7,0,0
AK,2213,18,250,20218
AK,2361,511,1469,81317
AK,2362,257,3626,304348
AK,2371,89,2659,292074
AK,2372,13,44,3217
AK,2373,96,1414,175546
AK,2379,33,203,21711
AK,2381,272,852,71970
AK,2382,503,3771,288278
AK,2383,394,1260,65887
AK,2389,293,1434,131659
AK,3113,7,64,1614
AK,3116,5,72,2407
AK,3117,94,8553,347495
AK,3118,24,201,4925
AK,3119,11,110,2748
AK,3121,37,427,18206
AK,3149,10,62,2726
AK,3152,3,0,0
AK,3161,3,7,142
AK,3211,9,64,2300
AK,3212,8,38,2638
AK,3219,25,166,6341
AK,3231,45,343,16065
AK,3241,25,390,50041
AK,3256,3,16,237
AK,3259,3,0,0
AK,3261,9,93,5948
AK,3262,3,0,0
AK,3272,6,57,1634
AK,3273,24,159,15071
AK,3323,21,139,9287
AK,3324,3,0,0
AK,3327,23,194,11783
AK,3328,4,17,576
AK,3329,8,40,1884
AK,3331,4,49,3575
AK,3345,4,28,2213
AK,3364,7,173,9350
AK,3366,17,327,14505
AK,3371,9,17,352
AK,3372,3,32,1288
AK,3379,3,16,867
AK,3391,22,76,3790
AK,3399,19,123,6025
AK,4231,35,458,21617
AK,4232,22,206,11601
AK,4233,37,453,25661
AK,4234,56,385,24142
AK,4235,16,97,5608
AK,4236,52,538,49131
AK,4237,39,390,25607
AK,4238,131,1319,98705
AK,4239,43,227,9081
AK,4241,13,108,8923
AK,4242,16,95,4873
AK,4243,4,21,804
AK,4244,108,1960,122147
AK,4246,27,163,10078
AK,4247,67,1070,78475
AK,4248,13,644,34305
AK,4249,28,385,14694
AK,4251,45,265,13118
AK,4411,69,2315,123071
AK,4412,86,617,27628
AK,4413,137,1269,48375
AK,4421,40,260,12101
AK,4422,68,454,12787
AK,4431,61,547,18646
AK,4441,179,3703,140212
AK,4442,24,126,4205
AK,4451,249,6436,178094
AK,4452,50,263,6311
AK,4453,96,586,15210
AK,4461,129,1306,55504
AK,4471,188,1560,47486
AK,4481,159,1833,36233
AK,4482,39,292,5903
AK,4483,76,243,14998
AK,4511,146,1613,34296
AK,4512,27,207,3457
AK,4522,4,355,6275
AK,4523,82,6714,212960
AK,4531,31,124,2572
AK,4532,185,723,23488
AK,4533,66,573,12509
AK,4539,164,742,24197
AK,4541,22,68,2703
AK,4542,5,76,2488
AK,4543,107,525,24869
AK,4811,106,5320,339622
AK,4812,110,920,74262
AK,4831,102,1082,99148
AK,4832,24,35,7232
AK,4841,118,1470,101187
AK,4842,120,1135,60682
AK,4851,5,0,0
AK,4852,4,281,7823
AK,4853,20,161,4804
AK,4854,25,958,22377
AK,4855,3,4,294
AK,4859,15,76,2119
AK,4861,12,0,0
AK,4871,32,299,26987
AK,4872,133,317,31641
AK,4879,31,142,14202
AK,4881,88,1051,43231
AK,4883,60,660,51304
AK,4884,27,138,5033
AK,4885,60,455,22697
AK,4921,43,0,0
AK,4922,9,54,1852
AK,4931,28,353,24912
AK,5111,45,572,22096
AK,5112,5,46,3714
AK,5121,38,776,13616
AK,5151,55,720,28679
AK,5173,209,4223,347623
AK,5174,7,0,0
AK,5179,15,63,2633
AK,5182,19,266,14152
AK,5191,18,51,2016
AK,5221,249,4181,261832
AK,5222,72,527,38124
AK,5223,21,54,2579
AK,5231,29,151,27373
AK,5239,126,436,49707
AK,5241,58,603,51587
AK,5242,226,1152,76014
AK,5259,14,248,18272
AK,5311,326,1550,70981
AK,5312,253,619,27612
AK,5313,165,659,36631
AK,5321,81,797,37396
AK,5322,45,274,7801
AK,5323,12,35,1629
AK,5324,68,573,42845
AK,5331,3,1,89
AK,5411,379,1545,127729
AK,5412,360,1618,74592
AK,5413,421,7646,653405
AK,5414,30,74,3131
AK,5415,209,2453,168513
AK,5416,309,3073,247900
AK,5417,34,411,23229
AK,5418,60,435,16867
AK,5419,152,1125,50229
AK,5511,183,6006,627489
AK,5611,91,353,22772
AK,5612,66,6428,379418
AK,5613,65,2613,92987
AK,5614,76,518,26636
AK,5615,124,841,53043
AK,5616,69,1572,67405
AK,5617,457,3474,103464
AK,5619,69,397,24448
AK,5621,35,406,25658
AK,5622,12,146,10319
AK,5629,118,1239,97486
AK,6111,51,742,18022
AK,6113,14,566,16101
AK,6114,7,0,0
AK,6115,40,384,16414
AK,6116,147,1062,20137
AK,6117,24,171,5150
AK,6211,543,5342,543252
AK,6212,338,2475,147220
AK,6213,526,2664,138634
AK,6214,231,6687,384874
AK,6215,39,394,40086
AK,6216,43,1194,34775
AK,6219,35,552,37506
AK,6221,25,15072,1156183
AK,6231,11,941,36863
AK,6232,157,2742,76686
AK,6233,195,1347,36556
AK,6239,34,707,16332
AK,6241,252,7293,213425
AK,6242,78,897,31522
AK,6243,19,753,26397
AK,6244,173,1990,46684
AK,7111,24,131,4903
AK,7112,13,34,1191
AK,7113,15,781,8450
AK,7115,34,68,2171
AK,7121,45,344,15704
AK,7132,53,453,10625
AK,7139,391,3006,62788
AK,7211,375,5783,200105
AK,7212,156,272,30677
AK,7213,10,167,10593
AK,7223,186,3262,125892
AK,7224,157,1234,25228
AK,7225,1334,17102,372913
AK,8111,328,1808,84932
AK,8112,24,82,7545
AK,8113,87,338,19682
AK,8114,67,303,13853
AK,8121,247,1251,32165
AK,8122,23,123,4746
AK,8123,44,442,13736
AK,8129,82,399,9340
AK,8131,412,2495,57717
AK,8132,70,522,22767
AK,8133,122,589,31283
AK,8134,147,808,16796
AK,8139,183,862,49043
AZ,1133,17,117,5287
AZ,1141,4,2,314
AZ,1142,3,0,0
AZ,1151,107,1505,49221
AZ,1152,81,216,5990
AZ,1153,13,17,2512
AZ,2111,8,13,1102
AZ,2122,29,8397,524541
AZ,2123,110,1223,63108
AZ,2131,56,912,91035
AZ,2211,106,9597,1069705
AZ,2212,28,0,0
AZ,2213,158,1606,107241
AZ,2361,2644,13594,830034
AZ,2362,756,14299,999886
AZ,2371,350,8535,554262
AZ,2372,118,611,44142
AZ,2373,144,6335,418859
AZ,2379,42,750,44852
AZ,2381,1596,26137,1194776
AZ,2382,3494,42592,2306828
AZ,2383,2135,21671,884795
AZ,2389,1101,14190,712966
AZ,3111,19,490,34072
AZ,3112,4,113,5756
AZ,3113,14,160,3850
AZ,3114,16,679,32163
AZ,3115,16,2037,131020
AZ,3116,25,1782,93000
AZ,3118,127,4606,138451
AZ,3119,38,4678,148019
AZ,3121,99,3344,143203
AZ,3131,5,0,0
AZ,3132,4,55,1856
AZ,3133,8,63,1694
AZ,3141,21,302,6506
AZ,3149,69,960,32007
AZ,3152,27,129,2700
AZ,3159,5,26,507
AZ,3162,5,29,551
AZ,3169,11,64,1791
AZ,3211,15,206,6097
AZ,3212,26,2073,84658
AZ,3219,164,3741,132480
AZ,3221,5,331,10456
AZ,3222,35,2079,103398
AZ,3231,406,5602,263084
AZ,3241,39,473,31991
AZ,3251,23,962,54566
AZ,3252,12,388,21965
AZ,3253,11,237,15558
AZ,3254,47,3613,329331
AZ,3255,18,334,18332
AZ,3256,33,564,27488
AZ,3259,37,1267,76932
AZ,3261,150,6013,283352
AZ,3262,24,461,21476
AZ,3271,12,185,6649
AZ,3272,25,622,29334
AZ,3273,171,3427,171450
AZ,3274,5,162,11450
AZ,3279,54,692,27813
AZ,3311,4,216,13959
AZ,3312,7,289,15875
AZ,3313,12,938,56440
AZ,3314,15,885,55758
AZ,3315,24,791,34150
AZ,3321,18,976,53644
AZ,3322,19,327,11192
AZ,3323,243,5599,260614
AZ,3324,10,353,22704
AZ,3325,11,97,4706
AZ,3326,17,268,14285
AZ,3327,343,5903,304343
AZ,3328,88,1580,62301
AZ,3329,119,6113,431926
AZ,3331,30,1553,76942
AZ,3332,31,627,40232
AZ,3333,47,650,45554
AZ,3334,29,836,45594
AZ,3335,76,1629,86817
AZ,3336,9,294,18006
AZ,3339,49,1067,52425
AZ,3341,18,188,13410
AZ,3342,18,3114,255027
AZ,3343,10,157,9145
AZ,3344,101,8690,666630
AZ,3345,102,7107,551093
AZ,3346,6,17,833
AZ,3351,15,274,12630
AZ,3352,12,517,24952
AZ,3353,25,541,43257
AZ,3359,35,1066,61186
AZ,3361,3,0,0
AZ,3362,30,565,23054
AZ,3363,82,2793,147509
AZ,3364,76,21505,2155534
AZ,3366,9,96,4095
AZ,3369,17,295,10532
AZ,3371,157,3470,112875
AZ,3372,57,1240,59773
AZ,3379,19,960,32569
AZ,3391,196,8071,656896
AZ,3399,303,4129,192732
AZ,4231,420,6410,300681
AZ,4232,230,2724,153860
AZ,4233,300,4498,235311
AZ,4234,636,9678,832947
AZ,4235,148,1571,95717
AZ,4236,530,12922,1153688
AZ,4237,388,4555,280761
AZ,4238,870,10699,814197
AZ,4239,468,4986,255070
AZ,4241,144,1983,107562
AZ,4242,190,4453,367934
AZ,4243,109,939,37129
AZ,4244,609,12799,656798
AZ,4245,38,320,15995
AZ,4246,205,1965,132293
AZ,4247,84,871,68593
AZ,4248,62,4340,227141
AZ,4249,411,4136,218884
AZ,4251,698,5860,293955
AZ,4411,692,28832,1699980
AZ,4412,304,4549,183577
AZ,4413,1066,11070,347992
AZ,4421,414,5005,189682
AZ,4422,544,5051,127188
AZ,4431,515,6392,213537
AZ,4441,878,22087,598781
AZ,4442,212,2692,75200
AZ,4451,1128,50344,1294369
AZ,4452,361,2568,45210
AZ,4453,196,1235,28445
AZ,4461,1708,17559,678266
AZ,4471,1651,19707,415123
AZ,4481,1693,26645,422300
AZ,4482,463,4187,65090
AZ,4483,397,2288,80145
AZ,4511,719,8617,168412
AZ,4512,136,1684,24301
AZ,4522,78,8318,171241
AZ,4523,773,50723,1376841
AZ,4531,142,640,22152
AZ,4532,485,4165,77855
AZ,4533,485,6670,137592
AZ,4539,1127,7329,191598
AZ,4541,1023,15967,661468
AZ,4542,81,705,23662
AZ,4543,660,3132,125342
AZ,4811,36,16411,1242552
AZ,4812,56,596,39663
AZ,4831,5,19,2464
AZ,4832,3,22,1143
AZ,4841,944,16810,735220
AZ,4842,657,9702,384831
AZ,4851,14,2835,129734
AZ,4852,10,735,29298
AZ,4853,87,1361,73498
AZ,4854,15,1289,45826
AZ,4855,21,757,30141
AZ,4859,154,4236,97996
AZ,4862,36,275,28416
AZ,4869,4,0,0
AZ,4871,23,572,16730
AZ,4872,7,55,1581
AZ,4879,16,414,15731
AZ,4881,161,4454,219426
AZ,4882,16,194,8486
AZ,4883,10,0,0
AZ,4884,215,2653,93390
AZ,4885,319,3677,194584
AZ,4889,27,114,3796
AZ,4921,207,9413,434076
AZ,4922,99,799,26889
AZ,4931,290,15222,689881
AZ,5111,285,4955,249660
AZ,5112,247,8387,910164
AZ,5121,270,5312,96860
AZ,5122,35,72,2890
AZ,5151,133,3545,227114
AZ,5152,4,0,0
AZ,5173,817,18234,1101695
AZ,5174,7,0,0
AZ,5179,197,3148,141386
AZ,5182,350,9683,787880
AZ,5191,175,1169,92291
AZ,5221,1707,41360,2704597
AZ,5222,1105,23135,1687826
AZ,5223,702,21273,1567138
AZ,5231,543,6309,739691
AZ,5239,1537,9233,846985
AZ,5241,1048,43544,3100143
AZ,5242,3067,20218,1344231
AZ,5259,14,40,4047
AZ,5311,2387,14465,650587
AZ,5312,4372,8405,537077
AZ,5313,2052,16314,837933
AZ,5321,325,2936,112466
AZ,5322,316,2991,91366
AZ,5323,57,415,18006
AZ,5324,326,3280,194931
AZ,5331,66,1115,93000
AZ,5411,3328,16960,1413918
AZ,5412,2999,21944,1010954
AZ,5413,2392,27024,1995007
AZ,5414,598,1702,82416
AZ,5415,2442,28501,2451614
AZ,5416,3913,22212,1498590
AZ,5417,307,11450,1617233
AZ,5418,718,5274,232508
AZ,5419,1488,14768,607094
AZ,5511,1002,59741,4403515
AZ,5611,863,10296,567766
AZ,5612,129,6487,333903
AZ,5613,1036,140602,4698714
AZ,5614,826,31479,900430
AZ,5615,449,6284,320246
AZ,5616,519,16306,532665
AZ,5617,4075,45984,1227673
AZ,5619,374,3716,198775
AZ,5621,201,4694,275401
AZ,5622,56,976,55321
AZ,5629,183,1745,79915
AZ,6111,578,24057,843248
AZ,6112,13,646,26538
AZ,6113,110,19963,859515
AZ,6114,198,1221,83932
AZ,6115,227,4844,236284
AZ,6116,884,7751,152779
AZ,6117,176,1896,100876
AZ,6211,5205,48535,4136059
AZ,6212,2771,18488,878646
AZ,6213,3672,17527,696170
AZ,6214,1078,27031,1325284
AZ,6215,559,8799,534914
AZ,6216,522,16083,574553
AZ,6219,317,9267,505708
AZ,6221,80,95013,6383527
AZ,6222,9,2786,128088
AZ,6223,23,4072,233027
AZ,6231,213,17740,584526
AZ,6232,960,17345,442158
AZ,6233,836,21156,550402
AZ,6239,141,1847,53976
AZ,6241,1246,43624,960443
AZ,6242,225,4947,163672
AZ,6243,125,4236,95313
AZ,6244,880,12995,259158
AZ,7111,103,2080,36767
AZ,7112,65,2742,623167
AZ,7113,150,2715,55837
AZ,7114,36,108,5642
AZ,7115,269,546,33093
AZ,7121,107,2790,80926
AZ,7131,52,1741,24175
AZ,7132,72,4497,144371
AZ,7139,1240,31346,613918
AZ,7211,1156,54059,1544291
AZ,7212,216,2013,43695
AZ,7213,17,181,4681
AZ,7223,700,16307,309910
AZ,7224,607,6517,109977
AZ,7225,10346,220090,3805448
AZ,8111,3011,18903,686708
AZ,8112,258,1358,64396
AZ,8113,317,2983,159603
AZ,8114,428,1477,46293
AZ,8121,2259,13298,293757
AZ,8122,185,1472,48713
AZ,8123,428,5309,153749
AZ,8129,859,6957,299493
AZ,8131,2207,21953,506989
AZ,8132,301,2798,162920
AZ,8133,299,3310,136395
AZ,8134,363,2994,79335
AZ,8139,699,7185,267402
AR,1131,16,342,22030
AR,1132,9,121,4109
AR,1133,331,2033,83416
AR,1141,3,0,0
AR,1142,7,51,1152
AR,1151,189,984,55728
AR,1152,46,471,15186
AR,1153,60,1025,30194
AR,2111,96,1203,102436
AR,2123,84,1523,80349
AR,2131,142,1447,87452
AR,2211,181,5858,572201
AR,2212,44,943,75040
AR,2213,105,520,22146
AR,2361,1031,2904,113471
AR,2362,393,5596,301904
AR,2371,235,3367,171838
AR,2372,44,103,3352
AR,2373,117,2525,143163
AR,2379,30,195,8318
AR,2381,644,6924,315395
AR,2382,1709,16537,791730
AR,2383,627,3801,147304
AR,2389,609,4870,205003
AR,3111,37,1496,73134
AR,3112,35,2466,114974
AR,3113,9,65,1113
AR,3114,17,3850,176006
AR,3115,7,0,0
AR,3116,67,31918,979039
AR,3118,61,3851,160019
AR,3119,23,2352,208604
AR,3121,42,864,39768
AR,3141,8,28,698
AR,3149,35,1342,63689
AR,3152,9,134,2797
AR,3159,4,95,2220
AR,3162,4,652,15531
AR,3169,8,0,0
AR,3211,118,4163,197222
AR,3212,35,2004,100248
AR,3219,127,3220,108961
AR,3221,7,4599,342760
AR,3222,46,4339,230791
AR,3231,202,2958,139624
AR,3241,34,1524,97412
AR,3251,25,1971,137251
AR,3252,8,269,16495
AR,3253,14,434,19205
AR,3254,13,230,11269
AR,3255,9,191,9286
AR,3256,14,1390,113291
AR,3259,23,829,40373
AR,3261,83,6549,287667
AR,3262,24,3976,215781
AR,3271,12,0,0
AR,3272,8,254,17244
AR,3273,155,1654,71185
AR,3274,3,298,10885
AR,3279,30,389,17049
AR,3311,9,3370,297093
AR,3312,11,1186,80647
AR,3313,10,749,39463
AR,3314,8,351,12336
AR,3315,15,1028,43095
AR,3321,20,752,38535
AR,3322,8,335,16517
AR,3323,133,4055,213666
AR,3324,11,474,30392
AR,3325,7,386,12441
AR,3326,8,311,15450
AR,3327,188,2102,86000
AR,3328,33,560,22127
AR,3329,55,4122,210690
AR,3331,33,3043,120933
AR,3332,26,1165,47861
AR,3333,14,698,41403
AR,3334,25,4083,181111
AR,3335,44,998,43031
AR,3336,8,836,34040
AR,3339,43,2854,166622
AR,3344,17,982,31595
AR,3345,11,1493,75495
AR,3351,10,279,11563
AR,3353,27,3536,157441
AR,3359,14,2550,129006
AR,3361,3,0,0
AR,3362,21,1814,41575
AR,3363,39,5643,232396
AR,3364,22,4354,281140
AR,3365,4,0,0
AR,3366,21,2155,74893
AR,3369,5,160,9109
AR,3371,102,2393,84236
AR,3372,18,420,16520
AR,3379,4,78,2027
AR,3391,63,1411,55391
AR,3399,108,1873,67414
AR,4231,220,4383,206560
AR,4232,78,917,52295
AR,4233,151,2416,123432
AR,4234,231,2314,134625
AR,4235,100,1207,63669
AR,4236,218,2977,196309
AR,4237,187,2292,129432
AR,4238,603,6965,359095
AR,4239,211,2383,120886
AR,4241,73,878,63785
AR,4242,74,1206,92633
AR,4243,41,900,46211
AR,4244,250,6108,394028
AR,4245,70,814,35927
AR,4246,111,1040,82041
AR,4247,93,1133,55113
AR,4248,38,1753,85658
AR,4249,292,3682,159972
AR,4251,336,6916,169312
AR,4411,623,12625,611970
AR,4412,179,1690,69403
AR,4413,756,5684,152813
AR,4421,282,1926,64719
AR,4422,251,1840,45746
AR,4431,264,2226,60959
AR,4441,628,10220,283083
AR,4442,280,2444,69667
AR,4451,586,17896,376265
AR,4452,114,709,12847
AR,4453,347,1783,37524
AR,4461,887,8010,289331
AR,4471,1552,12350,224771
AR,4481,852,9153,124267
AR,4482,216,1717,23291
AR,4483,139,715,25448
AR,4511,299,3797,77820
AR,4512,96,794,15467
AR,4522,36,3133,62629
AR,4523,844,30925,752514
AR,4531,166,707,11335
AR,4532,220,1313,20944
AR,4533,231,1639,26941
AR,4539,512,2543,55928
AR,4541,192,1971,70885
AR,4542,58,570,18314
AR,4543,309,1835,70864
AR,4811,11,434,17035
AR,4812,20,81,4337
AR,4841,849,23199,1143468
AR,4842,673,8157,359101
AR,4851,4,138,3174
AR,4852,9,154,3370
AR,4853,18,341,4305
AR,4854,10,428,7811
AR,4855,7,176,5163
AR,4859,37,446,9353
AR,4862,44,360,36378
AR,4869,14,70,6783
AR,4881,86,988,44689
AR,4882,21,477,26636
AR,4883,13,273,17566
AR,4884,135,695,24517
AR,4885,185,3303,161815
AR,4889,12,147,3487
AR,4921,103,3449,150776
AR,4922,27,133,5984
AR,4931,186,8323,335792
AR,5111,146,6686,160620
AR,5112,39,1793,135966
AR,5121,92,956,17917
AR,5122,13,36,1815
AR,5151,114,1699,75898
AR,5173,526,7381,491557
AR,5174,4,8,509
AR,5179,63,418,29127
AR,5182,109,4873,504639
AR,5191,44,206,7251
AR,5221,1540,18565,982910
AR,5222,353,1755,104857
AR,5223,62,1762,141617
AR,5231,139,1696,254629
AR,5239,510,1325,130417
AR,5241,215,6265,421355
AR,5242,1627,6318,323600
AR,5259,3,23,3624
AR,5311,1126,4216,116394
AR,5312,786,1738,74386
AR,5313,570,2781,103887
AR,5321,116,896,31642
AR,5322,311,1812,58596
AR,5323,33,338,19315
AR,5324,126,925,67554
AR,5331,13,59,5933
AR,5411,1578,6201,342902
AR,5412,1139,7398,286679
AR,5413,738,7088,477053
AR,5414,143,324,14238
AR,5415,490,5106,371554
AR,5416,1027,5250,300193
AR,5417,74,688,39062
AR,5418,209,2007,123041
AR,5419,526,3542,126981
AR,5511,1160,40066,3868175
AR,5611,258,3629,174302
AR,5612,30,958,26987
AR,5613,336,30815,689742
AR,5614,198,4492,101458
AR,5615,71,601,15838
AR,5616,173,3853,103875
AR,5617,1388,13388,336269
AR,5619,121,1571,60050
AR,5621,128,1660,73524
AR,5622,28,621,40007
AR,5629,86,730,29063
AR,6111,160,6118,174916
AR,6112,5,675,11236
AR,6113,32,6637,142714
AR,6114,37,192,9017
AR,6115,81,614,17033
AR,6116,270,1578,23524
AR,6117,41,120,4921
AR,6211,1949,19663,1718064
AR,6212,962,6753,321997
AR,6213,1658,8225,359565
AR,6214,496,8744,403075
AR,6215,93,1446,120795
AR,6216,244,7703,227663
AR,6219,145,3048,122121
AR,6221,73,52602,3074980
AR,6222,10,2882,121891
