State,Naics,Establishments,Employees,Payroll
AL,113110,29,147,9801
AL,113310,485,3419,180474
AL,114112,9,14,536
AL,115114,3,35,920
AL,115210,18,83,2261
AL,115310,69,366,25897
AL,211120,10,61,8596
AL,212112,3,625,100210
AL,212312,39,1057,77553
AL,212321,13,107,5491
AL,213112,17,408,27854
AL,221112,18,3718,485825
AL,221122,68,3700,423452
AL,221210,7,679,57557
AL,221310,35,176,8431
AL,221320,6,34,3082
AL,236115,500,2460,130253
AL,236116,27,709,87614
AL,236117,187,1487,137232
AL,236118,990,3535,171695
AL,236210,52,2896,188696
AL,236220,589,10844,875489
AL,237110,106,1341,78755
AL,237120,11,3935,151213
AL,237130,96,3769,265740
AL,237210,67,221,20703
AL,237310,102,4173,250378
AL,237990,69,1100,56141
AL,238110,184,1981,114023
AL,238120,40,1243,89380
AL,238130,62,204,8635
AL,238140,102,1373,88464
AL,238150,53,536,31272
AL,238160,264,1788,109807
AL,238170,57,252,14011
AL,238190,34,415,20994
AL,238210,950,11720,662268
AL,238220,1569,16462,967280
AL,238290,89,3233,200627
AL,238310,196,2246,108185
AL,238320,253,1566,81392
AL,238330,116,577,44028
AL,238340,51,333,18535
AL,238350,210,1060,48413
AL,238390,59,603,34758
AL,238910,555,8028,530561
AL,238990,338,3382,198424
AL,311119,7,254,13021
AL,311352,4,23,290
AL,311615,16,11337,453321
AL,311710,13,283,11735
AL,311811,70,639,9976
AL,311812,3,253,14538
AL,312120,18,433,10781
AL,314120,6,43,1508
AL,314999,6,9,379
AL,315110,16,1053,27550
AL,316998,3,17,496
AL,321113,44,2979,189321
AL,321114,3,118,7905
AL,321214,3,58,2524
AL,321911,3,79,4309
AL,321912,9,218,12933
AL,321918,3,65,2662
AL,321920,33,488,22272
AL,321991,13,3207,145588
AL,321999,6,53,1426
AL,322211,3,220,14109
AL,322230,3,12,640
AL,323111,168,2217,109649
AL,323113,88,474,14178
AL,324121,6,57,3829
AL,324122,6,356,31172
AL,325120,10,186,13896
AL,325180,4,556,49209
AL,325199,8,896,134955
AL,325211,13,1577,135372
AL,325314,3,170,12991
AL,325412,3,93,6280
AL,325510,6,255,20264
AL,325998,4,87,3678
AL,326122,4,204,11529
AL,326199,43,6353,370111
AL,326212,3,29,1618
AL,326220,3,221,8722
AL,326299,3,89,3352
AL,327120,8,452,32650
AL,327215,6,836,58177
AL,327320,82,1210,86030
AL,327390,10,251,13867
AL,327410,6,403,34832
AL,327991,24,240,12385
AL,327992,3,26,2058
AL,331110,3,676,77269
AL,331511,8,3107,369263
AL,332114,4,278,16938
AL,332119,6,701,34575
AL,332311,6,296,21344
AL,332312,83,2676,182705
AL,332313,27,678,35395
AL,332321,3,142,7559
AL,332322,55,1678,76767
AL,332323,30,838,45326
AL,332420,7,1065,76056
AL,332710,236,3336,191290
AL,332721,29,599,33053
AL,332812,14,434,31476
AL,332813,9,142,6624
AL,332996,10,288,17896
AL,332999,22,341,19595
AL,333241,3,120,6838
AL,333243,3,62,4092
AL,333415,3,142,21928
AL,333514,12,420,22495
AL,333922,3,40,2031
AL,333999,4,85,5226
AL,334220,3,90,10511
AL,334418,8,1192,71033
AL,334511,3,1411,102049
AL,335313,4,295,17148
AL,335314,5,398,35823
AL,335991,4,25,1339
AL,336211,5,707,49564
AL,336212,3,354,23286
AL,336350,3,313,16801
AL,336370,12,3736,224052
AL,336390,21,4218,212980
AL,336411,6,2602,270357
AL,336413,8,1790,129260
AL,336611,19,3758,262203
AL,336612,8,271,17319
AL,336992,3,632,40449
AL,337110,131,4048,159396
AL,337212,6,60,3280
AL,337215,9,790,50791
AL,339113,3,14,580
AL,339116,51,848,36996
AL,339920,8,78,3570
AL,339950,66,949,44022
AL,339999,10,513,32775
AL,423110,96,2292,159941
AL,423120,169,2085,118067
AL,423130,48,662,38092
AL,423140,12,117,4736
AL,423210,32,455,27274
AL,423220,41,300,22827
AL,423310,128,2107,180852
AL,423320,45,374,25211
AL,423330,57,509,38070
AL,423390,34,470,34624
AL,423420,89,1320,93625
AL,423430,20,167,15029
AL,423440,20,236,14185
AL,423450,64,1416,125199
AL,423490,11,194,17377
AL,423510,144,3296,321450
AL,423520,4,17,3445
AL,423610,167,1990,172966
AL,423620,12,76,8318
AL,423690,65,759,88331
AL,423710,51,656,49160
AL,423720,72,1547,132831
AL,423730,100,1666,131383
AL,423740,8,67,5089
AL,423810,68,2083,180569
AL,423820,80,983,53597
AL,423830,386,4240,358034
AL,423840,167,1765,140699
AL,423850,36,621,33528
AL,423860,10,391,28264
AL,423910,39,854,54261
AL,423930,141,2182,121277
AL,423940,10,16,571
AL,423990,53,809,48997
AL,424110,3,31,2183
AL,424120,29,256,9334
AL,424130,21,429,40665
AL,424210,43,2188,180420
AL,424310,6,64,5011
AL,424320,11,521,20855
AL,424410,10,1376,82350
AL,424420,19,973,48160
AL,424430,6,155,7531
AL,424450,10,145,7984
AL,424460,11,261,8549
AL,424470,4,32,1578
AL,424480,15,379,21346
AL,424490,121,4661,317661
AL,424520,4,23,1316
AL,424590,3,12,1131
AL,424610,22,172,13893
AL,424690,91,708,53194
AL,424710,33,809,52343
AL,424720,11,64,4593
AL,424810,8,922,52140
AL,424820,10,789,56231
AL,424910,102,1014,69107
AL,424920,6,149,4049
AL,424930,25,555,21080
AL,424940,3,80,2773
AL,424950,17,74,4955
AL,424990,50,231,11809
AL,425120,522,3044,231878
AL,441110,330,15395,1190748
AL,441120,525,3826,170387
AL,441210,35,881,56431
AL,441222,55,571,39795
AL,441228,76,936,55205
AL,441310,802,7540,225417
AL,441320,395,3038,133714
AL,442110,452,3167,137583
AL,442210,130,1011,53681
AL,442291,10,46,2332
AL,442299,166,1727,35421
AL,443141,63,991,55374
AL,443142,153,1477,49340
AL,444110,76,9359,262461
AL,444120,99,433,21043
AL,444130,205,1435,54996
AL,444190,405,5202,309290
AL,444210,67,592,27801
AL,444220,189,1702,46381
AL,445110,756,33274,839421
AL,445120,424,1534,32126
AL,445210,34,412,7212
AL,445220,29,148,3745
AL,445230,19,91,2033
AL,445291,3,23,483
AL,445292,10,44,765
AL,445299,42,304,4633
AL,445310,394,1461,42271
AL,446110,873,12274,531067
AL,446120,281,2670,52458
AL,446130,114,742,19299
AL,446191,121,566,13176
AL,446199,156,919,43907
AL,447110,2869,14994,360281
AL,447190,106,1783,52937
AL,448110,91,746,23992
AL,448120,518,3444,60946
AL,448130,42,288,6298
AL,448140,349,6828,127602
AL,448150,60,396,7909
AL,448190,150,1352,29235
AL,448210,293,2956,52952
AL,448310,196,1130,52073
AL,451110,245,3734,111314
AL,451120,83,1287,31123
AL,451130,26,191,3385
AL,451140,35,285,8763
AL,451211,76,548,11066
AL,452210,43,3126,66957
AL,452311,105,24665,734073
AL,452319,1465,11897,232744
AL,453110,142,730,16959
AL,453210,55,455,11443
AL,453220,209,1293,26590
AL,453310,306,3976,83339
AL,453910,83,1097,29098
AL,453920,8,36,974
AL,453930,56,299,33374
AL,453991,148,390,10398
AL,453998,320,1367,40473
AL,454110,392,2170,100189
AL,454210,27,434,15033
AL,454310,80,540,23371
AL,454390,223,1118,45484
AL,481111,11,270,13671
AL,481211,7,54,5775
AL,484110,305,2253,97403
AL,484121,802,13344,726522
AL,484122,124,4172,302047
AL,484210,99,1271,41659
AL,484220,561,4055,216978
AL,484230,228,2559,164237
AL,485320,3,20,671
AL,485510,7,104,2499
AL,485991,10,95,3665
AL,485999,6,31,724
AL,486210,9,206,29083
AL,486910,4,18,1727
AL,487210,27,55,2635
AL,488119,14,247,6659
AL,488190,51,2344,183804
AL,488210,34,536,26760
AL,488310,3,40,2637
AL,488320,14,1083,71770
AL,488330,12,99,9459
AL,488390,15,221,15464
AL,488410,138,963,48424
AL,488490,42,493,17196
AL,488510,201,2176,185333
AL,492110,158,8877,315855
AL,492210,23,513,23466
AL,493110,195,15076,661552
AL,493120,7,235,11248
AL,493190,22,448,30744
AL,511110,38,491,19130
AL,511120,43,710,69814
AL,511130,20,147,7459
AL,511210,106,3889,470621
AL,512110,46,192,13658
AL,512131,19,539,7846
AL,512240,6,19,783
AL,515112,65,757,38363
AL,515120,23,987,63462
AL,517311,498,7789,556087
AL,517312,394,4515,253324
AL,517911,46,268,8953
AL,517919,6,44,5110
AL,518210,91,3184,280501
AL,519120,3,41,1010
AL,519130,51,239,21824
AL,519190,3,229,15270
AL,522110,1596,27536,2227942
AL,522120,8,154,11490
AL,522130,410,5892,359140
AL,522210,3,45,5258
AL,522220,25,240,34891
AL,522291,767,2237,92934
AL,522292,209,2171,216400
AL,522298,322,1132,52104
AL,522310,51,245,26728
AL,522320,17,77,7207
AL,522390,305,600,17021
AL,523110,9,18,2004
AL,523120,166,1242,294431
AL,523910,46,80,10193
AL,523920,312,1421,204123
AL,523930,171,434,41123
AL,523991,8,20,2612
AL,523999,11,19,2604
AL,524113,58,2167,233073
AL,524114,52,4078,442003
AL,524126,402,4714,398896
AL,524127,10,17,1294
AL,524210,1663,7680,594010
AL,524291,52,3146,389050
AL,524292,69,2570,225053
AL,524298,18,84,5232
AL,525990,5,133,36940
AL,531110,862,3378,159558
AL,531120,326,1451,178300
AL,531130,310,729,24233
AL,531190,82,222,8407
AL,531210,1574,5592,331206
AL,531311,447,4493,221878
AL,531312,116,979,75918
AL,531320,154,404,24200
AL,531390,155,304,24750
AL,532111,98,781,29448
AL,532112,3,45,2362
AL,532120,94,871,43248
AL,532210,82,387,15861
AL,532281,8,15,567
AL,532283,27,336,16160
AL,532284,17,161,6789
AL,532289,37,290,11177
AL,532310,9,69,3103
AL,532412,74,1055,94497
AL,532490,86,1635,127569
AL,533110,19,170,7706
AL,541110,2233,11967,1144036
AL,541191,100,647,42399
AL,541199,16,41,1542
AL,541211,734,5896,418063
