State,Naics,Establishments,Employees,Payroll
AL,11,765,5437,286278
AL,21,152,4432,403623
AL,22,242,12887,1484624
AL,23,8710,99775,6155260
AL,42,4869,74237,5177606
AL,51,1780,28135,2075493
AL,52,7208,70357,6108746
AL,53,5024,25477,1507466
AL,54,9555,109762,9652068
AL,55,520,21346,2512531
AL,56,4988,108801,4245574
AL,61,936,22789,783998
AL,62,11207,264918,14570739
AL,71,1325,19351,455960
AL,72,9909,181509,3706399
AL,81,11272,78697,2720883
AL,99,63,104,3335
AK,11,497,649,72855
AK,21,149,8203,1150383
AK,22,98,1966,222673
AK,23,2596,16284,1508213
AK,42,668,7880,551689
AK,51,401,6970,567139
AK,52,744,6962,605497
AK,53,1133,4714,272981
AK,54,1920,19400,1667677
AK,55,152,4593,697382
AK,56,1243,17379,1061751
AK,61,283,2741,93427
AK,62,2834,48436,3432333
AK,71,624,4060,135011
AK,72,2268,27166,942516
AK,81,1901,9921,447732
AK,99,16,10,651
AZ,11,210,1882,94686
AZ,21,221,10638,966858
AZ,22,307,12733,1443018
AZ,23,14915,196957,13412952
AZ,42,6530,97188,7872625
AZ,51,2600,51896,4466306
AZ,52,9941,171050,14531140
AZ,53,12681,59870,3981383
AZ,54,20155,181758,15440970
AZ,55,926,66919,6265591
AZ,56,9317,183419,8565411
AZ,61,2408,73210,3140558
AZ,62,21521,410684,24288083
AZ,71,2545,56061,2403399
AZ,72,14563,319617,8338630
AZ,81,13202,97512,4048619
AZ,99,171,165,7215
AR,11,623,4679,227603
AR,21,222,2505,198146
AR,22,304,7888,775797
AR,23,6103,53490,3108354
AR,42,3183,46940,3077158
AR,51,1105,17703,1360446
AR,52,4448,39647,3152112
AR,53,3510,13467,672606
AR,54,6082,37749,2535071
AR,55,901,34595,4996562
AR,56,3007,48508,1842519
AR,61,639,15423,475372
AR,62,8738,189434,10661047
AR,71,820,10753,286357
AR,72,6456,109450,2226549
AR,81,6879,40187,1335608
AR,99,32,65,1520
CA,11,2106,33351,1661532
CA,21,623,14298,1628167
CA,22,1429,65533,10080960
CA,23,85159,872915,69009675
CA,42,55950,792916,82040954
CA,51,27699,769312,169810011
CA,52,50757,626271,93628984
CA,53,65419,325067,26208995
CA,54,142273,1369495,183874431
CA,55,4739,367070,69143335
CA,56,48097,920073,53247862
CA,61,16782,434828,23422761
CA,62,126973,2210839,160508593
CA,71,33867,333546,23603661
CA,72,94670,1699739,51292159
CA,81,82322,593479,26571303
CA,99,1061,1560,71278
CO,11,325,1632,76623
CO,21,901,16626,2358680
CO,22,402,9425,1191848
CO,23,20442,177336,13237562
CO,42,6824,102365,9896422
CO,51,3697,88558,11248252
CO,52,10646,117583,12331040
CO,53,14539,54406,3786934
CO,54,27896,226088,24233256
CO,55,981,57956,7647648
CO,56,9636,161539,8022018
CO,61,2909,56691,2429602
CO,62,18704,329971,20596291
CO,71,3524,57538,2696485
CO,72,15104,291541,8409382
CO,81,15893,111592,5005189
CO,99,119,179,9071
CT,11,72,321,13646
CT,21,62,517,47634
CT,22,166,7543,1026230
CT,23,8095,59973,4814271
CT,42,3632,64447,6388279
CT,51,1657,34897,4139633
CT,52,5594,102878,18309154
CT,53,3264,20120,1442338
CT,54,8969,107123,12380800
CT,55,692,32022,4615842
CT,56,5399,78123,4442912
CT,61,1478,78793,4639697
CT,62,11854,288370,17381800
CT,71,1856,25764,1087434
CT,72,8963,133908,3763118
CT,81,9360,56778,2330967
CT,99,61,73,5698
DE,11,37,136,8978
DE,21,21,271,28263
DE,22,87,2655,367012
DE,23,2483,23350,1591570
DE,42,1200,19792,2341684
DE,51,876,7531,866345
