State,Naics,Establishments,Employees,Payroll
AL,113110,53,288,12978
AL,113210,8,49,3255
AL,113310,509,3774,156439
AL,114111,3,10,146
AL,114112,12,17,701
AL,114210,8,94,3797
AL,115111,13,97,5639
AL,115112,17,23,918
AL,115114,10,638,24446
AL,115210,45,295,6695
AL,115310,107,815,35621
AL,211120,16,138,15061
AL,211130,5,177,20660
AL,212111,15,564,36290
AL,212112,9,999,102576
AL,212312,45,796,50560
AL,212313,4,74,3872
AL,212319,6,363,20237
AL,212321,31,381,17456
AL,212322,3,30,1586
AL,213111,9,114,5375
AL,213112,47,881,50882
AL,213113,4,51,5023
AL,213115,5,89,5494
AL,221111,12,0,0
AL,221112,28,2075,208721
AL,221117,5,116,7923
AL,221121,8,0,0
AL,221122,184,8713,863322
AL,221210,29,1199,89775
AL,221310,58,394,15612
AL,221320,15,330,13605
AL,236115,434,1367,52887
AL,236116,42,818,64259
AL,236117,222,1496,95898
AL,236118,672,2409,92677
AL,236210,72,2563,147491
AL,236220,588,10080,731061
AL,237110,129,1490,69064
AL,237120,35,4304,181305
AL,237130,89,1995,108614
AL,237210,88,410,19971
AL,237310,171,4587,226925
AL,237990,86,815,41920
AL,238110,198,1879,80619
AL,238120,51,1567,82911
AL,238130,83,259,7995
AL,238140,150,1542,77662
AL,238150,63,758,36421
AL,238160,190,1459,59431
AL,238170,77,320,13419
AL,238190,55,832,42982
AL,238210,847,10069,498442
AL,238220,1389,14564,674620
AL,238290,102,2494,158886
AL,238310,194,2427,104050
AL,238320,266,1367,54002
AL,238330,114,529,24802
AL,238340,68,380,16173
AL,238350,220,1049,41272
AL,238390,61,394,15207
AL,238910,486,6564,306239
AL,238990,293,2185,92617
AL,311111,4,0,0
AL,311119,31,546,25775
AL,311211,6,235,14591
AL,311224,4,525,26092
AL,311352,10,177,3190
AL,311421,6,24,945
AL,311520,4,0,0
AL,311611,24,273,7501
AL,311612,13,516,16578
AL,311613,6,172,10848
AL,311615,34,23157,652002
AL,311710,20,892,25272
AL,311811,64,377,6312
AL,311812,14,0,0
AL,311821,3,0,0
AL,311911,3,387,14947
AL,311920,4,0,0
AL,311941,7,403,16085
AL,311942,5,280,13389
AL,311991,3,0,0
AL,311999,7,110,7406
AL,312111,5,919,73065
AL,312113,8,104,4044
AL,312120,26,307,7187
AL,312130,5,9,231
AL,312140,3,0,0
AL,313110,4,598,21076
AL,313210,5,409,21864
AL,313310,6,95,2576
AL,314110,6,2748,77540
AL,314120,18,658,14943
AL,314910,19,316,11320
AL,314994,7,370,13488
AL,314999,33,966,23214
AL,315110,16,1112,28826
AL,315210,7,0,0
AL,315220,8,519,12534
AL,315240,4,0,0
AL,315280,5,38,931
AL,316998,11,70,2021
AL,321113,82,4334,207270
AL,321114,18,810,35891
AL,321211,8,437,12477
AL,321212,6,633,33252
AL,321213,8,659,31223
AL,321214,20,443,16358
AL,321219,10,606,38738
AL,321911,22,869,29445
AL,321912,32,937,27877
AL,321918,22,714,22770
AL,321920,57,1262,42968
AL,321991,14,1705,69973
AL,321992,13,1184,38485
AL,321999,27,728,21014
AL,322121,6,3344,274113
AL,322130,9,3242,317102
AL,322211,18,1557,80750
AL,322212,7,998,52317
AL,322219,4,114,5908
AL,322220,6,315,14768
AL,322299,4,0,0
AL,323111,219,2445,96292
AL,323113,106,666,19073
AL,323117,3,4,152
AL,323120,5,30,2102
AL,324110,3,0,0
AL,324121,13,294,12099
AL,324122,10,580,42563
AL,324199,3,579,38216
AL,325120,16,407,32292
AL,325180,22,1253,113718
AL,325199,16,1668,172421
AL,325211,21,2282,151496
AL,325220,10,2662,123588
AL,325311,5,170,8243
AL,325312,3,86,6462
AL,325314,11,344,19856
AL,325411,3,179,12642
AL,325412,9,1006,48163
AL,325414,3,119,11422
AL,325510,21,679,39484
AL,325520,5,268,27266
AL,325611,5,0,0
AL,325612,4,34,1035
AL,325620,6,0,0
AL,325910,3,0,0
AL,325991,4,357,17162
AL,325998,17,302,14869
AL,326111,5,618,30219
AL,326112,4,0,0
AL,326113,5,792,40815
AL,326121,4,0,0
AL,326122,9,1275,50999
AL,326140,5,803,30915
AL,326150,8,215,9152
AL,326160,5,414,16910
AL,326191,9,664,31604
AL,326199,81,7995,385751
AL,326211,4,0,0
AL,326212,10,134,4616
AL,326220,10,803,26027
AL,326291,5,124,4789
AL,326299,17,652,24416
AL,327110,6,12,291
AL,327120,19,1093,57292
AL,327215,11,1087,54690
AL,327310,6,813,59364
AL,327320,120,1443,59295
AL,327331,10,58,2875
AL,327332,8,99,3001
AL,327390,36,819,28607
AL,327410,7,418,31781
AL,327910,4,0,0
AL,327991,43,543,24312
AL,327992,5,59,3394
AL,327993,5,227,22876
AL,327999,6,123,5622
AL,331110,19,5723,493494
AL,331210,11,1163,71714
AL,331221,5,149,7389
AL,331222,3,0,0
AL,331314,7,286,12986
AL,331315,3,0,0
AL,331318,8,602,29029
AL,331410,3,211,14750
AL,331420,6,1236,47300
AL,331491,3,186,8398
AL,331492,6,985,43350
AL,331511,20,4233,283838
AL,331513,5,103,4085
AL,331523,6,838,41436
AL,331524,5,207,9261
AL,332111,3,0,0
AL,332114,10,579,27730
AL,332119,19,1077,44196
AL,332215,3,0,0
AL,332216,5,132,6375
AL,332311,30,1186,72525
AL,332312,124,3786,189645
AL,332313,43,1157,50242
AL,332321,15,676,25577
AL,332322,70,2055,78969
AL,332323,49,1021,51837
AL,332410,5,156,10382
AL,332420,14,518,29147
AL,332439,5,127,6693
AL,332510,7,783,26941
AL,332613,3,0,0
AL,332618,8,265,11996
AL,332710,293,3504,156337
AL,332721,39,1526,100197
AL,332722,9,607,27510
AL,332811,10,154,9933
AL,332812,26,697,34327
AL,332813,22,289,11094
AL,332911,8,832,49113
AL,332919,4,455,20447
AL,332992,5,28,1092
AL,332994,3,0,0
AL,332996,17,641,25033
AL,332999,40,977,45823
AL,333111,10,318,21872
AL,333120,8,288,13610
AL,333241,4,134,6827
AL,333243,12,331,17774
AL,333249,8,173,10724
AL,333314,3,0,0
AL,333318,16,603,35138
AL,333413,7,246,9055
AL,333414,5,589,18696
AL,333415,10,1020,50374
AL,333511,15,275,12153
AL,333514,20,585,25659
AL,333515,6,25,1418
AL,333517,3,56,2083
AL,333519,4,0,0
AL,333612,3,28,2536
AL,333613,3,238,12008
AL,333618,7,561,23499
AL,333912,3,0,0
AL,333914,6,176,8329
AL,333922,18,1177,69356
AL,333923,5,462,34115
AL,333924,7,0,0
AL,333993,7,134,9054
AL,333994,5,125,8261
AL,333995,10,304,15266
AL,333996,3,0,0
AL,333999,18,308,14893
AL,334118,3,300,20588
AL,334210,3,0,0
AL,334220,7,108,5043
AL,334290,3,31,2252
AL,334418,14,1123,44124
AL,334419,12,199,7344
AL,334510,3,0,0
AL,334511,8,1627,132282
AL,334514,3,0,0
AL,334515,4,33,2396
AL,334516,5,48,2479
AL,334519,3,0,0
AL,334614,3,0,0
AL,335121,3,0,0
AL,335122,3,0,0
AL,335129,3,0,0
AL,335311,4,402,20890
AL,335312,5,173,10459
AL,335313,10,354,16257
AL,335314,8,903,72821
AL,335931,4,321,17531
AL,335932,4,0,0
AL,335991,5,298,18435
AL,335999,7,167,6750
AL,336211,16,2456,133305
AL,336212,15,1365,51318
AL,336214,19,197,6604
AL,336310,7,0,0
AL,336320,14,3709,157932
AL,336330,6,0,0
AL,336340,3,571,23163
AL,336350,14,1301,55374
AL,336360,27,5110,197696
AL,336370,20,6774,287315
AL,336390,51,9291,394308
AL,336411,10,1921,150535
AL,336412,8,649,43570
AL,336413,15,2644,149086
AL,336414,3,0,0
AL,336510,7,949,36077
AL,336611,27,5542,333545
AL,336612,8,206,8304
AL,336991,3,38,2125
AL,336992,3,0,0
AL,336999,5,129,4664
AL,337110,158,4579,164039
AL,337121,6,522,18287
AL,337122,19,1032,32846
AL,337124,7,299,16515
AL,337127,9,349,13591
AL,337211,3,46,1637
AL,337212,15,258,12882
AL,337215,17,1725,67792
AL,337910,6,343,19982
AL,339112,7,599,39841
AL,339113,25,978,45413
AL,339114,4,0,0
AL,339116,77,822,30671
AL,339910,5,0,0
AL,339920,29,795,86379
AL,339940,6,40,2239
AL,339950,74,1061,43035
AL,339991,8,982,52342
AL,339994,3,279,9975
AL,339995,3,165,2556
AL,339999,42,978,49764
AL,423110,117,2351,127171
AL,423120,188,2625,110556
AL,423130,63,974,37925
AL,423140,31,325,12822
AL,423210,56,471,27639
AL,423220,53,490,26507
AL,423310,151,2913,123854
AL,423320,63,713,35277
AL,423330,78,608,39195
AL,423390,59,752,43249
AL,423410,8,119,8372
AL,423420,131,1618,82989
AL,423430,63,612,59293
AL,423440,38,375,21255
AL,423450,107,1425,112979
AL,423460,10,102,2380
AL,423490,17,156,9043
AL,423510,184,3903,267540
AL,423520,13,115,13091
AL,423610,216,2108,144460
AL,423620,23,790,51611
AL,423690,112,1209,108321
AL,423710,88,1302,64946
AL,423720,73,1151,74694
AL,423730,134,1340,79794
AL,423740,14,213,13553
AL,423810,94,2508,162236
AL,423820,109,1302,51461
AL,423830,438,4327,271936
AL,423840,182,1759,115190
AL,423850,62,773,34118
AL,423860,29,703,48802
AL,423910,59,853,40294
AL,423920,8,0,0
AL,423930,183,2367,98971
AL,423940,28,73,2663
AL,423990,126,1202,56387
AL,424110,11,92,4314
AL,424120,60,493,23534
AL,424130,44,858,41600
AL,424210,84,3106,309309
AL,424310,16,179,9073
AL,424320,22,411,14887
AL,424330,23,238,6402
AL,424340,4,17,861
AL,424410,21,2011,103548
AL,424420,39,1282,70655
AL,424430,24,352,15968
AL,424440,6,71,4150
AL,424450,35,428,24793
AL,424460,16,280,5629
AL,424470,18,568,15694
AL,424480,21,374,17939
AL,424490,172,5780,268994
AL,424510,19,113,5657
AL,424520,13,116,3488
AL,424590,15,78,4900
AL,424610,30,275,16147
AL,424690,129,1053,67742
AL,424710,83,1267,67701
AL,424720,51,282,17352
AL,424810,29,2028,89446
AL,424820,17,798,47152
AL,424910,95,1125,58578
AL,424920,19,593,17736
AL,424930,53,687,29869
AL,424940,17,1373,60880
AL,424950,22,121,6007
AL,424990,89,932,33287
AL,425110,5,7,887
AL,425120,540,3691,183149
AL,441110,352,15831,813937
AL,441120,566,3051,121323
AL,441210,42,667,28927
AL,441222,76,639,26259
AL,441228,110,1161,42861
AL,441310,803,7226,167934
AL,441320,416,3021,111400
AL,442110,502,3555,113800
AL,442210,169,990,41962
AL,442291,11,27,990
AL,442299,230,2223,36616
AL,443141,200,2360,146931
AL,443142,240,2628,65950
AL,444110,133,11458,265228
AL,444120,124,535,19901
AL,444130,251,1765,45442
AL,444190,450,4855,209074
AL,444210,107,750,27563
AL,444220,266,2098,52676
AL,445110,766,30682,622965
AL,445120,217,550,9627
AL,445210,45,423,6406
AL,445220,37,157,3040
AL,445230,31,214,2982
AL,445291,17,117,2960
AL,445292,18,112,1635
AL,445299,52,431,5163
AL,445310,373,1252,30486
AL,446110,1036,11499,488492
AL,446120,289,2274,38038
AL,446130,126,884,18400
AL,446191,113,430,10173
AL,446199,168,947,36231
AL,447110,3060,15201,272342
AL,447190,171,2347,52502
AL,448110,120,928,23445
AL,448120,652,5452,66896
AL,448130,102,946,11807
AL,448140,405,7864,102274
AL,448150,87,561,8693
AL,448190,156,1387,24653
AL,448210,387,3601,51688
AL,448310,246,1454,42181
AL,448320,7,33,910
AL,451110,261,3912,81680
AL,451120,93,1818,32543
AL,451130,41,383,4012
AL,451140,54,372,10071
AL,451211,118,1185,16514
AL,452210,67,6067,113675
AL,452311,140,0,0
AL,452319,1267,11190,174552
AL,453110,216,866,14914
AL,453210,93,948,18920
AL,453220,261,1759,22182
AL,453310,336,2974,50881
AL,453910,90,1056,20309
AL,453920,20,38,622
AL,453930,77,277,13371
AL,453991,98,297,5962
AL,453998,283,1025,24114
AL,454110,270,2100,81114
AL,454210,69,755,22069
AL,454310,155,1073,37498
AL,454390,248,955,32141
AL,481111,19,313,16648
AL,481211,16,36,2631
