State,Naics,Establishments,Employees,Payroll
AL,1131,23,130,9198
AL,1133,446,3230,179092
AL,1141,9,10,479
AL,1151,6,64,2484
AL,1152,13,53,1335
AL,1153,67,365,25732
AL,2111,15,100,13096
AL,2121,17,2240,270304
AL,2123,82,1618,118251
AL,2131,33,453,40179
AL,2211,128,9599,1266929
AL,2212,7,594,47819
AL,2213,42,328,20412
AL,2361,1789,8921,631964
AL,2362,660,14416,1249641
AL,2371,258,8884,509407
AL,2372,62,172,15686
AL,2373,103,4186,271443
AL,2379,71,1407,73278
AL,2381,1017,9488,623977
AL,2382,2776,33222,2059332
AL,2383,1011,6650,379744
AL,2389,991,12959,835676
AL,3111,11,1068,53073
AL,3113,4,24,330
AL,3116,42,16015,674819
AL,3117,13,318,10539
AL,3118,95,1365,51816
AL,3119,18,1400,102774
AL,3121,44,1457,76251
AL,3132,3,121,5293
AL,3133,3,101,5444
AL,3141,4,36,1526
AL,3149,24,661,27711
AL,3151,16,845,26057
AL,3152,3,167,5955
AL,3169,3,14,448
AL,3211,61,4053,257172
AL,3212,17,1465,102770
AL,3219,165,7043,355959
AL,3222,24,1907,126222
AL,3231,274,2837,131164
AL,3241,16,907,108455
AL,3251,37,3410,419356
AL,3252,17,2738,230612
AL,3253,7,424,32504
AL,3254,14,687,58295
AL,3255,12,635,50295
AL,3259,7,112,5166
AL,3261,67,8299,474157
AL,3262,18,1280,95916
AL,3271,11,639,44103
AL,3272,6,857,58835
AL,3273,173,3553,259550
AL,3274,6,423,34216
AL,3279,39,648,48500
AL,3311,3,677,82092
AL,3312,9,1516,183351
AL,3314,8,914,61946
AL,3315,20,4498,483607
AL,3321,12,1026,62560
AL,3323,316,10161,636248
AL,3324,11,663,48390
AL,3327,288,4873,294073
AL,3328,42,893,63341
AL,3329,69,2103,143544
AL,3331,11,269,19626
AL,3332,6,140,9432
AL,3334,3,99,3922
AL,3335,23,620,31562
AL,3336,4,37,3699
AL,3339,52,2030,158224
AL,3342,6,1132,139693
AL,3344,17,1364,82326
AL,3345,16,2684,205224
AL,3353,15,915,66098
AL,3359,7,313,17599
AL,3362,27,2213,141666
AL,3363,111,27189,1579254
AL,3364,26,7899,767869
AL,3366,33,4353,284493
AL,3369,3,676,37850
AL,3371,189,6228,283679
AL,3372,18,767,39635
AL,3379,3,93,3997
AL,3391,84,2638,137773
AL,3399,137,2435,131854
AL,4231,372,6272,425858
AL,4232,82,841,63549
AL,4233,288,3842,309664
AL,4234,237,4075,332628
AL,4235,151,3174,294919
AL,4236,263,3151,290038
AL,4237,263,4584,397250
AL,4238,865,12326,1013600
AL,4239,347,4510,276198
AL,4241,71,1023,66578
