State,Naics,Establishments,Employees,Payroll
AL,5613,645,85936,2651125
AL,5614,309,11581,269158
AL,5615,85,1099,54389
AL,5616,330,11490,293338
AL,5617,2261,25978,679037
AL,5619,144,2757,80108
AL,5621,151,2465,132379
AL,5622,65,1005,45331
AL,5629,144,2032,90017
AL,6111,212,9763,261444
AL,6112,7,957,27149
AL,6113,51,10223,319532
AL,6114,58,1434,81209
AL,6115,95,879,49474
AL,6116,416,2738,38880
AL,6117,50,278,9415
AL,6211,2884,36047,2961146
AL,6212,1487,11211,532435
AL,6213,1738,9557,380377
AL,6214,596,14346,960090
AL,6215,239,3905,232921
AL,6216,395,12701,522383
AL,6219,188,6310,219394
AL,6221,98,93831,4779106
AL,6222,10,3128,167975
AL,6223,10,1396,57929
AL,6231,222,27201,806971
AL,6232,426,9234,208934
AL,6233,211,8183,186109
AL,6239,90,1768,44083
AL,6241,805,14031,301062
AL,6242,162,1639,52476
AL,6243,61,1941,48711
AL,6244,917,10508,177028
AL,7111,64,696,17005
AL,7112,27,566,15831
AL,7113,64,1554,32312
AL,7114,6,30,2322
AL,7115,79,200,6036
AL,7121,87,1702,40103
AL,7131,53,1302,18756
AL,7132,11,287,7934
AL,7139,815,14289,224506
AL,7211,866,18891,416087
AL,7212,92,548,13718
AL,7213,39,159,3717
AL,7223,448,7864,159984
AL,7224,252,1832,30323
AL,7225,7446,160541,2377818
AL,8111,2071,11353,397686
AL,8112,180,3637,204925
AL,8113,365,3450,197407
AL,8114,228,695,19357
AL,8121,1118,5474,123680
AL,8122,359,2532,80754
AL,8123,364,5001,119428
AL,8129,362,2139,80079
AL,8131,4623,41404,799748
AL,8132,198,988,46054
AL,8133,190,1197,43010
AL,8134,271,1510,33888
AL,8139,631,2861,124924
AK,1133,27,186,15116
AK,1141,428,252,22225
AK,1142,3,1,81
AK,1151,7,59,2467
AK,1152,3,27,241
AK,1153,8,10,952
AK,2111,21,1752,374565
AK,2122,40,2536,317726
AK,2123,21,121,8594
AK,2131,75,4929,495881
AK,2211,82,1555,158853
AK,2212,7,237,28416
AK,2213,19,260,22445
AK,2361,516,1501,82368
AK,2362,258,3131,300208
AK,2371,92,2713,310637
AK,2372,13,51,4115
AK,2373,101,1260,199966
AK,2379,36,249,34189
AK,2381,263,929,79251
AK,2382,498,3585,290576
AK,2383,391,1192,64922
AK,2389,297,1488,128859
AK,3113,8,52,1641
AK,3115,3,26,433
AK,3116,6,50,2501
AK,3117,100,7782,352136
AK,3118,18,193,4822
AK,3119,11,122,2950
AK,3121,47,465,20053
AK,3149,12,86,3323
AK,3152,6,10,271
AK,3161,3,7,63
AK,3211,12,87,2510
AK,3212,8,219,10879
AK,3219,20,136,5630
AK,3231,44,322,15297
AK,3241,24,408,53388
AK,3256,3,17,268
AK,3259,5,13,1261
AK,3261,10,102,5829
AK,3272,5,25,1078
AK,3273,25,151,14120
AK,3323,21,130,8272
AK,3324,3,55,4597
AK,3327,18,170,11778
AK,3328,5,14,1102
AK,3329,8,69,4348
AK,3345,4,30,2282
AK,3353,3,52,4266
AK,3364,8,171,9616
AK,3366,16,270,14765
AK,3371,9,14,357
AK,3372,3,12,741
AK,3391,20,75,4158
AK,3399,18,104,4808
AK,4231,37,403,23306
AK,4232,22,200,11588
AK,4233,35,439,24332
AK,4234,53,415,26618
AK,4235,15,98,5860
AK,4236,52,551,49145
AK,4237,39,412,26536
AK,4238,120,1217,100398
AK,4239,42,252,10744
AK,4241,12,130,7215
AK,4242,16,97,4701
AK,4243,5,33,1009
AK,4244,111,1956,124219
AK,4246,27,170,10631
AK,4247,66,1104,81350
AK,4248,11,592,33280
AK,4249,28,398,15186
AK,4251,45,225,14001
AK,4411,67,2265,127125
AK,4412,84,583,27800
AK,4413,130,1221,50931
AK,4421,42,257,10446
AK,4422,70,382,13316
AK,4431,55,508,17715
AK,4441,180,3729,142383
AK,4442,27,138,3803
AK,4451,248,6743,183835
AK,4452,47,245,6501
AK,4453,94,625,16308
AK,4461,124,1348,58005
AK,4471,182,1579,47500
AK,4481,156,1825,38001
AK,4482,35,246,5357
AK,4483,77,248,15786
AK,4511,143,1594,33974
AK,4512,27,175,3200
AK,4522,4,308,4890
AK,4523,86,6956,225706
AK,4531,27,106,2369
AK,4532,185,707,25310
AK,4533,66,568,13058
AK,4539,177,844,29254
AK,4541,25,70,3094
AK,4542,5,78,2485
AK,4543,102,511,23544
AK,4811,105,5708,351623
AK,4812,108,1136,91603
AK,4831,99,1278,114620
AK,4832,25,28,6382
AK,4841,114,1544,105641
AK,4842,124,1133,61844
AK,4851,5,121,3923
AK,4852,3,271,8035
AK,4853,20,184,5398
AK,4854,24,934,24072
AK,4855,3,3,350
AK,4859,16,89,2421
AK,4861,12,1833,294731
AK,4871,39,404,25257
AK,4872,129,335,38811
AK,4879,28,150,16207
AK,4881,87,1180,43542
AK,4883,62,650,55876
AK,4884,33,132,5333
AK,4885,55,472,24589
AK,4921,49,2056,294378
AK,4922,11,65,2103
AK,4931,29,329,19209
AK,5111,38,403,18678
AK,5112,8,57,4233
AK,5121,34,753,14630
AK,5151,57,609,26152
AK,5173,224,4267,365553
AK,5174,7,58,3002
AK,5179,8,29,2292
AK,5182,19,313,21099
AK,5191,18,53,1988
AK,5221,245,4175,258797
AK,5222,73,487,34588
AK,5223,22,63,2674
AK,5231,36,225,58697
AK,5239,130,463,50617
AK,5241,68,587,50693
AK,5242,219,1133,77853
AK,5259,14,245,17588
AK,5311,341,1725,76280
AK,5312,262,592,26333
AK,5313,166,632,32215
AK,5321,89,767,36031
AK,5322,42,254,8309
AK,5323,12,38,1707
AK,5324,73,551,47206
AK,5411,358,1481,131165
AK,5412,372,1518,71871
AK,5413,425,6920,636421
AK,5414,27,74,2975
AK,5415,205,2065,169344
AK,5416,325,3416,245499
AK,5417,35,447,25161
AK,5418,61,448,18293
AK,5419,151,1183,57171
AK,5511,179,5955,763454
AK,5611,89,588,32023
AK,5612,62,7065,409372
AK,5613,69,2957,137984
AK,5614,71,452,25515
AK,5615,121,819,52325
AK,5616,58,1820,70106
AK,5617,436,5322,187074
AK,5619,67,442,24257
AK,5621,41,496,25913
AK,5622,10,128,8485
AK,5629,121,1228,98192
AK,6111,52,723,17975
AK,6113,15,547,15898
AK,6114,6,14,604
AK,6115,40,375,16348
AK,6116,146,1032,20226
AK,6117,23,192,5533
AK,6211,531,5093,540029
AK,6212,332,2477,146757
AK,6213,523,2717,141988
AK,6214,249,6839,432886
AK,6215,51,415,35024
AK,6216,43,1077,35547
AK,6219,37,603,42712
AK,6221,25,14610,1212808
AK,6231,10,851,45546
AK,6232,166,2536,81342
AK,6233,194,1296,38269
AK,6239,37,686,16235
AK,6241,241,7027,212106
AK,6242,76,935,32839
AK,6243,19,745,27632
AK,6244,172,1949,47592
AK,7111,28,134,5389
AK,7112,13,41,1380
AK,7113,16,976,9926
AK,7115,35,63,2297
AK,7121,47,346,17043
AK,7131,3,278,3634
AK,7132,52,479,11055
AK,7139,391,3121,64577
AK,7211,391,5456,202678
AK,7212,163,270,32673
AK,7213,9,119,9508
AK,7223,157,2387,86745
AK,7224,146,1234,25363
AK,7225,1321,16738,394916
AK,8111,343,1864,84970
AK,8112,20,74,6295
AK,8113,93,403,24730
AK,8114,72,316,15317
AK,8121,244,1218,33136
AK,8122,22,93,4238
AK,8123,45,394,13355
AK,8129,88,461,11132
AK,8131,412,2416,57819
AK,8132,66,363,20247
AK,8133,119,604,31755
AK,8134,147,701,16270
AK,8139,188,806,47445
AZ,1133,16,101,4886
AZ,1141,5,3,397
AZ,1151,105,1556,50108
AZ,1152,87,242,6383
AZ,1153,15,132,4197
AZ,2111,6,13,1555
AZ,2121,3,384,41595
AZ,2122,28,7621,557972
AZ,2123,106,1201,67241
AZ,2131,59,1063,108171
AZ,2211,116,9493,1079998
AZ,2212,30,1268,105712
AZ,2213,164,1703,114845
AZ,2361,2693,14524,896086
AZ,2362,771,13886,1027988
AZ,2371,357,9858,691704
AZ,2372,121,622,45978
AZ,2373,143,7506,492375
AZ,2379,42,899,56259
AZ,2381,1642,28304,1328091
AZ,2382,3606,47500,2648431
AZ,2383,2197,23144,979097
AZ,2389,1152,15067,732004
AZ,3111,23,532,35432
AZ,3112,6,110,5959
AZ,3113,15,164,4356
AZ,3114,14,558,20327
AZ,3115,15,2162,136379
AZ,3116,22,1802,91706
AZ,3118,127,4559,150939
AZ,3119,36,5349,171020
AZ,3121,105,3207,143086
AZ,3132,5,36,1432
AZ,3133,12,69,2010
AZ,3141,22,262,7685
AZ,3149,61,931,30710
AZ,3152,27,191,4760
AZ,3159,6,22,554
AZ,3162,4,23,497
AZ,3169,8,42,1243
AZ,3211,13,254,7654
AZ,3212,26,2119,88062
AZ,3219,158,3933,158846
AZ,3221,3,135,5431
AZ,3222,33,2268,109257
AZ,3231,412,5537,280611
AZ,3241,41,496,34659
AZ,3251,24,916,56234
AZ,3252,13,496,25630
AZ,3253,10,242,15995
AZ,3254,47,4128,328401
AZ,3255,18,288,15341
AZ,3256,37,619,29411
AZ,3259,33,1193,82775
AZ,3261,155,6391,305160
AZ,3262,26,624,30875
AZ,3271,16,175,7339
AZ,3272,24,886,39367
AZ,3273,168,3635,193264
AZ,3274,6,164,13015
AZ,3279,53,740,30913
AZ,3311,4,230,13876
AZ,3312,13,371,19939
AZ,3313,11,992,61757
AZ,3314,17,880,55500
AZ,3315,20,769,34059
AZ,3321,19,854,47732
AZ,3322,18,328,11599
AZ,3323,271,6259,307867
AZ,3324,11,338,23714
AZ,3325,9,105,4560
AZ,3326,17,266,15618
AZ,3327,368,6312,334030
AZ,3328,93,1774,72269
AZ,3329,117,5422,395099
AZ,3331,28,1421,75832
AZ,3332,31,674,42073
AZ,3333,49,708,50269
AZ,3334,29,1107,57969
AZ,3335,77,1761,90042
AZ,3336,7,149,11277
AZ,3339,52,1155,57372
AZ,3341,18,174,14164
AZ,3342,18,3168,261271
AZ,3343,13,209,12850
AZ,3344,97,8708,730815
AZ,3345,104,5946,523301
AZ,3346,5,27,933
AZ,3351,14,224,11617
AZ,3352,10,613,41909
AZ,3353,25,457,35049
AZ,3359,33,1264,74153
AZ,3361,4,15,1631
AZ,3362,29,690,28004
AZ,3363,78,3253,173809
AZ,3364,75,20531,2090073
AZ,3366,7,128,5618
AZ,3369,20,244,11997
AZ,3371,169,3719,132338
AZ,3372,62,1307,58633
AZ,3379,19,1312,45951
AZ,3391,187,7841,678155
AZ,3399,257,3896,194513
AZ,4231,433,6506,340126
AZ,4232,228,2780,162654
AZ,4233,308,4510,248214
AZ,4234,672,10066,881538
AZ,4235,147,1741,109291
AZ,4236,527,12069,1150830
AZ,4237,392,4801,304796
AZ,4238,852,10819,837680
AZ,4239,470,4559,221972
AZ,4241,139,2044,118463
AZ,4242,190,5043,385771
AZ,4243,92,975,40389
AZ,4244,616,14544,735943
AZ,4245,38,359,15740
AZ,4246,223,2225,146692
AZ,4247,82,834,70730
AZ,4248,57,4389,250159
AZ,4249,404,4053,214974
AZ,4251,663,5551,284521
AZ,4411,692,29797,1806388
AZ,4412,285,4392,191511
AZ,4413,1078,11453,367350
AZ,4421,426,5200,206245
AZ,4422,534,5859,140903
AZ,4431,469,6790,229810
AZ,4441,886,23622,646759
AZ,4442,210,2242,65092
AZ,4451,1133,50552,1387679
AZ,4452,361,2647,50917
AZ,4453,206,1323,30288
AZ,4461,1634,19331,714647
AZ,4471,1604,19596,409450
AZ,4481,1618,24998,422100
AZ,4482,423,4117,63632
AZ,4483,387,2347,81598
AZ,4511,716,8898,178957
AZ,4512,131,1362,23762
AZ,4522,78,8055,167919
AZ,4523,766,50695,1425446
AZ,4531,136,676,14230
AZ,4532,476,4083,79250
AZ,4533,451,6793,136120
AZ,4539,1100,7675,214323
AZ,4541,1037,18440,891802
AZ,4542,78,659,22005
AZ,4543,649,2833,115367
AZ,4811,34,15188,1247544
AZ,4812,54,676,55745
AZ,4832,4,24,1095
AZ,4841,988,17771,820281
AZ,4842,682,9154,405603
AZ,4851,10,2071,115549
AZ,4852,10,895,34295
AZ,4853,85,1481,96839
AZ,4854,15,1295,50168
AZ,4855,20,743,25251
AZ,4859,145,3624,88974
AZ,4862,28,223,22637
AZ,4869,4,54,5452
AZ,4871,25,578,19470
AZ,4872,7,57,1475
AZ,4879,17,432,16263
AZ,4881,162,4980,244520
AZ,4882,19,239,12299
AZ,4883,11,939,114366
AZ,4884,220,2515,99497
AZ,4885,344,3718,235278
AZ,4889,28,229,3667
AZ,4921,207,10114,446116
AZ,4922,103,1244,44698
AZ,4931,299,16637,763270
AZ,5111,251,5041,256874
AZ,5112,260,8666,965971
AZ,5121,277,5438,111858
AZ,5122,39,69,3113
AZ,5151,133,3426,223025
AZ,5152,4,60,7027
AZ,5173,1020,20710,1218603
AZ,5174,5,261,52768
AZ,5179,88,2502,146804
AZ,5182,355,11295,908682
AZ,5191,166,1101,79171
AZ,5221,1708,42023,2876799
AZ,5222,1089,25613,1754499
AZ,5223,644,19408,1644840
AZ,5231,508,6697,857278
AZ,5239,1530,10187,997479
AZ,5241,1082,43433,3279897
AZ,5242,3123,27718,1661922
AZ,5259,11,32,3989
AZ,5311,2367,14727,643397
AZ,5312,4760,9553,621542
AZ,5313,2102,19843,1177358
AZ,5321,314,3309,130984
AZ,5322,288,3041,95554
AZ,5323,54,393,17808
AZ,5324,312,3703,213230
AZ,5331,63,1082,99357
AZ,5411,3365,17551,1529109
AZ,5412,3066,21477,1077498
AZ,5413,2384,27366,2152696
AZ,5414,616,1770,91032
AZ,5415,2392,31167,2818798
AZ,5416,4109,24585,1712860
AZ,5417,298,11199,1730150
AZ,5418,733,5265,246604
AZ,5419,1504,16222,696500
AZ,5511,988,61963,5136866
AZ,5611,859,12194,662197
AZ,5612,122,6615,328304
AZ,5613,1072,148077,5191370
AZ,5614,832,33632,971145
AZ,5615,304,10910,1098261
AZ,5616,507,16245,446656
AZ,5617,4175,48590,1338621
AZ,5619,385,3898,204478
AZ,5621,217,5664,278875
AZ,5622,53,991,54374
AZ,5629,192,1876,88775
AZ,6111,583,24981,912582
AZ,6112,17,521,23416
AZ,6113,101,20254,874774
AZ,6114,198,1195,91163
AZ,6115,229,4377,229154
AZ,6116,926,8362,166341
AZ,6117,205,2056,122050
AZ,6211,5211,49431,4417535
AZ,6212,2757,18521,899417
AZ,6213,3767,18589,755864
AZ,6214,1116,28203,1379595
AZ,6215,582,8302,606335
AZ,6216,568,17601,626224
AZ,6219,344,9640,529849
AZ,6221,83,95844,6465439
AZ,6222,14,3424,165975
AZ,6223,16,2941,174418
AZ,6231,231,18729,656412
AZ,6232,974,17547,463532
AZ,6233,839,21776,591284
AZ,6239,141,1987,59043
AZ,6241,1255,44777,1011172
AZ,6242,222,4887,190864
AZ,6243,119,4162,98725
AZ,6244,888,13190,271435
AZ,7111,106,1807,36705
AZ,7112,81,3568,726267
AZ,7113,152,3007,58933
AZ,7114,41,117,5926
AZ,7115,287,680,37973
AZ,7121,109,2945,85805
AZ,7131,57,2142,33305
AZ,7132,73,4698,150783
AZ,7139,1323,32481,659406
AZ,7211,1158,54321,1591173
AZ,7212,215,1967,47585
AZ,7213,15,146,4361
AZ,7223,731,16979,332442
AZ,7224,621,6841,124294
AZ,7225,10548,232045,4199489
AZ,8111,3007,19691,755792
AZ,8112,262,1437,72738
AZ,8113,314,2847,165074
AZ,8114,413,1415,48485
AZ,8121,2273,13850,325840
AZ,8122,183,1410,51393
AZ,8123,424,5260,161878
AZ,8129,879,7440,355260
AZ,8131,2174,22117,530623
AZ,8132,314,2607,155117
AZ,8133,305,3367,133595
AZ,8134,368,3157,83749
AZ,8139,703,7868,297405
AR,1131,15,311,13784
AR,1132,8,115,2579
AR,1133,333,2058,86724
AR,1142,7,11,1236
AR,1151,182,1052,71423
AR,1152,40,470,14133
AR,1153,63,928,31691
AR,2111,96,1209,105319
AR,2123,82,1474,78973
AR,2131,139,1414,88293
AR,2211,172,5941,606530
AR,2212,42,870,66404
AR,2213,107,524,22014
AR,2361,1059,2969,117265
AR,2362,409,5473,298930
AR,2371,240,3817,210111
AR,2372,46,145,4474
AR,2373,116,2727,151666
AR,2379,31,221,9478
AR,2381,655,6989,347581
AR,2382,1710,16896,838816
AR,2383,639,4113,165403
AR,2389,617,5021,232372
AR,3111,39,1677,86524
AR,3112,37,2556,118638
AR,3113,11,58,1134
AR,3114,15,3562,181751
AR,3115,8,468,20150
AR,3116,68,32922,1019432
AR,3118,60,3867,161697
AR,3119,23,2563,108206
AR,3121,47,859,32313
AR,3141,9,25,741
AR,3149,39,1317,60974
AR,3152,9,143,5716
AR,3159,3,103,2274
AR,3162,3,577,15842
AR,3169,8,818,17537
AR,3211,115,4710,214323
AR,3212,33,1873,97122
AR,3219,130,3407,112890
AR,3221,7,4728,394304
AR,3222,44,4738,257592
AR,3231,211,6309,178440
AR,3241,35,1679,111857
AR,3251,26,2240,192575
AR,3252,8,358,21448
AR,3253,15,428,17618
AR,3254,13,274,13189
AR,3255,7,156,9714
AR,3256,12,1312,116005
AR,3259,22,726,36592
AR,3261,81,6795,310318
AR,3262,21,4090,233017
AR,3271,12,301,13453
AR,3272,8,416,28334
AR,3273,154,1621,72650
AR,3274,3,292,16789
AR,3279,29,390,16201
AR,3311,10,3463,348564
AR,3312,11,1293,87127
AR,3313,9,651,38122
AR,3314,6,340,12078
AR,3315,14,972,44783
AR,3321,18,813,41001
AR,3322,9,322,16494
AR,3323,140,4264,232064
AR,3324,9,534,31034
AR,3325,5,221,10724
AR,3326,8,331,16344
AR,3327,201,2212,93392
AR,3328,37,587,27205
AR,3329,52,4021,194901
AR,3331,29,3069,132397
AR,3332,23,1161,52200
AR,3333,12,688,41178
AR,3334,24,3812,180908
AR,3335,49,1058,54668
AR,3336,9,862,36098
AR,3339,43,3005,170842
AR,3344,17,970,33054
AR,3345,12,1429,73309
AR,3351,9,263,10903
AR,3353,24,3801,185465
AR,3359,14,2254,120241
AR,3361,3,13,521
AR,3362,23,1843,58362
AR,3363,41,6034,263730
AR,3364,23,4154,275176
AR,3365,4,825,44361
AR,3366,22,2257,80103
AR,3369,5,176,9397
AR,3371,98,2297,87473
AR,3372,19,395,20549
AR,3379,4,68,1784
AR,3391,59,1321,50441
AR,3399,101,1861,68995
AR,4231,214,4428,219288
AR,4232,78,941,52869
AR,4233,150,2290,120581
AR,4234,240,2486,152283
AR,4235,100,1283,75073
AR,4236,221,2786,193185
AR,4237,185,2247,130850
AR,4238,601,7305,411321
AR,4239,204,2511,125476
AR,4241,72,886,62506
AR,4242,72,1382,104639
AR,4243,41,951,49286
AR,4244,241,5466,372863
AR,4245,66,756,38769
AR,4246,109,1071,87006
AR,4247,91,1145,60237
AR,4248,38,1632,86436
AR,4249,274,3268,155607
AR,4251,329,7427,185915
AR,4411,612,12179,565128
AR,4412,166,1621,70509
AR,4413,754,5604,156136
AR,4421,248,1770,62906
AR,4422,238,1736,44458
AR,4431,240,2137,62331
AR,4441,648,10977,310129
AR,4442,284,2268,66808
AR,4451,591,17975,381524
AR,4452,120,741,12101
AR,4453,349,1859,38734
AR,4461,877,8096,295532
AR,4471,1529,13101,229261
AR,4481,843,8510,122514
AR,4482,199,1548,23413
AR,4483,133,676,26182
AR,4511,303,3923,80062
AR,4512,93,713,17452
AR,4522,37,3136,60885
AR,4523,857,30487,767667
AR,4531,153,665,11049
AR,4532,206,1204,21484
AR,4533,227,1703,26617
AR,4539,510,2644,63399
AR,4541,205,1972,65371
AR,4542,55,533,17551
AR,4543,304,1752,72352
AR,4811,10,472,17607
AR,4812,22,82,4837
AR,4841,875,23447,1247857
AR,4842,664,8432,365650
AR,4851,4,113,3082
AR,4853,16,117,2793
AR,4854,11,573,9608
AR,4855,5,125,3785
AR,4859,47,849,16369
AR,4862,42,342,34760
AR,4869,14,69,6924
AR,4881,79,950,37188
AR,4882,18,676,37082
AR,4883,13,267,16125
AR,4884,132,681,25885
AR,4885,178,2859,189165
AR,4889,13,122,3431
AR,4921,101,3862,171581
AR,4922,29,591,10414
AR,4931,188,8535,353457
AR,5111,148,2973,107475
AR,5112,42,2002,232859
AR,5121,96,1027,20611
AR,5122,10,27,1333
AR,5151,103,1693,80599
AR,5173,594,8173,501916
AR,5174,3,6,418
AR,5179,23,262,24548
AR,5182,115,4586,602841
AR,5191,43,166,5715
AR,5221,1530,17641,1034990
AR,5222,337,1758,112353
AR,5223,60,1872,137728
AR,5231,134,1692,298678
AR,5239,522,1338,138187
AR,5241,223,6790,459271
AR,5242,1649,6783,357119
AR,5259,4,11,2485
AR,5311,1134,4235,125301
AR,5312,830,1756,78275
AR,5313,598,2938,112463
AR,5321,120,1007,36510
AR,5322,288,1712,61350
AR,5323,31,157,7874
AR,5324,122,1001,77162
AR,5331,10,67,6605
AR,5411,1561,6249,342690
AR,5412,1138,6729,278288
AR,5413,766,7186,500566
AR,5414,142,314,12501
AR,5415,486,5636,399754
AR,5416,1084,5898,377257
AR,5417,64,624,39492
AR,5418,208,2078,128005
AR,5419,554,3979,141815
AR,5511,1157,38136,4004453
AR,5611,255,3626,178174
AR,5612,27,841,21619
AR,5613,334,33239,709606
AR,5614,191,4040,96417
AR,5615,55,371,11881
AR,5616,177,4197,109388
AR,5617,1384,14164,359414
AR,5619,119,1430,58654
AR,5621,132,1789,75943
AR,5622,28,558,34417
AR,5629,89,869,34870
AR,6111,160,6452,185774
AR,6112,5,514,11097
AR,6113,31,6541,148143
AR,6114,38,202,9425
AR,6115,72,463,11250
AR,6116,269,1627,29526
AR,6117,47,168,5815
AR,6211,2007,19992,1746403
AR,6212,947,7105,353030
AR,6213,1723,8823,356182
AR,6214,488,8869,399186
AR,6215,158,1445,121762
AR,6216,245,7291,227802
AR,6219,142,2747,110614
AR,6221,76,53940,3299497
AR,6222,11,2593,129517
AR,6223,13,2906,129761
