State,Naics,Establishments,Employees,Payroll
AL,11,792,6548,322362
AL,21,202,5015,380293
AL,22,349,14062,1709586
AL,23,8434,94890,5675218
AL,42,5003,73619,4909696
AL,51,1909,27332,1914569
AL,52,7308,71612,6268542
AL,53,4940,23694,1282463
AL,54,9662,113316,9446651
AL,55,583,21571,2173054
AL,56,5042,166697,5975479
AL,61,940,22987,801654
AL,62,10885,257286,13876917
AL,71,1277,17109,395875
AL,72,9563,172184,3290802
AL,81,11172,74333,2450165
AL,99,129,163,4739
AK,11,500,563,50780
AK,21,161,8769,1219733
AK,22,114,2345,249382
AK,23,2580,15750,1452675
AK,42,722,8169,548985
AK,51,413,6334,503024
AK,52,787,6971,627219
AK,53,1092,4396,247366
AK,54,1966,19304,1566498
AK,55,166,4523,666468
AK,56,1223,20157,1058577
AK,61,294,2695,94092
AK,62,2791,52488,3487629
AK,71,596,3671,107254
AK,72,2158,23404,765828
AK,81,1891,9180,403053
AK,99,29,32,1014
AZ,11,234,2621,95164
AZ,21,208,12514,967667
AZ,22,295,12635,1384655
AZ,23,14289,184434,11705375
AZ,42,6487,98010,7816863
AZ,51,2695,51131,4571656
AZ,52,10030,185953,16855172
AZ,53,12239,54508,3871347
AZ,54,19975,167644,14377208
AZ,55,929,61918,5434484
AZ,56,9341,279344,11724979
AZ,61,2348,67688,2949774
AZ,62,20587,396313,22463762
AZ,71,2368,44183,1847543
AZ,72,13896,280161,7065430
AZ,81,12634,90780,3593952
AZ,99,178,327,10868
AR,11,649,4727,234076
AR,21,271,3243,213146
AR,22,333,7811,766418
AR,23,5939,51809,2800268
AR,42,3247,46567,2934938
AR,51,1198,20423,1467581
AR,52,4649,40543,3173441
AR,53,3488,13270,590334
AR,54,6109,37452,2434523
AR,55,1044,36404,4479066
AR,56,3054,65992,2302007
AR,61,662,15275,463524
AR,62,8418,178965,9505970
AR,71,851,8703,251339
AR,72,6208,102795,2027370
AR,81,6771,39329,1243881
AR,99,94,121,2903
CA,11,2097,30343,1602917
CA,21,635,15375,1621020
CA,22,1354,62630,8996137
CA,23,82744,844489,64827933
CA,42,56523,781395,79900948
