Zip,Naics,Establishments,Employees,Payroll,NaicsLevel
68007,2361,13,001,0,4
68007,2361,11,210,0,4
68007,2381,9,001,0,4
68007,2381,7,210,0,4
68007,2382,8,001,0,4
68007,2382,4,210,0,4
68007,2383,9,001,0,4
68007,2383,6,210,0,4
68007,4543,3,001,0,4
68007,4543,3,210,0,4
68007,4841,3,001,0,4
68007,4841,3,210,0,4
68007,5241,3,001,0,4
68007,5241,3,210,0,4
68007,5242,4,001,0,4
68007,5242,4,210,0,4
68007,5311,3,001,0,4
68007,5311,3,210,0,4
68007,5312,10,001,0,4
68007,5312,10,210,0,4
68007,5413,4,001,0,4
68007,5413,3,210,0,4
68007,5415,3,001,0,4
68007,5415,3,210,0,4
68007,5416,5,001,0,4
68007,5416,5,210,0,4
68007,5611,3,001,0,4
68007,5611,3,210,0,4
68007,5613,3,001,0,4
68007,5614,5,001,0,4
68007,5614,5,210,0,4
68007,5617,11,001,0,4
68007,5617,9,210,0,4
68007,5621,5,001,0,4
68007,5621,4,210,0,4
68007,6211,3,001,0,4
68007,6211,3,210,0,4
68007,6212,3,001,0,4
68007,6213,3,001,0,4
68007,6244,4,001,0,4
68007,7139,3,001,0,4
68007,7139,3,210,0,4
68007,7225,3,210,0,4
68007,7225,8,001,0,4
68007,7225,3,230,0,4
68007,8111,3,001,0,4
68007,8121,3,001,0,4
68007,8121,3,210,0,4
