,fips,relevant_naics,YEAR,estab,emp,payann
0,32,1152,2017,25,59,1630
2,32,1151,2017,8,74,4186
4,32,2122,2017,53,5845,594865
6,32,2123,2017,34,675,46215
8,32,2111,2017,7,48,2481
10,32,2131,2017,50,681,77347
12,32,2211,2017,73,2803,310718
14,32,2212,2017,11,0,0
16,32,2213,2017,18,112,8961
18,32,2382,2017,1401,19774,1158507
20,32,2383,2017,945,14373,671547
22,32,2381,2017,570,14365,660680
24,32,2373,2017,43,2882,247007
26,32,2372,2017,34,78,7470
28,32,2362,2017,426,6013,436864
30,32,2379,2017,15,160,10888
32,32,2389,2017,505,7468,416580
34,32,2361,2017,885,6931,397237
36,32,2371,2017,106,2864,173728
38,32,3111,2017,9,115,7800
40,32,3116,2017,8,47,2025
42,32,3118,2017,92,2008,64399
44,32,3121,2017,31,916,50394
46,32,3152,2017,14,26,964
48,32,3115,2017,6,0,0
50,32,3114,2017,7,81,1819
52,32,3119,2017,47,2012,69105
54,32,3149,2017,35,379,10888
56,32,3113,2017,12,83,2402
59,32,3141,2017,7,74,2333
61,32,3122,2017,4,8,728
63,32,3251,2017,7,43,3136
65,32,3273,2017,60,1264,70360
67,32,3222,2017,17,828,45290
69,32,3272,2017,8,173,5512
71,32,3274,2017,7,508,32503
73,32,3259,2017,14,167,9487
75,32,3279,2017,27,563,25387
77,32,3219,2017,43,500,17926
79,32,3255,2017,4,41,1342
81,32,3241,2017,12,147,10728
83,32,3254,2017,18,455,21846
85,32,3261,2017,72,2813,128163
87,32,3231,2017,154,2953,135671
89,32,3262,2017,8,127,4754
91,32,3256,2017,12,70,4995
93,32,3212,2017,4,449,14749
95,32,3364,2017,13,73,5414
97,32,3331,2017,4,0,0
99,32,3323,2017,113,2295,115417
101,32,3328,2017,25,334,13389
103,32,3333,2017,3,9,349
105,32,3342,2017,11,138,5959
107,32,3341,2017,4,0,0
108,32,3351,2017,14,163,8250
110,32,3353,2017,10,58,3861
112,32,3321,2017,4,57,2627
114,32,3325,2017,8,63,2282
116,32,3371,2017,52,739,24569
118,32,3332,2017,12,91,4668
120,32,3327,2017,76,1352,69614
122,32,3346,2017,3,3,149
124,32,3391,2017,87,548,24281
126,32,3335,2017,14,224,14210
128,32,3363,2017,26,247,11217
130,32,3345,2017,36,325,19109
132,32,3314,2017,6,0,0
134,32,3372,2017,29,644,32260
136,32,3359,2017,13,301,13084
138,32,3329,2017,36,675,35654
