,fips,relevant_naics,YEAR,estab,emp,payann
0,32,11,2017,48,236,10879
2,32,21,2017,170,8935,874672
4,32,22,2017,115,4323,464553
6,32,23,2017,4975,75392,4206863
8,32,42,2017,3035,36278,2164350
10,32,51,2017,1377,17883,1168409
12,32,52,2017,4109,32550,2329748
14,32,53,2017,4656,29467,1317735
16,32,54,2017,8935,55365,3596444
18,32,55,2017,484,22869,2121703
20,32,56,2017,4502,91678,2800941
22,32,61,2017,770,11083,400602
24,32,62,2017,7379,129401,6490866
26,32,71,2017,1637,31163,1073909
28,32,72,2017,6814,319212,9493196
30,32,81,2017,4721,35668,1110288
32,32,99,2017,49,50,1329
