Naics,Establishments,Employees,Payroll,fips
21,3,79,5108,32001
22,6,69,5765,32001
23,56,476,24091,32001
42,25,126,4272,32001
51,4,88,2622,32001
52,31,149,6576,32001
53,26,126,3911,32001
54,37,347,21334,32001
56,25,337,8622,32001
62,42,698,32097,32001
71,12,274,6210,32001
72,52,639,11800,32001
81,53,263,5897,32001
11,7,10,217,32005
23,210,1424,72848,32005
22,5,58,2134,32005
42,61,350,24051,32005
51,47,275,15345,32005
52,107,348,28555,32005
53,119,529,22784,32005
54,251,1003,45708,32005
55,6,115,7044,32005
56,109,874,28433,32005
61,18,128,2309,32005
62,120,1619,76406,32005
71,41,485,22555,32005
72,141,5745,174791,32005
81,110,636,18080,32005
99,8,14,946,32005
21,25,5137,511031,32007
22,6,109,11788,32007
23,105,1384,93717,32007
23,10,128,8037,32015
22,3,33,1774,32015
42,4,119,7257,32015
42,76,923,70680,32007
52,3,13,450,32015
53,3,5,112,32015
54,3,6,170,32015
56,4,6,197,32015
62,9,172,7752,32015
71,3,48,1200,32015
72,19,147,2590,32015
81,8,34,1050,32015
21,4,494,37067,32027
21,6,1392,184379,32011
72,5,27,404,32011
51,21,151,5612,32007
52,58,282,15165,32007
53,52,302,10454,32007
54,92,424,22648,32007
52,4,12,523,32027
54,3,9,167,32027
62,5,147,5080,32027
72,10,109,1587,32027
81,5,15,641,32027
56,50,566,16245,32007
61,3,9,93,32007
62,122,1702,72668,32007
21,17,1620,180458,32013
22,4,129,15417,32013
23,33,239,15168,32013
42,16,122,8455,32013
21,5,14,1274,32021
71,26,440,10736,32007
72,158,5215,135712,32007
81,86,639,35075,32007
23,5,39,1245,32021
72,9,145,2806,32021
51,3,8,589,32021
54,3,7,217,32021
62,4,147,6748,32021
81,5,15,368,32021
51,10,48,2574,32013
52,16,83,3232,32013
53,14,26,790,32013
54,21,93,4504,32013
56,16,202,6802,32013
62,37,572,26004,32013
71,11,63,1201,32013
72,65,1059,19199,32013
81,38,175,6145,32013
21,5,1375,111219,32033
23,21,64,2998,32033
42,5,63,4004,32033
51,5,19,857,32033
52,6,36,1586,32033
53,7,16,417,32033
54,8,24,792,32033
56,9,41,1336,32033
62,16,350,19422,32033
71,5,24,656,32033
72,39,455,9087,32033
21,5,53,1839,32017
23,9,18,774,32017
52,5,30,1485,32017
54,8,24,752,32017
62,7,103,4012,32017
72,12,85,1355,32017
81,13,61,2091,32033
11,4,65,2164,32023
21,12,1117,106896,32023
22,7,188,20011,32023
23,87,727,26141,32023
42,17,186,9414,32023
23,15,65,2649,32029
54,15,26,1452,32029
71,7,24,445,32029
72,16,111,2332,32029
81,3,10,197,32029
51,16,122,5876,32023
52,29,130,5087,32023
11,15,127,4823,32031
21,37,286,31823,32031
11,20,116,7890,32003
21,31,410,23500,32003
53,44,97,2753,32023
54,44,1226,110237,32023
56,33,509,27926,32023
61,5,208,6187,32023
62,71,946,32425,32023
71,18,558,14391,32023
72,85,1548,28849,32023
81,70,392,7427,32023
22,58,2917,340832,32003
23,3073,58298,3480059,32003
22,17,987,108075,32031
23,1205,15150,922843,32031
22,8,167,18378,32510
23,191,1205,58039,32510
42,93,786,35820,32510
21,11,100,9757,32019
22,6,67,6595,32019
23,119,805,46709,32019
42,52,934,31635,32019
51,38,384,23818,32510
52,122,1047,64751,32510
53,116,250,9904,32510
54,238,1066,66045,32510
55,8,346,30178,32510
56,130,1543,54768,32510
61,12,92,2718,32510
62,219,4091,230659,32510
42,2012,23473,1608141,32003
71,49,1080,40332,32510
72,176,3260,60952,32510
81,156,745,26313,32510
51,11,135,10870,32019
52,37,132,5026,32019
42,683,11970,707949,32031
53,38,104,2939,32019
54,59,356,17284,32019
56,39,486,13896,32019
61,3,9,314,32019
62,61,674,26312,32019
71,34,829,18436,32019
72,72,901,14544,32019
81,64,310,8028,32019
51,986,14952,912243,32003
51,274,3710,300427,32031
52,795,6197,577237,32031
52,2986,30217,2043259,32003
53,858,4201,196795,32031
53,3532,24269,1215893,32003
54,1776,10916,750492,32031
54,6581,43090,2834915,32003
55,82,2349,166016,32031
56,882,16456,537105,32031
55,371,21602,2094491,32003
56,3171,69722,2256056,32003
61,163,2184,69227,32031
62,1324,26920,1595289,32031
61,621,8978,359234,32003
71,260,5568,129720,32031
62,5624,94200,5055643,32003
72,1169,33075,743823,32031
81,942,6612,231623,32031
99,14,18,508,32031
71,1228,23507,865845,32003
72,4915,268383,8638129,32003
81,3288,26852,866140,32003
99,67,73,2824,32003
