Zip,Naics,Establishments,Employees,Payroll
73045,237,1,230,0
73045,237,6,1,0
73045,237,3,212,0
73045,237,2,220,0
73045,237,0,241,0
73045,237,0,242,0
73045,237,0,251,0
73045,237,0,252,0
73045,237,0,254,0
73045,237,0,260,0
73044,237,0,242,0
73044,237,12,1,0
73044,237,7,212,0
73044,237,1,220,0
73044,237,2,230,0
73044,237,2,241,0
73044,237,0,251,0
73044,237,0,252,0
73044,237,0,254,0
73044,237,0,260,0
73036,237,0,242,0
73036,237,5,1,0
73036,237,4,212,0
73036,237,1,220,0
73036,237,0,230,0
73036,237,0,241,0
73036,237,0,251,0
73036,237,0,252,0
73036,237,0,254,0
73036,237,0,260,0
73027,237,1,1,0
73027,237,1,212,0
73027,237,0,220,0
73027,237,0,230,0
73027,237,0,241,0
73027,237,0,242,0
73027,237,0,251,0
73027,237,0,252,0
73027,237,0,254,0
73027,237,0,260,0
73038,237,0,230,0
73038,237,1,1,0
73038,237,1,212,0
73038,237,0,220,0
73038,237,0,252,0
73038,237,0,241,0
73038,237,0,242,0
73038,237,0,251,0
73038,237,0,254,0
73038,237,0,260,0
73026,237,0,230,0
73026,237,6,1,0
73026,237,4,212,0
73026,237,2,220,0
73026,237,0,241,0
73026,237,0,242,0
73026,237,0,260,0
73026,237,0,251,0
73026,237,0,252,0
73026,237,0,254,0
73030,237,1,230,0
73030,237,2,1,0
73030,237,0,212,0
73030,237,1,220,0
73030,237,0,241,0
73030,237,0,242,0
73030,237,0,251,0
73030,237,0,252,0
73030,237,0,254,0
73030,237,0,260,0
73025,237,0,230,0
73025,237,1,1,0
73025,237,1,212,0
73025,237,0,220,0
73025,237,0,241,0
73025,237,0,242,0
73025,237,0,251,0
73025,237,0,252,0
73025,237,0,254,0
73025,237,0,260,0
73040,237,0,230,0
73040,237,1,1,0
73040,237,1,212,0
73040,237,0,220,0
73040,237,0,241,0
73040,237,0,242,0
73040,237,0,251,0
73040,237,0,252,0
73040,237,0,254,0
73040,237,0,260,0
73034,237,2,230,0
73034,237,20,1,0
73034,237,8,212,0
73034,237,4,220,0
73034,237,1,241,0
73034,237,1,242,0
73034,237,3,251,0
73034,237,1,252,0
73034,237,0,254,0
73034,237,0,260,0
73017,237,1,1,0
73017,237,0,212,0
73017,237,1,220,0
73017,237,0,230,0
73017,237,0,241,0
73017,237,0,242,0
73017,237,0,251,0
73017,237,0,252,0
73017,237,0,254,0
73017,237,0,260,0
73008,237,0,230,0
73008,237,1,1,0
73008,237,1,212,0
73008,237,0,220,0
73008,237,0,241,0
73008,237,0,242,0
73008,237,0,251,0
73008,237,0,252,0
73008,237,0,254,0
73018,237,0,241,0
73008,237,0,260,0
73018,237,2,1,0
73018,237,1,212,0
73018,237,1,220,0
73018,237,0,230,0
73018,237,0,242,0
73018,237,0,260,0
73018,237,0,251,0
73018,237,0,252,0
73018,237,0,254,0
73009,237,0,230,0
73009,237,1,1,0
73009,237,1,212,0
73009,237,0,220,0
73009,237,0,241,0
73009,237,0,242,0
73009,237,0,251,0
73009,237,0,252,0
73009,237,0,254,0
73009,237,0,260,0
73020,237,0,230,0
73020,237,4,1,0
73020,237,3,212,0
73020,237,0,220,0
73020,237,1,241,0
73020,237,0,242,0
73020,237,0,251,0
73020,237,0,252,0
73020,237,0,254,0
73020,237,0,260,0
73013,237,1,230,0
73013,237,20,1,0
73013,237,11,212,0
73013,237,3,220,0
73013,237,3,241,0
73013,237,2,242,0
73013,237,0,251,0
73013,237,0,252,0
73013,237,0,254,0
73013,237,0,260,0
73010,237,0,242,0
73010,237,3,1,0
73010,237,1,212,0
73010,237,0,220,0
73010,237,1,230,0
73010,237,1,241,0
73010,237,0,251,0
73010,237,0,252,0
73010,237,0,254,0
73010,237,0,260,0
73014,237,0,230,0
73014,237,2,1,0
73014,237,1,212,0
73014,237,1,220,0
73014,237,0,241,0
73012,237,0,230,0
73012,237,4,1,0
73012,237,4,212,0
73012,237,0,220,0
73012,237,0,241,0
73012,237,0,242,0
73012,237,0,251,0
73012,237,0,252,0
73012,237,0,254,0
73012,237,0,260,0
73014,237,0,254,0
73014,237,0,242,0
73014,237,0,251,0
73014,237,0,252,0
73014,237,0,260,0
73003,237,2,241,0
73003,237,7,1,0
73003,237,3,212,0
73003,237,1,220,0
73003,237,0,230,0
73003,237,1,242,0
73003,237,0,251,0
73003,237,0,252,0
73003,237,0,254,0
73003,237,0,260,0
73179,237,1,230,0
73179,237,1,1,0
73179,237,0,212,0
73179,237,0,220,0
73179,237,0,241,0
73179,237,0,242,0
73179,237,0,251,0
73179,237,0,252,0
73169,237,1,230,0
73179,237,0,254,0
73179,237,0,260,0
73169,237,2,1,0
73169,237,0,212,0
73169,237,0,220,0
73169,237,1,241,0
73169,237,0,242,0
73169,237,0,251,0
73169,237,0,252,0
73169,237,0,254,0
73169,237,0,260,0
73170,237,0,230,0
73170,237,4,1,0
73170,237,4,212,0
73170,237,0,220,0
73170,237,0,241,0
73170,237,0,254,0
73170,237,0,242,0
73170,237,0,251,0
73170,237,0,252,0
73170,237,0,260,0
73432,237,1,1,0
73432,237,0,212,0
73432,237,0,220,0
73432,237,0,230,0
73432,237,1,241,0
73432,237,0,242,0
73433,237,1,1,0
73433,237,0,212,0
73433,237,1,220,0
73433,237,0,230,0
73433,237,0,241,0
73432,237,0,260,0
73432,237,0,251,0
73432,237,0,252,0
73432,237,0,254,0
73433,237,0,254,0
73433,237,0,242,0
73433,237,0,251,0
73433,237,0,252,0
73433,237,0,260,0
73162,237,0,230,0
73162,237,2,1,0
73162,237,2,212,0
73162,237,0,220,0
73162,237,0,241,0
73162,237,0,254,0
73162,237,0,242,0
73162,237,0,251,0
73162,237,0,252,0
73162,237,0,260,0
73173,237,1,1,0
73173,237,1,212,0
73173,237,0,220,0
73173,237,0,251,0
73173,237,0,230,0
73173,237,0,241,0
73173,237,0,242,0
73173,237,0,252,0
73173,237,0,254,0
73173,237,0,260,0
73401,237,1,230,0
73401,237,7,1,0
73401,237,5,212,0
73401,237,1,220,0
73401,237,0,241,0
73401,237,0,242,0
73401,237,0,251,0
73401,237,0,252,0
73401,237,0,254,0
73401,237,0,260,0
73065,237,0,242,0
73065,237,3,1,0
73065,237,3,212,0
73065,237,0,220,0
73065,237,0,230,0
73065,237,0,241,0
73065,237,0,251,0
73065,237,0,252,0
73065,237,0,254,0
73065,237,0,260,0
73049,237,0,230,0
73049,237,3,1,0
73049,237,3,212,0
73049,237,0,220,0
73049,237,0,241,0
73049,237,0,242,0
73049,237,0,251,0
73049,237,0,252,0
73049,237,0,254,0
73049,237,0,260,0
73066,237,2,1,0
73066,237,0,212,0
73066,237,2,220,0
73066,237,0,230,0
73066,237,0,252,0
73066,237,0,241,0
73066,237,0,242,0
73066,237,0,251,0
73066,237,0,254,0
73066,237,0,260,0
73057,237,1,230,0
73057,237,2,1,0
73057,237,0,212,0
73057,237,1,220,0
73057,237,0,241,0
73057,237,0,242,0
73057,237,0,251,0
73057,237,0,252,0
73057,237,0,254,0
73057,237,0,260,0
73052,237,1,230,0
73059,237,1,1,0
73059,237,0,212,0
73052,237,5,1,0
73052,237,1,212,0
73052,237,2,220,0
73052,237,0,241,0
73052,237,0,242,0
73052,237,1,251,0
73052,237,0,252,0
73052,237,0,254,0
73052,237,0,260,0
73059,237,0,242,0
73059,237,0,220,0
73059,237,1,230,0
73059,237,0,241,0
73059,237,0,251,0
73059,237,0,252,0
73059,237,0,254,0
73059,237,0,260,0
73064,237,5,1,0
73064,237,2,212,0
73064,237,1,220,0
73064,237,2,230,0
73064,237,0,241,0
73064,237,0,242,0
73064,237,0,251,0
73064,237,0,252,0
73064,237,0,254,0
73064,237,0,260,0
73054,237,1,230,0
73054,237,1,1,0
73054,237,0,212,0
73054,237,0,220,0
