,fips,relevant_naics,YEAR,estab,emp,payann
0,38,11,2017,81,199,10817
2,38,21,2017,482,11128,1087247
4,38,22,2017,114,3220,312920
6,38,23,2017,2994,22533,1584094
8,38,42,2017,1704,21330,1252010
10,38,51,2017,307,6370,421274
12,38,52,2017,1701,17292,1037082
14,38,53,2017,1062,5152,240597
16,38,54,2017,1781,14889,955013
18,38,55,2017,109,4198,316617
20,38,56,2017,1093,11423,430046
22,38,61,2017,157,2918,76512
24,38,62,2017,2068,59801,2904654
26,38,71,2017,458,5885,87262
28,38,72,2017,2084,36169,620504
30,38,81,2017,2498,13904,423011
32,38,99,2017,12,6,122
