,fips,relevant_naics,YEAR,estab,emp,payann
1,38,1151,2018,61,226,13979
3,38,2121,2018,3,601,71988
5,38,2123,2018,11,149,13893
7,38,2111,2018,54,2222,285269
9,38,2131,2018,404,9693,963707
11,38,2211,2018,56,2840,297130
13,38,2213,2018,10,95,8581
15,38,2382,2018,720,7790,558774
17,38,2383,2018,395,1660,78381
19,38,2381,2018,465,2738,164372
21,38,2373,2018,39,743,92665
23,38,2372,2018,4,7,226
25,38,2362,2018,169,2149,151827
27,38,2379,2018,10,114,4691
29,38,2389,2018,329,2644,231699
31,38,2361,2018,544,1882,87152
33,38,2371,2018,126,1787,180878
35,38,3111,2018,3,38,1275
37,38,3116,2018,6,326,15168
39,38,3118,2018,13,668,25044
41,38,3121,2018,13,250,8833
43,38,3112,2018,7,209,12120
45,38,3119,2018,4,86,4936
47,38,3149,2018,7,88,2918
48,38,3113,2018,3,25,711
50,38,3273,2018,22,302,18590
52,38,3279,2018,6,78,3704
54,38,3219,2018,14,993,41517
56,38,3261,2018,9,803,39124
58,38,3231,2018,35,538,21901
60,38,3331,2018,20,1454,93931
62,38,3323,2018,33,963,52968
64,38,3328,2018,4,44,2027
66,38,3371,2018,38,734,31576
68,38,3327,2018,24,472,27815
70,38,3391,2018,11,75,4362
72,38,3362,2018,3,255,14746
74,38,3363,2018,10,780,27185
76,38,3372,2018,3,48,2728
78,38,3329,2018,8,87,4247
80,38,3339,2018,6,119,7055
82,38,3399,2018,20,178,8820
84,38,4243,2018,3,31,1829
86,38,4248,2018,10,372,21846
88,38,4246,2018,34,454,34815
90,38,4242,2018,13,167,12930
92,38,4245,2018,247,2504,154743
94,38,4232,2018,8,65,3134
96,38,4244,2018,86,2417,125849
98,38,4237,2018,52,488,34126
100,38,4236,2018,50,892,60641
102,38,4233,2018,44,457,25202
104,38,4238,2018,348,5020,364761
106,38,4235,2018,19,418,24911
108,38,4239,2018,46,296,15872
110,38,4249,2018,266,2027,130870
112,38,4231,2018,86,1623,90590
114,38,4241,2018,18,303,17293
116,38,4247,2018,20,400,22853
118,38,4234,2018,58,778,51469
120,38,4251,2018,51,526,17416
122,38,4411,2018,137,4316,216235
124,38,4413,2018,170,1525,62821
126,38,4453,2018,59,706,12140
128,38,4441,2018,248,4028,138996
130,38,4481,2018,230,2572,37594
132,38,4431,2018,80,846,25071
134,38,4421,2018,55,749,29749
136,38,4471,2018,436,5937,145302
138,38,4451,2018,156,5339,113554
140,38,4461,2018,219,2071,89177
142,38,4422,2018,68,655,22594
144,38,4483,2018,39,251,8685
146,38,4442,2018,58,376,14631
148,38,4412,2018,48,590,27791
150,38,4482,2018,41,284,4807
152,38,4452,2018,34,263,5504
154,38,4512,2018,9,142,1782
156,38,4522,2018,18,1479,23389
158,38,4543,2018,125,554,20646
160,38,4541,2018,32,1277,92018
162,38,4531,2018,28,174,3496
164,38,4523,2018,99,7210,190175
166,38,4532,2018,59,428,7317
168,38,4539,2018,98,664,20941
170,38,4511,2018,79,1916,47438
172,38,4533,2018,41,512,8141
174,38,4885,2018,55,616,33165
176,38,4841,2018,333,4197,232951
178,38,4812,2018,6,31,1609
180,38,4869,2018,3,9,1110
182,38,4861,2018,23,238,25391
184,38,4862,2018,17,582,66008
186,38,4854,2018,7,288,6559
188,38,4842,2018,685,6151,441604
190,38,4881,2018,17,234,11106
192,38,4882,2018,8,112,9106
194,38,4884,2018,25,125,5286
196,38,4853,2018,8,100,2158
198,38,4921,2018,45,1260,54847
200,38,4922,2018,3,20,535
202,38,4931,2018,26,482,21739
204,38,5182,2018,15,390,15006
206,38,5121,2018,18,251,5230
208,38,5111,2018,32,680,30165
210,38,5191,2018,11,32,1994
212,38,5179,2018,4,25,1197
214,38,5151,2018,36,801,36269
216,38,5112,2018,14,1593,209822
218,38,5173,2018,89,1612,104286
220,38,5223,2018,25,480,30779
222,38,5242,2018,664,2973,173676
224,38,5221,2018,522,8656,524357
226,38,5241,2018,53,3101,204245
228,38,5222,2018,57,660,54346
230,38,5239,2018,208,647,65599
232,38,5231,2018,73,253,33629
234,38,5313,2018,252,1743,67217
236,38,5321,2018,41,284,11452
238,38,5324,2018,98,1173,103141
240,38,5322,2018,22,195,7690
242,38,5331,2018,10,42,2690
244,38,5311,2018,316,1212,39572
246,38,5312,2018,286,493,25298
248,38,5412,2018,256,2039,101879
250,38,5418,2018,60,810,38081
252,38,5413,2018,264,4131,337738
254,38,5415,2018,145,2410,172447
256,38,5411,2018,344,1967,135709
258,38,5416,2018,357,1668,134556
260,38,5419,2018,128,972,40874
