,fips,relevant_naics,YEAR,estab,emp,payann
1,38,11,2018,70,256,14270
3,38,21,2018,492,13294,1402218
5,38,22,2018,108,3823,399492
7,38,23,2018,3009,22247,1609277
9,38,42,2018,1686,21232,1322626
11,38,51,2018,313,6586,456581
13,38,52,2018,1693,17378,1123657
15,38,53,2018,1101,5435,270747
17,38,54,2018,1797,15278,1018790
19,38,55,2018,111,4185,345479
21,38,56,2018,1055,11910,425388
23,38,61,2018,162,3762,96451
25,38,62,2018,2098,64727,3210962
27,38,71,2018,440,5781,89408
29,38,72,2018,2081,36551,664244
31,38,81,2018,2530,14468,450544
33,38,99,2018,20,23,485
