,relevant_naics,estab,emp,payann,fips
69694,11,5,12,257,38089
69695,21,67,1867,193901,38089
69696,22,3,82,8066,38089
69697,23,146,1190,107286,38089
69698,42,72,819,57177,38089
69699,51,16,215,13369,38089
69700,52,58,380,24537,38089
69701,53,53,236,17578,38089
69702,54,88,466,31696,38089
69703,55,7,451,43016,38089
69704,56,55,382,11266,38089
69705,61,10,165,3810,38089
69706,62,93,2210,78223,38089
69707,71,19,180,2360,38089
69708,72,91,1477,30910,38089
69709,81,116,629,28907,38089
69710,99,3,3,113,38089
69712,11,3,2,176,38103
69713,23,22,32,1893,38103
69714,42,18,229,15224,38103
69715,51,3,60,287,38103
69716,52,14,81,4224,38103
69717,53,3,4,207,38103
69718,54,11,20,798,38103
69719,62,20,436,12458,38103
69720,72,20,129,1177,38103
69721,81,27,76,1825,38103
69723,21,153,5642,572423,38105
69724,22,13,263,26374,38105
69725,23,144,2111,197615,38105
69726,42,7,43,2824,38013
69728,21,8,42,3274,38013
69729,23,3,2,91,38013
69730,42,124,1710,132890,38105
69731,54,4,13,396,38013
69732,52,8,31,1666,38013
69733,62,5,15,298,38013
69734,72,7,44,432,38013
69735,81,7,17,229,38013
69737,21,35,597,54729,38061
69738,51,13,174,9491,38105
69739,52,53,400,24336,38105
69740,53,124,808,61383,38105
69741,22,4,38,3657,38061
69742,23,42,587,41961,38061
69743,42,20,191,13074,38061
69744,54,132,666,71246,38105
69745,55,7,55,5181,38105
69746,51,4,80,6144,38061
69747,52,24,94,7061,38061
69748,53,8,28,513,38061
69749,54,21,119,10945,38061
69750,56,15,121,9648,38061
69751,62,17,266,8851,38061
69752,71,5,16,343,38061
69753,72,41,343,7561,38061
69754,81,38,303,13914,38061
69755,61,8,62,2664,38105
69756,56,74,758,37314,38105
69757,62,85,1466,68661,38105
69758,71,19,173,7309,38105
69759,72,128,2076,52022,38105
69761,11,9,58,3743,38097
69762,23,36,179,9355,38097
69763,81,129,628,26699,38105
69764,42,32,296,17058,38097
69765,52,23,133,8661,38097
69766,51,3,16,323,38097
69767,53,8,9,126,38097
69768,54,15,48,1822,38097
69770,23,9,101,6071,38091
69771,42,4,56,4044,38091
69772,52,6,47,3073,38091
69773,72,7,15,292,38091
69774,81,5,14,279,38091
69775,56,4,49,3053,38097
69776,62,16,596,27875,38097
69777,72,21,155,1883,38097
69778,81,41,115,2422,38097
69780,21,5,51,5155,38007
69781,23,4,4,134,38007
69782,42,3,7,91,38007
69783,56,5,11,546,38007
69784,72,13,96,6656,38007
69785,81,4,16,1507,38007
69787,23,22,51,1655,38021
69789,22,3,30,2289,38019
69790,23,18,51,5671,38019
69791,42,14,155,9914,38019
69792,51,6,99,5847,38019
69793,52,13,68,5032,38019
69794,54,6,15,917,38019
69795,62,8,223,6565,38019
69796,71,4,9,146,38019
69797,72,11,84,1213,38019
69798,81,15,87,1209,38019
69799,42,17,145,8607,38021
69800,51,5,85,4479,38021
69801,52,11,54,3158,38021
69802,54,10,32,932,38021
69803,56,4,3,48,38021
69804,62,22,390,12720,38021
69805,71,5,13,179,38021
69806,72,16,131,1210,38021
69807,42,7,26,1200,38043
69809,23,7,10,769,38043
69810,52,4,29,1965,38043
69811,54,8,31,1031,38043
69812,62,5,67,1264,38043
69813,71,3,1,62,38043
69814,72,10,43,831,38043
69815,81,28,100,2543,38021
69816,81,7,18,296,38043
69818,21,56,1733,224600,38101
69820,23,7,11,330,38037
69821,42,8,45,1633,38037
69822,52,7,36,2133,38037
69823,62,8,171,5256,38037
69824,72,7,26,336,38037
69825,81,7,21,820,38037
69826,22,9,141,14139,38101
69827,23,243,1374,93635,38101
69829,23,20,38,1835,38049
69830,42,12,204,11626,38049
69831,52,13,43,2463,38049
69832,53,4,7,90,38049
69833,54,8,19,1078,38049
69834,56,3,10,403,38049
69835,62,7,119,2485,38049
69836,72,10,32,260,38049
69837,42,115,1676,102623,38101
69838,81,14,36,1130,38049
69840,11,4,8,334,38067
69841,23,26,110,11763,38067
69842,42,34,336,15990,38067
69843,51,4,6,223,38067
69844,52,19,110,6152,38067
69845,54,11,39,1261,38067
69846,56,9,20,447,38067
69847,62,18,379,10833,38067
69848,71,11,41,453,38067
69849,72,14,100,936,38067
69850,81,29,62,1198,38067
69851,51,21,425,25822,38101
69852,42,7,33,1562,38041
69854,22,3,15,1308,38041
69855,23,6,36,3876,38041
69856,51,3,19,141,38041
69857,52,11,51,2660,38041
