Naics,Establishments,Employees,Payroll,fips
11,5,7,243,38089
21,64,1542,166616,38089
53,52,250,15770,38089
22,3,83,8008,38089
23,145,1207,99285,38089
54,83,542,30623,38089
55,7,414,39639,38089
56,57,299,10220,38089
42,80,859,54624,38089
61,9,155,3733,38089
62,96,1965,72923,38089
71,19,286,3238,38089
72,89,1408,28161,38089
81,112,602,24332,38089
51,14,231,12096,38089
52,57,377,22479,38089
11,3,3,148,38103
23,20,40,2026,38103
42,18,221,14299,38103
51,3,22,305,38103
52,15,81,3739,38103
53,4,8,222,38103
54,11,22,724,38103
62,19,416,12241,38103
72,22,106,1255,38103
81,26,76,1790,38103
61,6,88,2313,38105
62,78,1337,61687,38105
21,7,16,755,38013
23,4,4,90,38013
42,6,44,2843,38013
52,8,31,1644,38013
54,4,11,385,38013
62,5,13,236,38013
72,8,36,454,38013
81,8,23,724,38013
71,21,135,6302,38105
72,123,1974,46849,38105
81,117,548,22458,38105
21,152,5176,499604,38105
22,5,0,0,38061
23,36,469,33947,38061
42,20,181,12470,38061
51,14,171,9236,38105
52,55,382,23318,38105
22,15,213,23426,38105
23,150,1815,183588,38105
51,4,0,0,38061
52,26,105,4744,38061
53,8,9,415,38061
54,21,116,9777,38061
56,14,62,4563,38061
62,13,231,8559,38061
71,6,18,344,38061
72,41,354,7900,38061
81,34,218,11627,38061
21,40,737,57783,38061
53,123,707,55657,38105
54,125,584,51386,38105
42,126,1781,122212,38105
11,9,59,3698,38097
23,37,150,9287,38097
42,35,311,15823,38097
51,3,17,334,38097
52,22,133,7059,38097
53,7,14,141,38097
54,15,45,1656,38097
55,5,54,6276,38105
56,79,651,41666,38105
56,3,0,0,38097
62,18,535,20183,38097
72,23,153,1841,38097
81,42,109,2661,38097
23,8,91,5974,38091
42,5,82,4076,38091
52,6,47,2956,38091
72,7,19,201,38091
81,5,9,289,38091
21,7,49,3503,38007
23,4,7,195,38007
42,3,0,0,38007
72,10,83,6851,38007
56,5,12,545,38007
81,5,19,1061,38007
23,21,58,1771,38021
42,18,151,8660,38021
51,5,0,0,38021
72,11,78,1076,38019
81,16,84,1255,38019
22,3,29,2059,38019
23,20,65,4493,38019
42,14,167,10273,38019
51,6,131,8814,38019
52,14,84,6016,38019
54,7,15,664,38019
62,8,223,6525,38019
71,4,12,142,38019
52,11,54,3062,38021
54,12,34,1089,38021
56,4,2,46,38021
62,21,343,11736,38021
71,6,4,123,38021
72,18,146,1285,38021
81,29,102,2292,38021
23,6,12,738,38043
42,7,27,1099,38043
52,4,32,1627,38043
