,fips,relevant_naics,YEAR,estab,emp,payann
1,30,11,2018,336,992,48009
3,30,21,2018,294,4067,394776
5,30,22,2018,178,2846,244662
7,30,23,2018,5651,26855,1551542
9,30,42,2018,1519,15410,785565
11,30,51,2018,645,8310,427180
13,30,52,2018,1933,16200,1040699
15,30,53,2018,2109,5978,224701
17,30,54,2018,3869,17621,966935
19,30,55,2018,112,2995,217766
21,30,56,2018,1858,15104,461183
23,30,61,2018,374,5825,141567
25,30,62,2018,3793,72151,3369377
27,30,71,2018,1236,10234,195512
29,30,72,2018,3569,51976,964238
31,30,81,2018,3354,17135,526393
33,30,99,2018,33,44,579
