,fips,relevant_naics,YEAR,estab,emp,payann
0,30,11,2017,332,959,46241
2,30,21,2017,282,2830,239048
4,30,22,2017,178,1204,96771
6,30,23,2017,5472,25561,1419558
8,30,42,2017,1548,15407,772655
10,30,51,2017,660,8062,423017
12,30,52,2017,1922,15608,950136
14,30,53,2017,2015,5888,205293
16,30,54,2017,3788,17238,920280
18,30,55,2017,108,2483,188338
20,30,56,2017,1822,13748,410435
22,30,61,2017,360,5282,112372
24,30,62,2017,3713,71273,3270832
26,30,71,2017,1227,9920,179244
28,30,72,2017,3574,51689,933002
30,30,81,2017,3271,16652,497018
32,30,99,2017,11,14,251
