,fips,relevant_naics,estab,emp,payann
68931,26,113110,10,51,3342
68932,26,113310,339,1696,71739
68933,26,113210,14,34,1249
68934,26,114111,9,48,3339
68935,26,114210,19,57,1720
68936,26,115112,45,195,7695
68937,26,115113,5,78,4242
68938,26,115114,19,725,29323
68939,26,115115,4,9,2060
68940,26,115116,10,168,8036
68941,26,115310,54,167,7821
68942,26,115210,116,859,33012
68943,26,211120,50,476,45535
68944,26,211130,18,290,20466
68945,26,212210,5,785,78739
68946,26,212312,16,338,23790
68947,26,212319,5,31,2330
68948,26,212321,95,765,56847
68949,26,212322,5,72,5765
68950,26,213111,29,512,33036
68951,26,213114,4,116,19443
68952,26,213115,7,58,4621
68953,26,221111,26,191,20702
68954,26,221112,47,2456,304785
68955,26,238320,921,4403,226264
68956,26,311710,5,18,834
68957,26,213112,87,679,46591
68958,26,236117,436,2177,134964
68959,26,221113,7,2440,341574
68960,26,221115,10,71,7219
68961,26,221117,14,251,22740
68962,26,221118,8,13,840
68963,26,221121,4,754,104753
68964,26,221122,158,13879,1632255
68965,26,236220,1116,15093,1062068
68966,26,221210,74,2361,232515
68967,26,221310,45,231,13122
68968,26,221320,20,128,7493
68969,26,221330,9,109,8899
68970,26,236115,1420,4755,241267
68971,26,236116,68,823,57998
68972,26,236118,3237,10676,473240
68973,26,237310,248,3777,500777
68974,26,236210,129,2890,229854
68975,26,237110,337,2507,178230
68976,26,237120,37,3311,270421
68977,26,237130,138,5275,463475
68978,26,237210,87,304,15562
68979,26,238160,414,4004,258608
68980,26,237990,157,1164,95547
68981,26,238110,679,4482,320512
68982,26,238120,69,1316,77336
68983,26,238130,309,1583,68567
68984,26,238140,533,3356,222701
68985,26,238150,153,1450,91570
68986,26,238170,224,1112,58536
68987,26,238190,106,599,32823
68988,26,238210,1820,21226,1396047
68989,26,238220,2549,25650,1588715
68990,26,238290,235,4522,398924
68991,26,238310,415,4195,228925
68992,26,311111,5,49,2055
68993,26,311119,32,518,27359
68994,26,238330,376,2270,110445
68995,26,311340,17,1098,58890
68996,26,311351,8,35,1078
68997,26,238340,220,1276,63301
68998,26,238350,771,4024,188723
68999,26,238390,193,1697,88683
69000,26,311422,8,967,62177
69001,26,311423,6,428,16541
69002,26,238910,1103,8546,633277
69003,26,238990,1142,4909,372656
69004,26,311211,10,589,40662
69005,26,311224,4,114,8716
69006,26,311230,5,1472,111198
69007,26,311313,4,923,50076
69008,26,311352,36,418,11957
69009,26,311411,14,866,39583
69010,26,311412,19,1779,85954
69011,26,311421,36,2285,106869
69012,26,311511,13,1729,94644
69013,26,311513,12,655,37187
69014,26,311514,9,1312,83902
69015,26,311520,10,267,13382
69016,26,311611,31,2195,82511
69017,26,311612,44,2767,128411
69018,26,311613,4,144,7093
69019,26,311615,6,1257,53894
69020,26,311812,78,3131,125269
69021,26,311813,7,521,21161
69022,26,311821,8,60,1047
69023,26,311824,20,345,17376
69024,26,311930,3,204,10574
69025,26,311811,231,2106,39642
69026,26,311830,4,134,4906
69027,26,311911,4,241,10717
69028,26,311919,13,2172,97157
69029,26,311920,20,374,12975
69030,26,311941,13,758,28529
69031,26,311942,8,412,35268
69032,26,311991,30,519,15241
69033,26,311999,30,718,29607
69034,26,312111,14,2258,141426
69035,26,312112,10,510,23314
69036,26,312120,132,3203,112829
69037,26,312130,101,1000,27756
69038,26,312113,11,124,6281
69039,26,312140,26,347,8660
69040,26,312230,6,8,138
69041,26,313210,4,50,1300
69042,26,313230,5,554,24808
69043,26,313310,8,38,1029
