,relevant_naics,estab,emp,payann,fips
21571,52,1929,76774,16991388,25025
21572,62,1909,138618,9738461,25025
21574,11,8,26,2121,25025
21575,22,36,1879,201505,25025
21576,54,3448,77140,9349722,25025
21577,56,1137,29148,1419809,25025
21578,23,972,11897,1171740,25025
21579,42,649,13155,1600811,25025
21580,72,2669,64102,1866080,25025
21581,99,46,62,3777,25025
21582,81,2398,23770,1076618,25025
21583,51,653,23998,2815481,25025
21584,61,427,60826,2631604,25025
21585,53,1320,13385,1170834,25025
21586,71,387,13028,854289,25025
21587,55,195,21282,2570229,25025
21588,53,380,1449,66113,25001
21589,61,112,1561,53451,25001
21591,11,53,124,6898,25001
21592,81,756,3942,142360,25001
21593,21,6,0,0,25001
21594,22,9,262,30245,25001
21595,62,793,16467,836720,25001
21596,23,1270,5535,335104,25001
21597,54,781,4786,338059,25001
21598,51,143,1382,71310,25001
21599,55,32,1087,59826,25001
21600,71,248,1969,75843,25001
21601,99,13,37,1145,25001
21602,56,683,3491,165122,25001
21603,52,307,2217,177511,25001
21604,42,187,1435,89910,25001
21605,72,1119,12044,415672,25001
21606,81,89,300,14465,25007
21607,51,18,161,7542,25007
21608,99,4,12,283,25007
21609,52,32,215,15087,25007
21610,53,73,147,11274,25007
21612,11,38,137,4406,25027
21613,54,64,249,15992,25007
21615,22,3,0,0,25007
21616,23,206,750,53581,25007
21617,56,89,353,27070,25007
21618,61,11,45,2110,25007
21619,62,57,890,56118,25007
21620,42,18,59,3299,25007
21621,71,42,325,17845,25007
21622,72,147,757,50616,25007
21623,21,9,100,9025,25027
21625,22,37,1675,156329,25027
21626,11,29,121,5146,25017
21627,21,9,87,6462,25017
21628,23,2219,13622,968652,25027
21629,51,280,4485,306536,25027
21630,52,2163,31122,3049501,25017
21631,22,50,3182,397267,25017
21632,23,4563,37286,2879386,25017
21633,42,875,14264,967869,25027
21634,52,899,15835,1228788,25027
21635,72,3959,71721,1621404,25017
21636,54,1845,19055,1730366,25027
21637,71,266,5142,107630,25027
21638,62,2133,68861,3431737,25027
21639,99,19,31,406,25027
21640,62,4928,122507,6292210,25017
21641,72,1797,26876,496598,25027
21642,55,113,3764,447042,25027
21643,56,1102,12950,507235,25027
21644,51,1328,61988,8675006,25017
21645,54,6968,125736,16206208,25017
21646,81,1893,11417,343336,25027
21647,53,676,3387,164333,25027
21648,61,311,17998,628260,25027
21649,81,4433,30762,1278083,25017
21650,53,115,570,23339,25003
21651,71,114,1681,51999,25003
21652,62,431,11720,584535,25003
21653,72,514,7294,157295,25003
21654,81,344,2217,64536,25003
21655,71,826,12201,334223,25017
21656,99,70,145,7314,25017
21657,42,2036,47117,5347286,25017
21658,99,6,13,164,25003
21659,54,312,3284,280239,25003
21660,61,66,3442,169092,25003
21661,55,420,45420,7244893,25017
21662,55,12,726,49015,25003
21663,56,241,1821,85379,25003
21664,53,1808,13475,890377,25017
21665,42,106,1353,73126,25003
21666,61,928,83994,4715817,25017
21667,51,70,904,43185,25003
21668,52,167,1873,132834,25003
21669,56,2762,51140,3007163,25017
21670,51,175,3087,227453,25005
21671,61,153,4949,137947,25005
21672,71,216,3688,78549,25005
21673,42,600,15314,1175445,25005
21675,11,9,42,1197,25003
21676,21,3,48,2625,25003
21677,22,10,195,21897,25003
21678,23,493,2411,140036,25003
21679,52,536,4285,274365,25005
21680,62,1445,41919,1969512,25005
21681,55,76,5513,543191,25005
21682,99,20,49,2707,25005
21683,81,1008,8235,232570,25013
