,fips,relevant_naics,estab,emp,payann
0,25,11,346,1109,44345
2,25,21,63,539,37996
4,25,22,283,12583,1469169
6,25,23,19251,135369,10387986
8,25,42,7439,141584,12907119
10,25,51,3783,122353,14251979
12,25,52,9580,188171,27381823
14,25,53,7446,49267,3333691
16,25,54,21796,292437,32933267
18,25,55,1283,100087,12988131
20,25,56,11004,162930,8160125
22,25,61,3175,221311,10060326
24,25,62,19473,636270,32883585
26,25,71,3478,62020,2316796
28,25,72,17739,309772,7128016
30,25,81,18227,126737,4635406
32,25,99,276,539,21155
