Naics,Establishments,Employees,Payroll,fips
221111,4,39,4564,25025
221112,11,158,25881,25025
221115,3,46,16213,25025
221122,14,786,114894,25025
221210,7,445,49109,25025
221330,5,166,23251,25025
236115,38,263,17852,25025
236116,13,1838,275967,25025
236117,15,168,15744,25025
236118,269,946,61176,25025
236210,3,254,36645,25025
236220,73,2532,284952,25025
237110,9,557,56732,25025
237120,4,924,85359,25025
237130,11,488,55663,25025
237210,10,52,5492,25025
237310,10,298,44606,25025
237990,9,209,16908,25025
238120,8,161,13121,25025
238110,8,251,21544,25025
238130,12,36,1573,25025
238140,31,180,12608,25025
238150,13,321,26974,25025
238160,24,212,14216,25025
238170,6,6,328,25025
238190,7,15,698,25025
238210,102,2180,207846,25025
238220,129,1053,76744,25025
238290,10,151,12160,25025
238310,38,551,35975,25025
238320,54,256,16443,25025
238330,45,154,5480,25025
238340,6,34,1650,25025
238350,45,203,12082,25025
238390,15,66,6161,25025
238910,33,248,17140,25025
238990,30,335,28740,25025
311340,3,71,2279,25025
311421,3,22,1001,25025
311710,5,383,21271,25025
311811,34,358,7465,25025
311812,15,821,30820,25025
311991,3,111,5948,25025
312120,7,423,12620,25025
312130,3,41,1069,25025
312140,6,48,2204,25025
314999,4,50,2734,25025
315220,3,110,3831,25025
323111,24,606,38359,25025
323113,5,40,1288,25025
325411,3,9,1211,25025
325412,7,1864,242800,25025
332322,3,63,3679,25025
332323,4,21,654,25025
332710,4,25,1621,25025
334510,6,66,6736,25025
334511,3,4,425,25025
334614,3,25,1851,25025
337110,5,8,514,25025
339112,3,14,1406,25025
339113,3,79,6398,25025
339116,10,64,5112,25025
339910,7,37,1229,25025
339950,6,210,14001,25025
339992,3,5,152,25025
339999,3,17,392,25025
423120,12,178,6625,25025
423130,3,44,2331,25025
423220,9,70,5180,25025
339991,5,10,637,25025
423210,21,487,58984,25025
423310,5,221,15871,25025
423320,5,39,3048,25025
423390,5,97,20542,25025
423420,41,494,29674,25025
423440,8,49,2065,25025
423430,15,335,45207,25025
423490,9,38,3404,25025
423450,19,233,34145,25025
423510,8,117,12518,25025
423610,17,98,6481,25025
423620,3,35,4150,25025
423690,12,412,82631,25025
423710,8,179,16491,25025
423720,3,73,5268,25025
423810,3,33,4971,25025
423830,10,147,16408,25025
423840,3,31,2668,25025
423920,3,16,974,25025
423910,6,74,3159,25025
423930,12,170,8694,25025
423940,24,190,14735,25025
423990,5,10,304,25025
424130,6,41,3285,25025
424310,3,15,592,25025
424210,16,2671,1108815,25025
424330,6,88,3494,25025
424320,4,15,819,25025
424340,5,1501,189251,25025
424410,3,175,11483,25025
424420,10,191,13201,25025
424430,5,96,4614,25025
424440,4,85,6456,25025
424450,5,111,5636,25025
424460,35,914,55012,25025
424470,18,363,20472,25025
424480,52,1443,95287,25025
424490,29,347,21793,25025
424690,7,76,6104,25025
424710,7,112,10756,25025
424720,5,178,6146,25025
424820,5,81,5187,25025
424920,9,128,9544,25025
424930,11,211,10479,25025
424940,3,23,1111,25025
424990,14,47,2225,25025
425120,60,969,57838,25025
441110,17,877,50211,25025
441120,22,50,2168,25025
441222,3,39,3076,25025
441310,26,266,7636,25025
441228,3,44,2160,25025
441320,14,101,4054,25025
442110,35,153,8183,25025
442210,9,32,2042,25025
442291,4,12,681,25025
442299,28,367,9231,25025
443141,10,111,7041,25025
443142,45,555,24139,25025
444110,6,660,19235,25025
444120,8,60,4466,25025
444130,20,132,4824,25025
444190,35,532,33171,25025
445120,311,1033,20352,25025
445110,208,8373,221855,25025
445220,18,133,4761,25025
445210,15,47,3162,25025
445230,7,25,619,25025
445310,165,1038,29123,25025
445291,10,55,972,25025
445292,12,52,847,25025
445299,19,172,2538,25025
446110,117,2320,95468,25025
446120,60,482,12048,25025
446130,35,261,6017,25025
447110,82,510,15970,25025
446191,13,63,913,25025
446199,7,70,8373,25025
447190,30,174,4957,25025
448110,35,266,6457,25025
448120,80,1562,32309,25025
448130,16,110,2033,25025
448140,76,2039,43345,25025
448150,35,235,8932,25025
448190,31,424,10242,25025
448210,66,810,18736,25025
448310,86,433,22722,25025
448320,10,68,3670,25025
451130,8,33,421,25025
451110,21,263,5017,25025
451120,4,9,244,25025
451140,6,94,2545,25025
451211,24,332,5200,25025
452311,8,1105,26175,25025
452319,54,591,9815,25025
453210,6,132,3295,25025
453110,41,204,5175,25025
453220,72,771,18137,25025
453910,12,181,4929,25025
453310,38,349,9518,25025
453920,22,92,5270,25025
453991,41,86,2115,25025
453998,27,222,10517,25025
454110,93,9887,1127821,25025
454210,3,24,335,25025
454310,16,290,20363,25025
454390,28,97,6911,25025
481112,6,19,954,25025
481111,34,9385,613932,25025
481211,4,13,920,25025
484110,55,470,23335,25025
484121,43,157,9985,25025
484210,24,305,13281,25025
484220,19,54,3760,25025
484230,13,476,27430,25025
485210,4,127,2395,25025
484122,5,68,3725,25025
485310,21,1121,208280,25025
485320,32,499,9315,25025
485410,7,174,6947,25025
485510,4,139,6587,25025
485991,8,659,24160,25025
485999,9,48,1039,25025
487110,4,116,2270,25025
487210,11,506,17767,25025
488119,17,2259,35595,25025
488410,25,141,4332,25025
488490,7,419,4469,25025
488510,79,1201,73775,25025
488330,6,153,11367,25025
492110,32,2455,92351,25025
492210,10,216,6652,25025
493110,9,449,7736,25025
493190,6,449,179079,25025
511110,22,1219,88446,25025
511120,18,199,15165,25025
511130,19,2355,219851,25025
511199,5,16,1921,25025
512110,38,250,20461,25025
512191,8,36,2822,25025
511210,166,10845,2003273,25025
512131,6,316,2578,25025
512240,9,40,1459,25025
515112,10,606,43412,25025
515120,6,1654,161720,25025
515210,11,40,3662,25025
517311,89,1543,138454,25025
517312,53,394,22394,25025
517410,3,111,8608,25025
517911,5,9,384,25025
517919,6,29,2664,25025
518210,109,4161,583515,25025
519110,4,137,9613,25025
519120,8,196,10586,25025
519130,76,3076,520639,25025
519190,5,75,10901,25025
522110,270,14817,2617731,25025
522130,41,641,48199,25025
522120,52,672,76583,25025
522210,3,11,3457,25025
522220,18,301,56567,25025
522291,9,184,22014,25025
522292,30,338,85950,25025
522298,11,194,30291,25025
522310,15,129,27029,25025
522320,13,248,30964,25025
522390,27,520,45270,25025
523110,76,1499,556113,25025
523120,146,6845,2300271,25025
523910,122,1730,514344,25025
523140,4,25,6467,25025
523920,442,19273,7038895,25025
523991,16,329,56108,25025
523999,23,1505,295491,25025
524126,67,7039,1146935,25025
524127,4,76,15239,25025
524130,9,92,21783,25025
524210,249,2679,417125,25025
524291,11,144,15715,25025
524292,22,1047,151677,25025
524298,10,202,47157,25025
525910,3,16,2303,25025
531110,260,1515,127297,25025
523930,136,2198,413355,25025
524113,51,5282,807933,25025
524114,21,2631,340603,25025
525990,10,107,27366,25025
531130,26,51,1760,25025
531120,117,1366,151120,25025
531190,8,156,8671,25025
531210,403,2313,363556,25025
531312,102,1990,287945,25025
531320,11,47,4798,25025
531311,327,4592,263391,25025
531390,64,485,80639,25025
532111,43,951,25595,25025
532120,8,140,5268,25025
532210,9,40,1501,25025
532284,4,427,6654,25025
532289,6,51,2631,25025
532411,5,8,5406,25025
532412,5,58,4783,25025
532420,4,120,3430,25025
532490,36,413,27261,25025
533110,5,141,17710,25025
541110,917,15882,2624496,25025
541211,104,11623,1263775,25025
541191,5,24,3998,25025
541199,7,23,2279,25025
541213,72,358,4992,25025
541214,10,245,12108,25025
541219,54,326,35712,25025
541310,191,3755,358229,25025
541320,20,188,14991,25025
541350,4,7,280,25025
541370,7,213,18312,25025
541380,7,58,5010,25025
541410,74,347,29730,25025
541420,4,175,20573,25025
541430,55,232,17789,25025
541330,153,10573,941686,25025
541490,5,10,536,25025
541511,312,7628,1006290,25025
541512,135,4265,644755,25025
541513,19,460,52459,25025
541519,46,1828,282020,25025
541611,311,9655,1736888,25025
541612,47,1165,184652,25025
541613,135,2481,288375,25025
541614,21,322,47589,25025
541620,24,615,74144,25025
541690,103,1713,275697,25025
541720,27,385,42638,25025
541820,86,1346,130727,25025
541840,6,10,1654,25025
541618,12,30,3378,25025
541713,27,452,103493,25025
541714,70,2484,689440,25025
541715,107,2961,493084,25025
541810,59,2455,282782,25025
541830,8,208,21064,25025
541850,8,28,1921,25025
541860,7,46,1735,25025
541870,3,342,32329,25025
541890,10,66,3975,25025
541910,43,921,89728,25025
541922,16,68,1460,25025
541930,12,182,13862,25025
541940,21,658,39861,25025
541990,73,1226,88746,25025
551111,3,186,25133,25025
551112,41,491,117804,25025
551114,142,25848,3164005,25025
561110,110,2411,165730,25025
541921,16,57,2217,25025
561210,25,1275,41559,25025
561311,30,838,59136,25025
561312,47,670,138942,25025
561320,192,9150,432183,25025
561330,5,166,22577,25025
561410,50,384,14969,25025
561431,14,143,3953,25025
561439,45,676,29156,25025
561510,76,602,37771,25025
561492,10,52,3540,25025
561499,7,7,1250,25025
561520,19,1061,52621,25025
561599,14,80,7243,25025
561621,7,218,17067,25025
561611,13,119,3362,25025
561612,46,4982,141749,25025
561622,15,56,2978,25025
561710,9,50,2755,25025
561720,215,3406,89784,25025
561730,95,520,23442,25025
561740,7,81,3680,25025
561790,10,67,1217,25025
561920,31,422,42241,25025
561990,36,325,26923,25025
562111,16,517,40155,25025
562219,3,51,2272,25025
562910,10,140,12216,25025
562920,3,92,5245,25025
611110,64,2714,154804,25025
611210,7,798,35392,25025
611310,36,51481,2383399,25025
611420,8,130,20457,25025
611511,3,31,831,25025
611513,9,183,8441,25025
611519,11,548,37644,25025
611610,58,493,9569,25025
611691,26,951,16570,25025
611692,12,56,1423,25025
611699,32,857,19425,25025
611710,67,2273,132166,25025
621210,281,1952,100134,25025
611430,35,380,29913,25025
611620,36,432,7812,25025
611630,19,351,7359,25025
621111,225,10346,1988332,25025
621112,12,80,9578,25025
621310,54,164,7523,25025
621320,36,171,6943,25025
621330,58,370,21976,25025
621340,70,493,25615,25025
621391,7,20,1083,25025
621399,34,186,13116,25025
621410,3,167,11482,25025
621420,40,1105,44902,25025
621492,7,239,15447,25025
621493,6,159,8553,25025
621498,41,4328,293315,25025
621511,37,119,9887,25025
621512,8,38,7575,25025
621610,49,3358,113929,25025
621910,6,91,3581,25025
621999,12,274,62719,25025
622110,12,82992,6435887,25025
622310,6,11293,897886,25025
623110,29,3247,135038,25025
623220,76,1761,66952,25025
623210,129,1252,53075,25025
623990,15,380,15769,25025
624120,81,3403,114925,25025
624190,186,2787,148513,25025
624210,11,314,21532,25025
624221,38,1513,63790,25025
624229,48,538,28106,25025
623311,10,734,23889,25025
623312,21,637,28027,25025
624110,105,2235,86269,25025
624310,25,2642,71106,25025
624410,210,3504,100228,25025
711120,5,292,9561,25025
711110,20,689,14438,25025
711130,26,743,41379,25025
711211,4,2227,344071,25025
711310,29,1929,18800,25025
711320,11,404,16621,25025
711410,21,58,9041,25025
711510,42,250,14287,25025
712120,19,143,4575,25025
712110,18,1845,80725,25025
713930,13,97,2917,25025
713950,6,335,2480,25025
713990,38,292,6644,25025
721191,8,24,462,25025
721199,4,59,1062,25025
721214,3,10,431,25025
721310,7,43,1278,25025
722310,334,5857,152207,25025
722320,54,1140,19729,25025
722330,18,183,1854,25025
722511,953,26334,460870,25025
722513,777,10476,192522,25025
811111,116,617,28208,25025
811118,7,19,487,25025
811121,92,681,30809,25025
811122,13,39,1900,25025
811191,6,66,2227,25025
811192,31,236,7066,25025
811198,7,21,502,25025
811310,9,38,1658,25025
713940,143,3833,54440,25025
721110,110,12196,338980,25025
722410,127,3052,39366,25025
722514,7,96,1498,25025
722515,311,4762,74743,25025
811113,4,8,246,25025
811212,7,26,1138,25025
811412,5,6,200,25025
811420,7,38,2331,25025
811490,26,106,2858,25025
812112,296,2047,47148,25025
812111,26,87,1870,25025
812113,121,763,13922,25025
812191,4,59,2556,25025
812199,67,331,7215,25025
812220,10,92,6443,25025
812310,58,217,4006,25025
812320,85,656,9615,25025
812910,55,418,7939,25025
812930,379,3089,69725,25025
812210,36,214,10753,25025
812990,54,524,17943,25025
813211,106,1461,234862,25025
813212,24,462,40555,25025
813219,27,426,32143,25025
813311,42,329,21779,25025
813312,45,836,53543,25025
813319,87,1957,93260,25025
813910,64,567,63545,25025
813110,288,2775,101265,25025
813410,144,2185,80836,25025
813920,36,346,25313,25025
813930,78,974,40450,25025
813990,49,252,15323,25025
813940,19,114,4570,25025
114111,25,42,2358,25001
114112,12,27,1610,25001
115210,8,30,928,25001
221210,3,110,4382,25001
221310,3,15,1364,25001
236118,374,1282,69224,25001
236115,97,550,33085,25001
236116,4,4,104,25001
236117,11,92,10375,25001
236220,14,188,20253,25001
237130,5,27,1695,25001
237110,13,240,20055,25001
237210,4,7,388,25001
237310,9,79,11842,25001
237990,8,43,6108,25001
238130,33,128,6574,25001
238110,19,89,4604,25001
238150,8,45,1943,25001
238140,38,94,4869,25001
238160,16,77,4123,25001
238170,10,34,1403,25001
238190,9,13,907,25001
238290,5,45,5535,25001
238210,137,525,31429,25001
238220,191,1230,77873,25001
238310,33,227,11617,25001
238320,64,160,8310,25001
238330,24,64,2902,25001
238340,21,71,3578,25001
238350,70,179,9853,25001
238390,10,40,2173,25001
238910,69,463,35272,25001
238990,45,236,15474,25001
311352,5,41,984,25001
311811,12,23,757,25001
311710,3,4,183,25001
311812,4,131,4509,25001
312120,5,69,2509,25001
312130,3,21,1016,25001
314910,4,16,691,25001
314999,3,8,246,25001
321918,5,20,1086,25001
321999,4,14,872,25001
323111,13,34,1173,25001
323113,4,23,736,25001
324121,3,12,902,25001
327320,3,74,5228,25001
332710,5,43,3183,25001
332323,3,8,314,25001
334519,3,155,15240,25001
334512,3,153,11386,25001
336611,3,7,349,25001
336612,7,28,1043,25001
337110,6,37,1964,25001
337212,4,13,460,25001
339116,6,37,993,25001
339910,3,4,339,25001
339999,5,9,350,25001
423120,5,37,663,25001
423310,5,208,12581,25001
423450,3,20,1627,25001
423610,5,27,1044,25001
423720,6,81,5339,25001
423690,7,32,3170,25001
423730,4,24,1128,25001
423820,3,10,676,25001
423830,9,18,1446,25001
423850,4,12,397,25001
423910,4,45,2152,25001
423990,6,11,448,25001
424120,3,28,2008,25001
424210,6,61,4627,25001
424320,8,69,2496,25001
424330,7,34,1288,25001
424450,4,67,3709,25001
424460,10,132,6006,25001
424480,4,87,3729,25001
424690,5,22,1010,25001
424490,8,112,8016,25001
424930,4,13,1171,25001
424990,9,16,1486,25001
425120,19,55,4425,25001
441110,26,872,51121,25001
441120,18,39,1227,25001
441222,21,230,20537,25001
441228,3,5,292,25001
441310,28,263,7290,25001
441320,10,121,5110,25001
442110,30,159,7062,25001
442210,19,80,4129,25001
442291,6,17,694,25001
442299,40,653,10076,25001
443141,7,53,3387,25001
443142,12,111,2812,25001
444120,8,61,2720,25001
444110,4,298,8718,25001
444130,28,243,8752,25001
444190,55,845,52892,25001
445110,66,4018,128459,25001
445120,74,253,6811,25001
444220,23,260,12655,25001
445220,13,66,2953,25001
445230,4,101,4116,25001
445291,4,18,508,25001
445292,6,7,619,25001
445299,11,50,1343,25001
445310,79,561,19501,25001
446120,12,83,1982,25001
446110,31,558,23230,25001
446130,18,131,4083,25001
446191,9,37,1039,25001
446199,10,39,1357,25001
447110,69,420,12392,25001
447190,29,154,7007,25001
448110,12,65,1245,25001
448120,52,241,5989,25001
448130,7,29,596,25001
448140,54,836,17770,25001
448150,5,9,243,25001
448210,21,164,8721,25001
448190,13,38,1298,25001
448310,37,149,4775,25001
451120,15,113,1971,25001
451130,8,40,644,25001
451211,12,91,1315,25001
452210,3,375,5885,25001
451110,46,174,6360,25001
452311,4,602,14752,25001
452319,24,372,8756,25001
453110,13,30,482,25001
453210,4,86,2129,25001
453220,69,178,4302,25001
453910,15,104,3338,25001
453310,29,84,1049,25001
453920,28,35,1566,25001
453991,11,30,727,25001
453998,9,19,685,25001
454110,24,75,2844,25001
454210,3,5,59,25001
454310,16,179,13704,25001
454390,26,79,5098,25001
481111,3,475,18548,25001
483114,3,187,8735,25001
483212,5,30,1318,25001
484110,19,91,4752,25001
484121,9,23,1223,25001
484210,10,85,3689,25001
484220,16,71,3059,25001
484230,4,9,230,25001
485310,6,90,2577,25001
485320,4,51,988,25001
485991,4,149,4800,25001
487210,20,25,2673,25001
488190,5,20,1219,25001
488330,4,7,860,25001
488510,5,60,4352,25001
492110,7,389,16042,25001
511110,8,235,10511,25001
511120,6,46,2147,25001
511140,3,5,113,25001
488410,8,58,2181,25001
511130,5,44,1114,25001
511210,11,45,2666,25001
512110,5,16,625,25001
512131,9,91,1171,25001
515112,6,97,4879,25001
515210,4,30,1275,25001
517311,40,314,22844,25001
517312,15,86,4386,25001
518210,7,33,2668,25001
519120,17,127,2629,25001
522110,63,428,28856,25001
522120,43,632,47546,25001
522130,5,27,1079,25001
522292,3,19,3070,25001
522320,4,4,316,25001
522310,8,50,6104,25001
523120,19,113,26221,25001
523920,28,102,11230,25001
523930,22,46,2600,25001
524113,3,5,486,25001
524130,3,5,487,25001
524210,83,465,34332,25001
524291,5,43,3682,25001
531110,54,352,15878,25001
531120,38,177,14612,25001
531130,9,14,831,25001
531190,9,15,1001,25001
531210,164,348,18352,25001
531320,8,16,848,25001
531311,52,305,12635,25001
531312,12,34,1662,25001
531390,11,14,482,25001
532111,11,39,1026,25001
532284,12,6,1396,25001
532289,7,20,953,25001
532310,3,33,1413,25001
532490,5,76,3449,25001
533110,3,0,553,25001
541110,166,559,35032,25001
541211,51,192,10583,25001
541191,3,8,615,25001
541213,20,85,1889,25001
541214,7,43,1962,25001
541219,56,216,8854,25001
541310,31,150,11053,25001
541320,10,76,6305,25001
541350,16,21,645,25001
541330,70,398,31067,25001
541370,10,36,2470,25001
541410,20,41,2229,25001
541430,10,12,395,25001
541511,37,516,56247,25001
541513,4,12,707,25001
541519,8,10,182,25001
541611,37,133,7753,25001
541612,5,9,526,25001
541613,25,40,2326,25001
541614,3,1,107,25001
541618,3,1,120,25001
541620,15,140,10182,25001
541690,18,28,1509,25001
541512,19,116,12315,25001
541713,3,23,1943,25001
541715,10,1333,103206,25001
541810,7,26,1607,25001
541820,5,4,187,25001
541860,3,5,161,25001
541890,6,18,604,25001
541910,5,12,364,25001
541921,5,14,141,25001
541922,4,2,125,25001
541940,36,387,16538,25001
541990,21,49,2594,25001
551112,5,8,588,25001
561110,22,286,32742,25001
561210,10,32,2040,25001
561312,9,19,2125,25001
561320,4,84,6979,25001
551114,28,1047,63631,25001
561431,5,19,466,25001
561439,3,12,230,25001
561510,6,21,189,25001
561520,4,17,421,25001
561612,4,33,1088,25001
561621,7,56,2530,25001
561710,15,154,9919,25001
561740,6,37,1202,25001
561720,75,295,8876,25001
561730,448,1849,105751,25001
561790,19,57,4265,25001
561920,8,200,9543,25001
561990,7,32,1755,25001
562111,17,182,11023,25001
562920,3,61,3920,25001
562991,16,50,2759,25001
611110,12,956,36952,25001
611430,8,40,2221,25001
611610,16,80,1651,25001
611620,29,119,2954,25001
611691,4,10,195,25001
611692,4,33,1023,25001
611699,16,67,885,25001
611710,11,147,4884,25001
621111,138,1898,151695,25001
621112,5,2,76,25001
621210,112,811,44362,25001
611519,4,11,122,25001
621310,38,91,2901,25001
621320,16,73,3424,25001
621330,16,63,2244,25001
621340,42,304,14593,25001
621391,8,34,1100,25001
621399,17,31,1123,25001
621492,4,42,2636,25001
621493,6,103,4679,25001
621498,14,588,35267,25001
621511,18,56,4671,25001
621610,29,1524,51680,25001
621910,3,37,1844,25001
623110,20,1897,82315,25001
621420,15,379,17798,25001
623210,58,621,25715,25001
623220,10,300,9856,25001
623311,5,145,6585,25001
623312,10,454,14165,25001
623990,3,49,1862,25001
624110,10,62,2111,25001
624120,29,834,25878,25001
624190,27,472,20465,25001
624221,7,79,2210,25001
624229,7,143,7800,25001
624310,11,276,8697,25001
624410,66,540,9725,25001
624210,10,31,1065,25001
711110,6,36,748,25001
711130,6,55,967,25001
711310,10,46,2392,25001
711320,5,4,71,25001
711510,21,44,2150,25001
712110,24,161,5369,25001
712120,3,2,50,25001
713120,6,63,2621,25001
713910,23,271,24320,25001
713930,40,335,19722,25001
713940,48,576,7971,25001
713950,6,98,1391,25001
713990,35,93,3288,25001
721110,146,1738,66773,25001
721191,58,109,3594,25001
721199,10,17,665,25001
721211,9,36,3024,25001
721214,5,36,1397,25001
722310,20,253,5519,25001
722320,23,114,2586,25001
722330,7,31,958,25001
722410,23,191,5520,25001
722511,421,5690,181238,25001
722513,211,1951,53487,25001
722515,140,1270,28905,25001
811111,78,305,15358,25001
811113,3,10,507,25001
811121,32,312,10731,25001
811122,5,19,905,25001
811191,8,52,1788,25001
811212,5,19,661,25001
811310,9,32,2025,25001
811412,5,11,723,25001
811420,3,18,463,25001
811490,25,132,7245,25001
812112,103,521,13518,25001
811192,17,92,3044,25001
812111,3,4,120,25001
812113,29,99,1777,25001
812191,3,6,91,25001
812199,21,109,2083,25001
812210,14,104,4396,25001
812320,12,120,3504,25001
812310,7,31,712,25001
812910,30,136,2632,25001
812930,7,11,522,25001
812990,15,20,651,25001
813110,116,653,16914,25001
813211,15,65,4162,25001
813212,5,35,1697,25001
813219,4,11,573,25001
813312,19,229,15229,25001
813319,8,55,2598,25001
813410,37,140,2609,25001
813910,21,70,2845,25001
813920,9,24,1686,25001
813930,9,31,405,25001
813990,52,356,12341,25001
115210,4,16,240,25003
221122,4,73,10771,25003
221310,4,15,696,25003
236115,36,157,8266,25003
236117,3,10,370,25003
236118,107,346,15589,25003
236220,16,191,13731,25003
237210,5,7,380,25003
237310,4,28,2936,25003
238110,7,16,782,25003
238130,7,30,1203,25003
238140,17,61,4918,25003
238150,3,52,4928,25003
236118,60,159,10289,25007
236115,42,161,14246,25007
237110,4,5,858,25007
238140,5,7,452,25007
238110,5,15,776,25007
238160,3,3,268,25007
238210,26,106,7390,25007
238160,12,50,2713,25003
238170,3,22,1162,25003
238220,74,551,31506,25003
238310,8,18,796,25003
238320,27,67,2866,25003
238330,8,12,651,25003
238210,56,395,26847,25003
238350,23,85,3259,25003
238910,41,239,17907,25003
238990,22,73,5712,25003
311811,6,22,527,25003
311812,4,47,1645,25003
312120,3,22,901,25003
323111,13,489,20187,25003
323113,3,11,228,25003
326199,9,287,15103,25003
327991,3,64,4258,25003
332710,3,22,874,25003
332721,3,28,1507,25003
333511,4,188,9372,25003
238220,34,180,12948,25007
238310,3,9,588,25007
238320,11,26,1321,25007
238330,5,4,246,25007
238350,9,9,280,25007
238910,11,60,3817,25007
238990,4,18,1921,25007
424490,3,14,772,25007
442110,3,12,480,25007
442299,7,43,2378,25007
444120,3,17,1195,25007
444190,11,74,5441,25007
445110,10,243,12847,25007
445120,3,14,684,25007
445220,6,25,2874,25007
445310,9,65,4319,25007
446110,5,30,1373,25007
447110,3,35,1188,25007
447190,7,45,3075,25007
448120,12,7,644,25007
339112,3,246,29279,25003
339950,4,70,4079,25003
423110,3,25,2329,25003
423120,5,44,1377,25003
423220,3,15,742,25003
423390,3,16,515,25003
423420,3,18,933,25003
423610,4,22,893,25003
423690,4,66,2760,25003
423830,4,24,2096,25003
423930,5,45,1329,25003
423940,3,12,415,25003
423990,3,15,320,25003
424210,4,245,11556,25003
424490,6,9,221,25003
441110,15,519,28331,25003
441120,11,47,1473,25003
441228,4,45,1835,25003
441310,17,142,3802,25003
441320,13,87,3486,25003
442110,12,66,2949,25003
442210,4,58,3619,25003
442299,9,211,1724,25003
448140,27,78,2928,25007
448190,3,9,543,25007
448310,9,14,556,25007
452319,4,14,729,25007
453220,10,27,715,25007
453920,8,10,913,25007
454310,5,35,2741,25007
454390,3,10,408,25007
484110,3,8,403,25007
487210,3,2,125,25007
492110,3,39,1962,25007
512131,4,27,880,25007
517311,4,23,1762,25007
522120,10,120,10898,25007
522110,6,38,2436,25007
524210,6,42,2921,25007
531110,3,4,382,25007
531120,6,20,741,25007
531210,28,40,4505,25007
531311,13,49,2659,25007
531312,7,22,1149,25007
531390,3,3,198,25007
443141,4,17,585,25003
443142,7,34,1513,25003
444130,11,86,2849,25003
444120,3,21,826,25003
444190,23,174,8993,25003
444210,5,47,2201,25003
444220,12,95,5056,25003
445120,16,59,966,25003
445299,7,49,1185,25003
445310,40,234,6397,25003
445110,26,1987,57689,25003
446110,16,207,8706,25003
446120,3,42,888,25003
446130,4,10,219,25003
447110,42,415,11128,25003
447190,6,35,834,25003
448110,4,36,700,25003
448120,17,136,1728,25003
448130,5,47,697,25003
532111,4,5,1076,25007
532284,10,8,1027,25007
532289,4,8,462,25007
541110,10,35,2517,25007
541213,3,7,182,25007
541219,5,10,353,25007
541310,9,74,6001,25007
541330,5,22,1723,25007
541410,5,2,306,25007
541430,5,18,971,25007
541940,6,29,1271,25007
561110,3,49,2392,25007
561790,3,6,635,25007
611620,4,20,913,25007
611699,4,10,92,25007
621111,6,49,2422,25007
621210,5,26,1110,25007
621310,3,10,226,25007
621610,3,16,698,25007
623210,3,14,608,25007
624120,4,25,721,25007
624190,3,17,638,25007
448140,26,384,6633,25003
448150,3,30,381,25003
448190,6,87,1026,25003
448210,13,128,2113,25003
561720,11,28,1228,25007
561730,77,310,24152,25007
448310,12,51,1105,25003
451110,16,95,2844,25003
451120,8,82,2142,25003
451130,4,26,468,25003
451211,6,47,672,25003
452311,4,672,20057,25003
452319,25,305,4768,25003
453110,8,35,629,25003
453220,11,37,396,25003
453310,19,115,1907,25003
453910,7,61,1926,25003
453920,4,13,330,25003
453991,4,10,250,25003
453998,12,165,10720,25003
453210,3,42,915,25003
454110,15,46,1759,25003
624410,7,68,1908,25007
712110,3,29,1177,25007
713910,5,59,6715,25007
713990,10,20,2459,25007
713930,6,24,1675,25007
713940,6,158,2198,25007
721110,13,31,2824,25007
721191,10,39,2037,25007
722320,10,20,1108,25007
722330,3,0,96,25007
722511,64,330,22679,25007
722513,17,97,3019,25007
722515,11,16,1030,25007
811111,11,33,1922,25007
812112,9,21,820,25007
812199,6,7,171,25007
812910,4,7,136,25007
813110,16,89,3289,25007
813211,5,13,460,25007
813311,3,22,1130,25007
813312,9,32,2049,25007
813410,9,55,1262,25007
454310,21,147,9242,25003
454390,13,45,1963,25003
484110,10,27,1516,25003
484121,7,62,1975,25003
484210,6,36,1278,25003
484220,5,14,802,25003
485320,6,77,1564,25003
485410,10,224,4878,25003
485991,4,74,2292,25003
488410,3,17,955,25003
492110,3,174,7083,25003
511110,4,133,5029,25003
511120,4,57,2820,25003
511130,4,59,3625,25003
511210,3,15,2424,25003
512110,8,52,614,25003
512131,3,47,324,25003
515210,3,9,414,25003
517311,13,242,11583,25003
517312,8,37,1618,25003
518210,4,8,444,25003
519120,5,28,571,25003
813910,3,6,421,25007
813990,5,8,407,25007
114111,3,2,177,25017
115112,3,12,1467,25017
115210,27,99,2583,25017
115310,4,44,2940,25017
522110,16,87,4919,25003
522120,41,699,55260,25003
522130,17,250,15582,25003
523120,9,40,6136,25003
523910,3,8,477,25003
523920,12,87,9552,25003
523930,4,5,348,25003
524113,3,255,28624,25003
524126,3,9,415,25003
524210,38,220,14422,25003
531110,19,68,3395,25003
531120,17,49,1922,25003
