,fips,relevant_naics,YEAR,estab,emp,payann
0,25,114111,2017,69,205,7157
2,25,113310,2017,24,58,2903
4,25,114119,2017,3,9,23
5,25,114112,2017,90,131,5681
7,25,115210,2017,102,373,8766
9,25,115310,2017,7,48,2956
11,25,212321,2017,18,129,9353
13,25,212319,2017,3,0,0
15,25,221122,2017,88,1951,221534
17,25,221112,2017,21,335,50441
19,25,221111,2017,14,86,11977
21,25,221210,2017,54,251,40767
23,25,221113,2017,5,0,0
25,25,221330,2017,5,0,0
27,25,221310,2017,36,355,20867
29,25,221115,2017,7,19,3575
31,25,238990,2017,785,3501,298443
33,25,236220,2017,742,11277,1118906
35,25,238310,2017,457,5407,363687
37,25,238210,2017,2407,22009,1596569
39,25,238350,2017,813,3542,210537
41,25,238330,2017,361,1909,122660
43,25,238130,2017,296,1160,57851
45,25,238150,2017,104,1452,131688
47,25,237310,2017,224,4223,454183
49,25,236210,2017,35,463,44869
51,25,237210,2017,92,541,37501
53,25,238140,2017,549,2768,213259
55,25,236117,2017,726,2468,164641
57,25,236116,2017,63,2014,254325
59,25,236115,2017,706,2928,181707
61,25,237120,2017,3,604,60121
63,25,238290,2017,168,3437,319736
65,25,238390,2017,129,1774,128039
67,25,238190,2017,98,858,65710
69,25,237990,2017,86,952,77376
71,25,238320,2017,1056,3663,200729
73,25,238220,2017,3190,23955,1748661
75,25,238110,2017,309,2994,257658
77,25,237130,2017,95,2130,176621
79,25,236118,2017,3587,11319,625612
81,25,238160,2017,379,2890,207668
83,25,238170,2017,190,557,29048
85,25,238910,2017,1068,8666,717546
87,25,238120,2017,50,1077,91311
89,25,238340,2017,169,827,44345
91,25,237110,2017,234,2870,270773
93,25,316998,2017,7,28,632
95,25,311999,2017,7,32,676
97,25,314999,2017,42,508,16430
99,25,312120,2017,77,908,36402
101,25,313210,2017,4,184,8777
103,25,311513,2017,3,0,0
105,25,311351,2017,3,0,0
107,25,311920,2017,4,0,0
109,25,311812,2017,100,4193,154122
111,25,311352,2017,33,368,8414
113,25,314120,2017,26,453,14937
115,25,315210,2017,19,140,4713
117,25,312140,2017,7,23,1057
119,25,311423,2017,3,0,0
121,25,311824,2017,3,369,26935
123,25,313320,2017,16,300,19336
125,25,316210,2017,4,0,0
127,25,311813,2017,10,645,29457
129,25,311412,2017,7,697,37291
