Zip,Naics,Establishments,Employees,Payroll,NaicsLevel
43065,453220,4,1,0,6
43065,453220,3,210,0,6
43065,453998,4,1,0,6
43065,453998,3,210,0,6
43065,454110,6,1,0,6
43065,454110,5,210,0,6
43065,454390,4,1,0,6
43065,454390,4,210,0,6
43065,511210,3,1,0,6
43065,517311,5,1,0,6
43065,517311,5,210,0,6
43065,522110,17,1,0,6
43065,522110,5,210,0,6
43065,522110,11,220,0,6
43065,523120,5,1,0,6
43065,523120,4,210,0,6
43065,523910,3,1,0,6
43065,523920,9,1,0,6
43065,523920,8,210,0,6
43065,523930,3,1,0,6
43065,523930,3,210,0,6
43065,524210,26,1,0,6
43065,524210,16,210,0,6
43065,524210,5,220,0,6
43065,524210,5,230,0,6
43065,531110,6,1,0,6
43065,531110,4,210,0,6
43065,531120,6,1,0,6
43065,531120,6,210,0,6
43065,531210,23,1,0,6
43065,531210,23,210,0,6
43065,531311,7,1,0,6
43065,531311,5,210,0,6
43065,531320,3,1,0,6
43065,531320,3,210,0,6
43065,541110,12,1,0,6
43065,541110,10,210,0,6
43065,541191,6,1,0,6
43065,541191,4,210,0,6
43065,541211,3,1,0,6
43065,541211,3,210,0,6
43065,541219,6,1,0,6
43065,541219,5,210,0,6
43065,541310,6,1,0,6
43065,541310,4,210,0,6
43065,541330,10,1,0,6
43065,541330,8,210,0,6
43065,541430,6,1,0,6
43065,541430,5,210,0,6
43065,541511,30,1,0,6
43065,541511,27,210,0,6
43065,541512,18,1,0,6
43065,541512,17,210,0,6
43065,541611,20,1,0,6
43065,541611,16,210,0,6
43065,541613,7,1,0,6
43065,541613,6,210,0,6
43065,541690,5,1,0,6
43065,541690,3,230,0,6
43065,541810,4,1,0,6
43065,541810,4,210,0,6
43065,541830,3,1,0,6
43065,541921,3,1,0,6
43065,541921,3,210,0,6
43065,541940,7,1,0,6
43065,541940,3,241,0,6
43065,551114,3,1,0,6
43065,561110,6,1,0,6
43065,561110,5,210,0,6
43065,561312,5,1,0,6
43065,561312,5,210,0,6
43065,561320,3,1,0,6
43065,561720,9,1,0,6
43065,561720,3,210,0,6
43065,561730,15,1,0,6
43065,561730,10,210,0,6
43065,561730,3,220,0,6
43065,611110,4,1,0,6
43065,611430,3,1,0,6
43065,611610,6,1,0,6
43065,611620,10,1,0,6
43065,611620,5,210,0,6
43065,611691,8,1,0,6
43065,621111,34,1,0,6
43065,621111,24,210,0,6
43065,621111,3,220,0,6
43065,621111,5,230,0,6
43065,621210,25,1,0,6
43065,621210,12,210,0,6
43065,621210,9,220,0,6
43065,621210,3,230,0,6
43065,621310,6,1,0,6
43065,621310,4,210,0,6
43065,621320,4,1,0,6
43065,621340,8,1,0,6
43065,621340,4,210,0,6
43065,621399,3,1,0,6
43065,621399,3,210,0,6
43065,621493,3,1,0,6
43065,621498,3,1,0,6
43065,621610,3,1,0,6
43065,624190,3,1,0,6
43065,624410,25,1,0,6
43065,624410,3,210,0,6
43065,624410,4,220,0,6
43065,624410,3,230,0,6
43065,624410,15,241,0,6
43065,713940,10,1,0,6
43065,713940,3,230,0,6
43065,713990,3,1,0,6
43065,713990,3,210,0,6
43065,722310,3,1,0,6
43065,722410,5,1,0,6
43065,722511,27,1,0,6
43065,722511,4,210,0,6
43065,722511,6,220,0,6
43065,722511,4,230,0,6
43065,722511,9,241,0,6
43065,722511,4,242,0,6
43065,722513,38,1,0,6
43065,722513,7,210,0,6
43065,722513,3,220,0,6
43065,722513,11,230,0,6
43065,722513,15,241,0,6
43065,722515,9,1,0,6
43065,722515,3,210,0,6
43065,722515,3,230,0,6
43065,811111,11,1,0,6
43065,811111,7,210,0,6
43065,811111,4,220,0,6
43065,811121,6,1,0,6
43065,811121,5,210,0,6
43065,811192,6,1,0,6
43065,811192,4,210,0,6
43065,812112,10,1,0,6
43065,812112,3,210,0,6
43065,812112,3,230,0,6
43065,812113,3,1,0,6
43065,236115,4,1,0,6
43065,236117,4,1,0,6
43065,236118,10,1,0,6
43065,236118,8,210,0,6
43065,236220,4,1,0,6
43065,238210,5,1,0,6
43065,238910,4,1,0,6
43065,812113,3,210,0,6
43065,812199,3,1,0,6
43065,812320,7,1,0,6
43065,812320,5,210,0,6
43065,812910,5,1,0,6
43065,812910,3,210,0,6
43065,812990,6,1,0,6
43065,812990,5,210,0,6
43065,813110,13,1,0,6
43065,813110,6,210,0,6
43065,813110,3,241,0,6
43065,238910,3,210,0,6
43065,238990,5,1,0,6
43065,238990,4,210,0,6
43065,423210,3,1,0,6
43065,423310,3,1,0,6
43065,423450,4,1,0,6
43065,423450,4,210,0,6
43065,423990,3,1,0,6
43065,424690,3,1,0,6
43065,424690,3,210,0,6
43065,425120,9,1,0,6
43065,425120,8,210,0,6
43065,441310,4,1,0,6
43065,441310,3,220,0,6
43065,445110,3,1,0,6
43065,445310,4,1,0,6
43065,446110,4,1,0,6
43065,446110,3,241,0,6
43065,446191,3,1,0,6
43065,446191,3,210,0,6
43065,447110,6,1,0,6
43065,447110,5,220,0,6
43065,448310,3,1,0,6
