Naics,Establishments,Employees,Payroll
113110,3,15,610
113310,53,152,5961
114112,9,3,132
114119,3,0,28
114210,6,56,2434
115112,5,29,600
114111,11,7,138
115114,8,265,15057
115115,5,98,5557
115310,7,34,1498
212312,12,611,35806
212321,16,207,12912
221112,39,1288,164666
221113,3,856,113511
221114,8,51,2858
221310,20,135,8885
221320,6,54,2967
221330,6,135,13027
115116,4,14,413
115210,89,386,13499
212111,5,84,5856
236117,237,2415,243364
212313,3,155,9940
212319,5,80,6770
236118,3130,10988,524451
213112,4,92,12792
221111,6,85,10458
236220,954,14097,1217810
221115,4,13,1263
221117,5,14,653
221121,6,12,1885
221122,103,6322,830622
221210,16,1480,170518
236115,453,2463,141490
236116,43,999,95758
236210,33,429,47274
311211,5,65,4932
311224,3,35,1799
311351,5,50,1260
311352,17,261,9156
311811,121,1212,25968
237110,168,3479,218196
237120,18,913,47585
237130,124,3761,254062
237210,79,420,34416
237310,163,5037,322081
238190,137,1201,71890
237990,89,1089,68808
238110,320,9053,503682
238120,74,1494,86067
238130,173,932,55796
238140,396,5099,247928
238150,123,1874,120445
238320,758,4549,218178
238160,304,3649,217178
238170,124,660,35966
238350,562,3653,219133
238210,1504,22372,1445452
238220,2073,28953,1876995
238290,139,3857,340033
238310,342,5939,316114
311111,4,121,6168
311119,13,224,9600
311340,6,157,8010
238330,344,1834,109337
311511,9,803,46029
311513,4,205,8802
311520,7,1432,68333
238340,136,1179,65882
311611,11,215,8819
311612,10,256,13830
311615,4,1614,54911
311710,19,261,18156
238390,177,2854,154397
311812,58,2863,114272
311813,4,137,6606
238910,533,9014,516519
238990,489,4797,286042
311411,3,127,7152
311421,5,173,11505
311821,4,6,84
311824,4,84,2913
311919,4,734,42821
311920,8,173,7781
311941,8,162,10751
311942,11,1866,132977
311991,5,118,5163
311999,6,66,5784
312111,8,847,35221
312113,6,91,5348
312120,58,610,20703
312130,33,370,7640
312140,13,174,11922
312230,4,71,8991
313220,3,175,6105
313310,9,33,544
313320,3,151,8524
314120,19,201,9192
314910,32,368,15435
314999,33,263,11174
315210,13,89,2046
315220,9,971,34068
315240,3,3,150
315990,5,77,3550
316210,3,129,6881
316998,8,33,1766
321113,16,264,12172
321114,5,70,3374
321214,14,902,34054
321911,10,611,22174
321912,10,170,6142
321918,15,226,10767
321920,16,190,6162
321992,4,795,34556
321999,21,203,7313
322211,11,708,43919
322220,3,153,8415
322230,6,177,8430
322299,5,179,9781
323111,269,5272,282144
323113,51,664,30657
323117,18,653,33804
323120,30,369,16862
324122,3,327,21856
325120,3,73,5402
325180,11,954,97178
325199,6,189,12118
325211,8,238,14321
325311,6,135,6238
325312,5,44,3169
325314,8,173,7139
325411,6,506,35348
325412,17,959,73013
325413,7,1638,148820
325414,11,1586,190792
325510,10,586,41444
325520,5,646,37205
325611,5,92,5103
325612,4,171,10294
325620,8,694,60400
325998,15,297,18854
324121,28,502,32705
326111,3,202,8903
326112,3,227,14562
326113,7,1131,97083
326121,3,6,991
326122,4,110,7196
326140,4,183,6902
326150,4,358,18714
326160,6,645,30658
326199,55,2831,179115
326212,4,115,6109
326291,3,191,10192
326299,8,381,21442
327110,17,78,3909
327120,4,105,5298
327215,14,200,10102
327310,3,358,31687
327320,61,1479,84316
327390,24,531,24266
327420,5,389,31729
327991,19,308,15118
327992,5,74,4390
327212,4,71,2905
327331,12,385,19564
327999,3,167,7795
331110,4,41,4687
331318,3,38,2009
331523,3,134,4766
332111,4,24,1015
332313,9,129,7393
332321,14,331,18132
332322,44,903,47976
332323,33,747,46872
332420,5,99,6497
332311,3,142,6800
332312,30,1271,83248
332431,4,397,23531
332439,3,153,5798
332510,4,113,4854
332618,5,278,15896
332722,3,172,9542
332811,3,13,580
332911,4,66,3771
332999,15,89,5159
332710,129,1915,108328
332721,29,483,26882
332812,18,237,12430
332813,16,122,5544
332996,3,46,2582
333120,4,147,8048
333241,3,6,182
333243,4,234,13844
333249,12,367,24093
333314,5,53,2907
333318,11,255,21849
333413,7,141,7604
333414,4,85,4730
333415,14,1360,93887
333517,4,154,12573
333511,5,214,9429
333514,8,191,9031
333515,4,6,224
333519,3,43,1959
333613,3,3,71
