,fips,relevant_naics,YEAR,estab,emp,payann
1,21,11,2018,156,1055,40544
3,21,21,2018,313,8705,596137
5,21,22,2018,264,7287,695276
7,21,23,2018,7463,72646,3847216
9,21,42,2018,4062,67416,4036549
11,21,51,2018,1618,29959,1451075
13,21,52,2018,6243,72468,5236193
15,21,53,2018,3947,18197,775872
17,21,54,2018,8017,72355,3962969
19,21,55,2018,599,37758,3205319
21,21,56,2018,4053,97589,2972415
23,21,61,2018,846,27424,791970
25,21,62,2018,11744,258960,12569086
27,21,71,2018,1255,18583,436007
29,21,72,2018,8251,181828,2858437
31,21,81,2018,9420,64783,1846541
33,21,99,2018,91,80,1755
