,fips,relevant_naics,YEAR,estab,emp,payann
1,21,1133,2018,13,63,1507
3,21,1152,2018,104,857,34951
5,21,1151,2018,3,25,819
7,21,2121,2018,104,4809,339380
9,21,2123,2018,19,587,34766
11,21,2111,2018,35,275,17170
13,21,2131,2018,55,984,67085
15,21,2211,2018,168,5588,572436
17,21,2212,2018,7,264,20643
19,21,2213,2018,14,199,13966
21,21,2382,2018,2153,26558,1461036
23,21,2383,2018,943,6696,256687
25,21,2381,2018,977,7855,358318
27,21,2373,2018,66,1752,128662
29,21,2372,2018,23,54,3199
31,21,2362,2018,474,6995,410097
33,21,2379,2018,19,701,36041
35,21,2389,2018,803,7100,372400
37,21,2361,2018,1349,5446,261579
39,21,2371,2018,198,4912,312973
41,21,3111,2018,3,99,3203
43,21,3116,2018,6,270,8998
46,21,3118,2018,48,3572,149246
48,21,3121,2018,74,4130,284335
49,21,3115,2018,3,31,324
51,21,3114,2018,5,664,36689
53,21,3119,2018,23,1107,70059
55,21,3149,2018,24,499,11784
57,21,3113,2018,3,28,412
59,21,3141,2018,10,319,9769
61,21,3251,2018,37,2950,254695
63,21,3273,2018,100,1868,88562
65,21,3271,2018,6,263,15636
67,21,3222,2018,52,5589,345452
69,21,3272,2018,8,261,11041
71,21,3259,2018,10,298,24571
73,21,3279,2018,20,417,15347
75,21,3219,2018,126,4969,183107
77,21,3255,2018,15,332,18916
79,21,3253,2018,3,37,3091
81,21,3241,2018,9,130,10089
83,21,3254,2018,11,277,15783
85,21,3261,2018,108,10154,471704
87,21,3231,2018,262,11474,472092
89,21,3252,2018,16,1711,132612
91,21,3262,2018,4,19,835
93,21,3211,2018,68,1619,51703
95,21,3256,2018,6,636,46774
97,21,3212,2018,3,21,567
98,21,3364,2018,3,371,23351
100,21,3331,2018,9,609,19805
102,21,3313,2018,13,3768,268394
104,21,3323,2018,142,3985,165685
106,21,3324,2018,14,752,41512
108,21,3328,2018,15,646,20785
110,21,3333,2018,6,448,29323
111,21,3322,2018,3,35,1302
112,21,3351,2018,3,76,4703
114,21,3353,2018,11,705,45330
116,21,3321,2018,13,1344,71289
118,21,3371,2018,62,1132,45483
120,21,3352,2018,3,3612,264447
122,21,3332,2018,16,444,24621
125,21,3327,2018,226,3923,193233
127,21,3391,2018,66,1056,43032
129,21,3335,2018,35,1130,72944
131,21,3362,2018,8,726,37931
133,21,3363,2018,110,29553,1495563
135,21,3345,2018,10,315,11481
137,21,3372,2018,19,752,35915
139,21,3359,2018,3,149,11261
141,21,3329,2018,30,1102,86883
143,21,3339,2018,68,6583,434409
145,21,3399,2018,122,2043,86849
147,21,3344,2018,3,5,141
149,21,3326,2018,3,897,51468
151,21,3312,2018,3,234,11452
153,21,3334,2018,9,627,28063
155,21,4243,2018,35,347,19044
157,21,4248,2018,26,1668,122539
159,21,4246,2018,88,1403,98287
161,21,4242,2018,64,1130,120675
163,21,4245,2018,43,612,21840
165,21,4232,2018,60,1131,106759
167,21,4244,2018,236,8369,383839
169,21,4237,2018,192,2452,143945
171,21,4236,2018,175,2743,190213
173,21,4233,2018,168,2461,124057
175,21,4238,2018,713,10462,658326
177,21,4235,2018,66,1390,70474
179,21,4239,2018,222,2748,131857
181,21,4249,2018,252,2707,114888
183,21,4231,2018,248,7182,694353
185,21,4241,2018,55,612,34827
187,21,4247,2018,73,1089,65740
189,21,4234,2018,334,4723,276562
191,21,4251,2018,304,3299,171023
193,21,4411,2018,693,16637,798245
195,21,4413,2018,979,8354,235898
197,21,4453,2018,486,2598,47992
199,21,4441,2018,837,17138,500067
201,21,4481,2018,1038,12890,177743
203,21,4431,2018,261,2813,77914
205,21,4421,2018,278,2214,75360
207,21,4471,2018,2017,17005,304832
209,21,4451,2018,914,30010,629151
211,21,4461,2018,1315,15016,515554
213,21,4422,2018,261,2445,60531
215,21,4483,2018,167,1174,30832
