,fips,relevant_naics,YEAR,estab,emp,payann
0,21,11,2017,155,948,36335
2,21,21,2017,319,5758,315863
4,21,22,2017,279,2400,201994
6,21,23,2017,7322,71799,3736720
8,21,42,2017,4157,66315,3639959
10,21,51,2017,1602,30835,1400938
12,21,52,2017,6269,73873,4928325
14,21,53,2017,3825,18101,734284
16,21,54,2017,8057,69508,3590744
18,21,55,2017,613,35185,2973663
20,21,56,2017,4036,89714,2710722
22,21,61,2017,844,21235,603895
24,21,62,2017,11811,259480,12057871
26,21,71,2017,1366,18049,416060
28,21,72,2017,8228,178436,2698685
30,21,81,2017,9483,65508,1778773
32,21,99,2017,60,86,1254
