	id	COUNTY	GEO_TTL	NAICS_Sector	NAICS2012_TTL	state	relevant_naics	estab_agg	estab_api
8	53	999	Statewide	21	Coal mining	53	2121	3.0	2.6
95	53	999	Statewide	33	Motor vehicle manufacturing	53	3361	9.4	6.6
106	53	999	Statewide	33	Railroad rolling stock manufacturing	53	3365	2.0	1.2
201	53	999	Statewide	52	Monetary authorities - central bank	53	5211	1.0	1.0
