Zip,Naics,Establishments,Employees,Payroll
84001,00,30,1,14036
84001,00,12,210,0
84001,00,9,220,0
84001,00,5,230,0
84001,00,4,241,0
84001,21,8,1,0
84001,21,4,220,0
84001,23,6,1,0
84001,23,4,210,0
84001,44,5,1,0
84002,00,6,1,1958
84002,00,3,210,0
84302,00,81,230,0
84302,00,567,1,522522
84302,00,327,210,0
84302,00,92,220,0
84302,00,42,241,0
84302,00,11,242,0
84302,00,8,251,0
84302,00,4,252,0
84302,23,73,1,0
84302,23,48,210,0
84302,23,12,220,0
84302,23,9,230,0
84302,31,31,1,0
84003,71,3,220,0
84003,71,27,1,0
84003,71,20,210,0
84003,72,122,1,0
84003,72,23,210,0
84003,72,18,220,0
84003,72,26,230,0
84003,72,45,241,0
84003,72,7,242,0
84003,72,3,251,0
84003,48,26,1,0
84003,48,14,210,0
84003,48,3,220,0
84003,48,3,230,0
84003,48,3,242,0
84003,81,90,1,0
84003,81,58,210,0
84003,81,17,220,0
84003,81,8,230,0
84003,81,7,241,0
84003,51,43,1,0
84003,51,15,210,0
84003,51,8,220,0
84003,51,10,230,0
84003,51,4,241,0
84003,51,3,242,0
84302,31,11,210,0
84302,31,4,220,0
84302,31,8,230,0
84302,42,10,1,0
84302,42,5,210,0
84302,42,3,220,0
84302,44,76,1,0
84302,44,41,210,0
84302,44,11,220,0
84302,44,14,230,0
84302,44,4,241,0
84302,44,4,242,0
84302,48,32,1,0
84302,48,20,210,0
84302,48,3,220,0
84302,48,5,230,0
84302,48,4,241,0
84302,51,9,1,0
84302,51,5,210,0
84302,52,39,1,0
84302,52,26,210,0
84302,52,7,220,0
84302,52,4,230,0
84302,53,30,1,0
84302,53,28,210,0
84302,54,35,1,0
84302,54,20,210,0
84302,54,9,220,0
84302,54,5,230,0
84302,56,27,1,0
84302,56,21,210,0
84302,61,9,1,0
84302,61,5,210,0
84302,62,96,1,0
84302,62,48,210,0
84302,62,18,220,0
84302,62,18,230,0
84302,62,9,241,0
84003,52,88,1,0
84003,52,62,210,0
84003,52,9,220,0
84003,52,11,230,0
84003,52,5,241,0
84003,53,122,1,0
84003,53,109,210,0
84003,53,4,220,0
84003,53,9,230,0
84003,54,280,1,0
84003,54,238,210,0
84003,54,23,220,0
84003,54,10,230,0
84003,54,4,241,0
84003,00,1644,1,960323
84003,00,1006,210,0
84003,00,217,220,0
84003,00,190,230,0
84003,00,146,241,0
84003,00,49,242,0
84003,00,25,251,0
84003,00,6,252,0
84003,00,4,254,0
84003,23,180,1,0
84003,23,118,210,0
84003,23,24,220,0
84003,23,15,230,0
84003,23,13,241,0
84003,23,7,242,0
84302,71,13,1,0
84302,71,10,210,0
84302,72,45,1,0
84302,72,12,210,0
84302,72,4,220,0
84302,72,10,230,0
84302,72,15,241,0
84302,81,38,1,0
84302,81,23,210,0
84302,81,12,220,0
84302,81,3,230,0
84003,55,11,1,0
84003,55,3,210,0
84003,55,3,230,0
84003,55,3,241,0
84003,56,75,1,0
84003,56,48,210,0
84003,56,14,220,0
84003,56,5,230,0
84003,56,4,241,0
84003,31,45,1,0
84003,31,19,210,0
84003,31,7,220,0
84003,31,6,230,0
84003,31,7,241,0
84003,31,3,242,0
84003,31,3,251,0
84003,61,34,1,0
84003,61,17,210,0
84003,61,4,220,0
84003,61,3,230,0
84003,61,4,241,0
84003,61,4,242,0
84003,42,57,1,0
84003,42,31,210,0
84003,42,9,220,0
84003,42,3,230,0
84003,42,9,241,0
84003,42,4,242,0
84003,62,210,1,0
84003,62,116,210,0
84003,62,31,220,0
84003,62,39,230,0
84003,62,15,241,0
84003,62,4,242,0
84003,62,3,251,0
84003,44,229,1,0
84003,44,112,210,0
84003,44,42,220,0
84003,44,37,230,0
84003,44,24,241,0
84003,44,7,242,0
84003,44,5,251,0
84004,00,276,1,90142
84004,00,215,210,0
84004,00,29,220,0
84004,00,19,230,0
84004,00,10,241,0
84004,23,35,1,0
84004,23,29,210,0
84004,23,5,220,0
84004,31,4,1,0
84004,42,9,1,0
84004,42,9,210,0
84004,44,23,1,0
84004,44,22,210,0
84004,48,3,1,0
84004,51,10,1,0
84004,51,7,210,0
84004,51,3,220,0
84004,52,23,1,0
84004,52,18,210,0
84004,53,28,210,0
84004,53,30,1,0
84004,54,73,1,0
84004,54,58,210,0
84004,54,6,220,0
84004,54,5,230,0
84004,55,3,1,0
84004,56,13,1,0
84004,56,9,210,0
84004,61,8,1,0
84004,61,4,210,0
84004,62,22,1,0
84004,62,12,210,0
84004,62,5,220,0
84004,62,3,241,0
84004,71,6,1,0
84004,71,5,210,0
84004,72,3,1,0
84004,81,9,1,0
84004,81,8,210,0
84005,54,49,210,0
84005,56,13,1,0
84005,56,11,210,0
84005,61,7,1,0
84005,61,5,210,0
84005,62,14,1,0
84005,62,5,210,0
84005,62,4,220,0
84005,62,5,230,0
84005,72,6,1,0
84005,72,3,210,0
84005,81,11,1,0
84005,81,9,210,0
84005,00,292,1,41680
84005,00,224,210,0
84005,00,33,220,0
84005,00,23,230,0
84005,00,10,241,0
84005,23,86,1,0
84005,23,54,210,0
84005,23,19,220,0
84005,23,8,230,0
84005,23,4,241,0
84005,31,4,210,0
84005,31,4,1,0
84005,42,10,1,0
84005,42,9,210,0
84005,44,28,1,0
84005,44,19,210,0
84005,44,4,220,0
84005,44,3,230,0
84005,48,9,1,0
84005,48,8,210,0
84005,51,5,1,0
84005,51,4,210,0
84005,52,12,1,0
84005,52,12,210,0
84005,53,30,1,0
84005,53,30,210,0
84005,54,53,1,0
84006,00,20,1,172740
84006,00,9,210,0
84006,00,5,230,0
84006,21,4,1,0
84006,23,4,1,0
84006,23,4,210,0
84007,00,15,1,1814
84007,00,12,210,0
84007,21,3,1,0
84007,23,4,1,0
84007,23,4,210,0
84007,48,3,1,0
84009,00,299,1,134845
84009,00,236,210,0
