Zip,Naics,Establishments,Employees,Payroll,NaicsLevel
10523,55,7,1,0,2
10523,55,4,241,0,2
10523,56,49,1,0,2
10523,56,21,210,0,2
10523,56,7,220,0,2
10523,56,6,230,0,2
10523,56,7,241,0,2
10523,56,5,251,0,2
10523,61,7,1,0,2
10523,61,3,210,0,2
10523,61,3,230,0,2
10523,62,30,1,0,2
10523,62,12,210,0,2
10523,62,3,220,0,2
10523,62,6,230,0,2
10523,62,6,241,0,2
10523,71,20,1,0,2
10523,71,7,210,0,2
10523,71,4,230,0,2
10523,71,4,241,0,2
10523,72,52,1,0,2
10523,72,20,210,0,2
10523,72,12,220,0,2
10523,72,11,230,0,2
10523,72,7,241,0,2
10523,81,70,1,0,2
10523,81,43,210,0,2
10523,81,16,220,0,2
10523,81,7,230,0,2
10523,81,4,241,0,2
10523,00,679,1,720913,2
10523,00,357,210,0,2
10523,00,110,220,0,2
10523,00,85,230,0,2
10523,00,76,241,0,2
10523,00,27,242,0,2
10523,00,18,251,0,2
10523,00,4,252,0,2
10523,23,76,1,0,2
10523,23,51,210,0,2
10523,23,7,220,0,2
10523,23,6,230,0,2
10523,23,7,241,0,2
10523,23,3,242,0,2
10523,31-33,26,1,0,2
10523,31-33,3,241,0,2
10523,31-33,10,210,0,2
10523,31-33,3,220,0,2
10523,31-33,4,230,0,2
10523,31-33,3,242,0,2
10523,42,80,1,0,2
10523,42,31,210,0,2
10523,42,21,220,0,2
10523,42,13,230,0,2
10523,42,10,241,0,2
10523,42,3,242,0,2
10523,44-45,62,1,0,2
10523,44-45,33,210,0,2
10523,44-45,9,220,0,2
10523,44-45,9,230,0,2
10523,44-45,7,241,0,2
10523,44-45,3,251,0,2
10523,48-49,23,1,0,2
10523,48-49,8,210,0,2
10523,48-49,3,230,0,2
10523,48-49,5,241,0,2
10523,48-49,3,251,0,2
10523,51,17,1,0,2
10523,51,10,210,0,2
10523,52,31,1,0,2
10523,52,20,210,0,2
10523,52,7,220,0,2
10523,53,45,1,0,2
10523,53,28,210,0,2
10523,53,5,220,0,2
10523,53,5,230,0,2
10523,53,6,241,0,2
10523,54,83,1,0,2
10523,54,60,210,0,2
10523,54,12,220,0,2
10523,54,5,230,0,2
10523,54,4,241,0,2
