Naics,Establishments,Employees,Payroll,fips
236115,6,5,187,21079
236220,4,17,415,21079
238110,3,27,1316,21079
238210,6,30,2293,21079
238220,10,136,5541,21079
238910,5,13,564,21079
238990,4,13,199,21079
445310,3,6,153,21079
446110,3,20,912,21079
447110,7,61,1157,21079
452319,4,21,393,21079
517311,5,22,1676,21079
522110,4,41,1629,21079
524210,5,10,303,21079
531210,6,8,221,21079
541110,3,3,38,21079
541219,3,7,73,21079
561730,4,10,301,21079
621111,4,24,1352,21079
624120,7,52,974,21079
624190,4,6,98,21079
624410,4,43,653,21079
722513,5,49,509,21079
722511,7,41,657,21079
813110,10,31,431,21079
236115,3,4,66,21089
236118,3,29,1090,21089
236220,3,22,1043,21089
237110,3,9,375,21089
238220,8,128,4986,21089
238910,4,14,381,21089
321113,3,34,993,21089
327120,3,181,14251,21089
441310,3,25,521,21089
441120,4,4,87,21089
445110,5,215,4624,21089
446110,7,96,3930,21089
447110,19,182,2497,21089
452319,9,92,1228,21089
453991,3,40,573,21089
453998,5,20,307,21089
488210,4,54,5509,21089
517311,4,18,1126,21089
522390,5,6,301,21089
522110,15,113,4443,21089
524210,12,48,1708,21089
531110,4,5,134,21089
531120,3,14,395,21089
531210,3,2,43,21089
541110,8,31,1118,21089
541940,5,48,1319,21089
551114,4,53,3633,21089
561710,3,4,147,21089
561720,8,137,3433,21089
561730,4,22,939,21089
621111,24,173,11118,21089
621210,9,60,3284,21089
621310,5,9,180,21089
621340,4,15,723,21089
621610,4,111,1879,21089
623110,3,148,4419,21089
623311,3,101,2620,21089
623312,3,80,1892,21089
624190,3,30,426,21089
624410,3,51,571,21089
722511,15,191,3332,21089
722513,17,344,4689,21089
811121,6,28,1129,21089
812210,7,14,534,21089
813110,25,105,1922,21089
813930,4,31,209,21089
238910,4,62,3184,21091
522110,5,56,1702,21091
722513,3,84,802,21091
813110,11,50,787,21091
238220,6,17,499,21069
212312,3,53,2195,21043
236220,3,9,418,21043
238210,6,57,2162,21043
238220,9,18,2184,21043
238310,3,5,53,21043
238990,4,29,2533,21043
441110,3,52,2437,21043
441120,8,19,406,21043
441310,6,40,826,21043
442110,3,22,663,21043
444220,5,29,511,21043
445110,5,132,2269,21043
445120,3,33,388,21043
446110,6,69,2451,21043
447110,18,194,2901,21043
448120,3,8,133,21043
452319,9,72,1224,21043
453930,3,14,649,21043
484110,3,5,69,21043
484121,4,8,370,21043
321920,3,33,894,21069
423820,4,32,1483,21069
441228,3,31,933,21069
441310,3,38,1495,21069
441320,3,12,384,21069
444220,4,52,2572,21069
445110,3,70,891,21069
447110,9,46,889,21069
452319,3,26,524,21069
453930,4,22,909,21069
484220,3,5,205,21069
517311,3,12,839,21069
522110,8,87,3617,21069
522390,3,4,218,21069
524210,8,16,518,21069
531110,3,3,40,21069
531210,5,7,175,21069
541110,3,5,158,21069
541940,3,18,495,21069
621210,3,23,812,21069
517311,6,28,2118,21043
517312,3,383,13537,21043
522110,10,140,5383,21043
522390,5,9,316,21043
524210,7,24,1131,21043
531110,4,9,202,21043
531311,3,7,299,21043
541110,7,33,937,21043
541211,3,16,657,21043
561720,4,69,997,21043
