Zip Code,naics,Establishments,Employees,Payroll,IND Level
94089,55,7,001,0,2
94089,55,4,210,0,2
94089,56,26,001,0,2
94089,56,16,210,0,2
94089,56,3,220,0,2
94089,61,7,001,0,2
94089,61,5,210,0,2
94089,62,23,001,0,2
94089,62,11,210,0,2
94089,62,5,220,0,2
94089,62,5,230,0,2
94089,71,12,001,0,2
94089,71,4,210,0,2
94089,71,3,230,0,2
94089,71,4,241,0,2
94089,72,73,001,0,2
94089,72,22,210,0,2
94089,72,13,220,0,2
94089,72,20,230,0,2
94089,72,15,241,0,2
94089,81,19,001,0,2
94089,81,12,210,0,2
94089,81,3,230,0,2
94089,00,588,001,10413978,2
94089,00,275,210,0,2
94089,00,83,220,0,2
94089,00,81,230,0,2
94089,00,61,241,0,2
94089,00,23,242,0,2
94089,00,25,251,0,2
94089,00,12,252,0,2
94089,00,19,254,0,2
94089,00,9,260,0,2
94089,23,19,001,0,2
94089,23,13,210,0,2
94089,31-33,78,001,0,2
94089,31-33,23,210,0,2
94089,31-33,16,220,0,2
94089,31-33,16,230,0,2
94089,31-33,8,241,0,2
94089,31-33,8,242,0,2
94089,31-33,4,254,0,2
94089,42,58,001,0,2
94089,42,24,210,0,2
94089,42,7,220,0,2
94089,42,6,230,0,2
94089,42,8,241,0,2
94089,42,4,242,0,2
94089,42,6,251,0,2
94089,42,3,260,0,2
94089,44-45,26,001,0,2
94089,44-45,19,210,0,2
94089,44-45,3,230,0,2
94089,48-49,10,001,0,2
94089,48-49,4,210,0,2
94089,51,71,001,0,2
94089,51,22,210,0,2
94089,51,5,220,0,2
94089,51,9,241,0,2
94089,51,4,242,0,2
94089,51,8,251,0,2
94089,51,6,252,0,2
94089,51,10,254,0,2
94089,51,5,260,0,2
94089,52,7,001,0,2
94089,52,3,210,0,2
94089,53,34,001,0,2
94089,53,21,210,0,2
94089,53,7,220,0,2
94089,53,4,230,0,2
94089,54,114,001,0,2
94089,54,70,210,0,2
94089,54,16,220,0,2
94089,54,12,230,0,2
94089,54,5,241,0,2
94089,54,5,251,0,2
94089,54,3,252,0,2
