Naics,Establishments,Employees,Payroll,fips
11,7,19,580,33005
21,4,32,3623,33005
22,5,52,5288,33005
23,253,1592,97389,33005
42,64,1027,59111,33005
51,36,562,62175,33005
52,92,1205,86334,33005
53,79,225,9797,33005
54,150,665,39575,33005
55,14,1197,127609,33005
56,109,1269,38162,33005
61,33,1102,36267,33005
62,165,3943,191135,33005
71,47,552,13016,33005
72,194,2822,59157,33005
81,176,1205,38041,33005
11,17,89,4396,33013
21,8,100,6150,33013
22,18,361,39203,33013
23,495,3614,250858,33013
42,175,3585,226062,33013
51,69,762,44210,33013
52,222,3172,260948,33013
53,148,1159,77627,33013
54,377,2788,216015,33013
55,20,630,58153,33013
56,250,2418,113083,33013
61,82,3418,143579,33013
62,426,12848,661289,33013
71,82,1898,34158,33013
72,339,6029,128229,33013
81,536,2822,114330,33013
11,20,170,7578,33007
22,10,116,9766,33007
23,66,220,11270,33007
42,25,217,11248,33007
11,26,123,10695,33009
21,4,16,1695,33009
22,19,330,27101,33009
23,259,1270,75959,33009
51,16,75,3799,33007
52,37,250,14881,33007
53,29,85,6825,33007
54,32,107,5249,33007
55,4,39,3314,33007
56,37,141,5282,33007
42,90,805,50622,33009
61,11,122,4757,33007
62,96,2160,100518,33007
71,31,159,6069,33007
72,120,1970,41572,33007
81,80,366,12278,33007
11,11,40,1192,33015
21,4,17,1301,33015
22,29,1317,150290,33015
23,1165,9367,695790,33015
51,73,975,96976,33009
52,152,895,101891,33009
53,147,546,22172,33009
54,234,1699,169643,33009
42,564,8634,836017,33015
55,11,174,13715,33009
56,169,1156,52547,33009
61,72,9155,445739,33009
62,286,12572,965782,33009
71,77,1850,35936,33009
72,420,5565,129871,33009
81,252,1448,42820,33009
99,9,15,539,33009
21,6,30,2288,33001
11,5,9,379,33001
22,8,132,14260,33001
23,229,1312,92887,33001
42,58,475,32086,33001
51,173,4268,342895,33015
51,26,277,11955,33001
52,522,7275,717080,33015
52,76,580,34991,33001
53,77,265,11580,33001
54,127,627,37251,33001
53,342,1791,92384,33015
55,4,58,4009,33001
56,104,730,23860,33001
61,22,471,19457,33001
62,156,4222,209564,33001
54,1014,9940,721103,33015
71,53,455,17251,33001
72,250,3256,78047,33001
55,68,2013,276861,33015
81,206,829,24461,33001
56,647,8762,466554,33015
11,24,55,3365,33011
99,3,2,29,33001
21,6,25,1485,33011
22,28,958,90371,33011
23,1253,9260,658938,33011
61,155,3693,140669,33015
62,901,16895,911984,33015
71,250,3561,95272,33015
72,937,16588,380562,33015
81,910,5327,186766,33015
42,558,6928,545605,33011
99,12,12,409,33015
11,7,87,3205,33019
22,7,53,4632,33019
23,114,450,23634,33019
42,39,610,75723,33019
51,16,103,5179,33019
52,33,397,20182,33019
53,35,285,12578,33019
54,54,256,18552,33019
55,3,132,5883,33019
56,58,439,12648,33019
61,16,275,10624,33019
62,87,1213,48890,33019
71,19,41,1628,33019
72,66,824,17013,33019
81,96,492,16230,33019
11,6,25,742,33017
21,3,17,2211,33017
23,312,1526,88034,33017
51,238,8062,776866,33011
42,87,1294,86176,33017
52,637,9356,965116,33011
53,452,3001,147173,33011
54,1229,15703,1583582,33011
51,45,511,26887,33017
52,129,3719,358890,33017
55,61,3706,317138,33011
56,700,9822,423823,33011
53,110,342,13229,33017
54,219,1330,87354,33017
55,16,451,30651,33017
56,181,2068,72279,33017
61,207,7308,292952,33011
62,1152,32464,1776391,33011
61,43,1037,44865,33017
62,318,7635,401560,33017
71,41,626,13203,33017
72,293,4363,83546,33017
81,279,1762,54060,33017
99,3,4,236,33017
11,11,50,2307,33003
22,7,70,4814,33003
23,232,1087,63028,33003
71,197,3711,85684,33011
72,928,17372,350044,33011
42,45,246,12414,33003
81,1090,7776,292675,33011
99,7,5,127,33011
51,34,222,11518,33003
52,58,361,21328,33003
53,91,362,13431,33003
54,125,514,30444,33003
56,116,650,28176,33003
61,22,358,13710,33003
62,136,2586,118482,33003
71,59,419,19168,33003
72,307,4698,110687,33003
81,158,644,21224,33003
99,3,3,100,33003
