Naics,Establishments,Employees,Payroll
113110,6,10,583
113310,123,597,21864
114210,3,3,58
115111,3,10,961
115112,8,23,2146
115114,4,89,3833
115116,7,18,818
115210,48,296,19380
115310,17,547,8682
211120,3,22,733
212230,5,710,47333
212311,10,73,3695
212312,101,1257,89724
212321,21,251,16831
212322,4,117,6781
212324,3,124,8416
213111,7,28,1389
213112,9,30,1943
213113,3,5,2748
213115,4,27,2181
221111,4,35,3850
221112,4,24,8575
221210,20,437,38876
221310,29,315,19062
236115,819,2966,171802
236117,351,3071,279070
236118,1417,6073,320684
236210,59,1439,106536
236220,673,10931,893206
237110,195,2604,154244
237210,91,422,42973
237990,74,955,73733
238110,380,4763,282291
238160,339,3665,225543
238220,1745,22758,1337728
238330,226,1273,70895
238340,115,692,31637
238350,395,2153,106196
238390,163,2100,112408
238910,766,8676,503785
311111,5,211,16485
311119,24,498,23864
311211,7,400,24867
311224,4,536,42744
311225,5,110,4365
311340,12,1460,66279
311351,6,86,2885
311352,16,1369,69120
311412,9,1398,70938
311421,13,837,44757
311422,5,624,48723
311511,6,1102,64013
311513,4,582,31829
311611,33,1934,114123
311613,4,205,7423
311615,8,5460,194752
311811,101,3032,102839
311812,34,1990,108494
311813,5,659,40002
311830,3,101,4110
311919,7,1879,110535
311942,5,89,5577
221122,98,2552,223018
221320,8,31,1739
237130,128,5191,382891
236116,33,355,43682
237310,157,6135,409248
237120,33,1058,79609
238130,134,427,18672
238140,225,2576,129475
238120,84,2469,166250
238290,168,3679,257419
238150,102,903,49754
238320,366,2593,133444
238170,147,851,40144
238190,61,838,43590
238210,1186,16738,991304
238990,543,4685,257168
238310,272,3302,178257
311612,21,2944,132610
311920,13,1152,65766
311941,5,443,19657
311821,5,652,34464
311824,9,1910,134559
311991,13,1804,88677
311999,16,793,44213
312111,17,1015,45282
312112,5,205,8435
312113,8,141,7978
312120,84,1859,76436
312130,44,451,13413
312140,48,1654,80963
312230,6,901,77082
313110,9,951,46750
313230,14,1251,78745
313240,3,265,12091
313310,13,409,16438
314120,24,207,7992
313320,4,373,22610
314110,3,38,3764
314910,23,570,23441
315110,3,547,14666
315210,16,281,6740
315220,17,1300,33377
315240,6,32,1100
315280,11,129,4343
315990,8,55,2216
316110,4,50,1800
316998,16,90,2532
321114,7,259,14014
321214,24,774,46670
321219,3,178,13794
321911,23,1861,88000
321912,22,689,26073
321918,43,1749,72370
321920,107,1997,84597
321991,17,2710,124666
322110,4,277,21061
322121,5,897,68722
322130,4,872,94223
322211,42,2573,168607
322212,26,2522,147453
322219,5,694,43547
314994,3,423,29085
314999,52,572,15531
321999,47,705,31693
321113,124,2054,83147
321992,23,588,37690
322220,20,1593,85591
322230,6,380,18796
322291,4,424,16523
322299,9,198,9434
323111,341,6708,384331
323117,13,1579,84501
324121,46,333,19134
324122,3,137,10069
325120,10,363,21905
325130,4,604,63928
325180,26,2521,229704
325194,5,157,7260
325199,15,7552,659096
325211,23,1714,124863
325220,3,320,20813
325314,4,60,3789
325320,9,140,12870
325411,8,134,8799
325412,19,1713,148363
325413,4,97,8517
325414,6,332,24171
325510,27,982,81158
325520,9,277,22442
325611,31,1240,49626
325612,7,284,13809
325620,21,2183,134463
325910,10,81,5264
325920,6,1180,66818
326111,7,640,41283
326112,10,800,55976
326113,10,1010,63305
326140,14,724,35741
323113,136,1083,44072
325991,15,2193,144834
323120,22,359,19330
325992,3,34,1898
325998,15,901,61135
326121,12,962,52101
326122,12,1039,45914
326130,4,76,2029
326150,24,1382,60721
326160,10,834,36664
326191,17,2188,93298
326199,120,9973,421579
326211,9,3873,232453
326212,12,123,5522
326220,7,599,25901
326291,14,3319,155572
327212,9,558,41795
327215,22,2232,100537
327310,4,255,23155
327320,125,2569,152455
327331,14,346,19735
327332,5,89,3967
327390,33,1259,55831
327410,4,152,9362
327910,3,135,6353
327991,65,921,42630
327992,4,67,4091
327993,10,237,12694
327999,7,290,11299
331110,13,1052,105466
331210,11,1143,70626
331221,9,480,30615
331222,4,562,36600
331314,5,469,29376
331315,4,1435,135900
331318,6,1224,72250
331410,4,361,23114
331420,9,831,44856
331492,11,330,21651
331523,6,1216,66485
326299,23,1539,74846
327110,11,225,7955
327120,18,2116,106342
331511,6,1305,83614
331524,6,813,44759
331529,4,170,9250
332111,12,492,24390
332114,8,294,15795
332117,5,244,8350
332119,23,1212,66236
332215,4,230,12830
332216,15,736,37993
332311,21,927,73644
332323,54,852,39407
332410,5,970,58981
332420,14,678,32307
332510,12,1659,93482
332613,4,175,8797
332618,24,1372,64924
332710,318,3759,213272
332722,10,677,55231
332813,34,513,27541
332911,9,1301,91812
332996,12,629,26831
332312,82,2931,212233
332313,28,688,39144
332321,21,1736,95494
332322,85,2231,119994
332431,3,337,25727
332439,6,111,5553
332721,68,1253,68810
332811,12,247,15007
332812,54,1229,58185
332912,3,17,1036
332913,4,1379,80477
332991,6,1077,55379
332993,4,6484,743158
332994,15,423,35289
332999,59,836,42708
333111,16,572,31772
333112,5,2831,180105
333120,16,2233,165936
333131,3,60,4569
333318,20,1703,109400
333413,6,357,22255
333414,8,437,21614
333415,24,5435,442365
333515,20,521,26377
333517,19,237,12053
333519,7,597,50165
333613,7,297,16321
333618,7,534,30359
333912,4,27,886
333914,7,270,20011
333921,4,1222,90207
333922,15,678,51165
333923,6,130,5885
333924,6,189,12144
333991,3,470,27223
333993,4,75,4742
333994,7,387,19504
333995,4,110,6218
333996,5,457,34179
333999,26,965,57432
334118,3,330,22528
334220,5,396,29301
334310,10,33,1112
334417,3,356,23024
334418,5,315,17377
334419,5,224,6551
334510,11,157,9312
334511,3,64,3242
334512,3,313,15446
334513,7,457,25046
334515,6,197,12260
334516,5,212,13959
334519,13,496,43901
334614,10,622,24975
333241,4,38,1772
333243,12,247,13970
333249,14,408,26572
333511,22,1405,62084
333514,68,882,50064
335122,9,215,10229
335129,5,203,12944
335210,4,391,17243
335220,18,7597,352930
335311,5,741,48993
335312,9,556,23962
335313,11,1097,75002
335314,7,149,8417
335912,4,519,60652
335932,5,1318,85149
335991,6,150,14925
335999,9,526,33360
336111,7,7873,579883
336310,24,6953,963312
336320,17,4724,319194
336330,18,5552,302089
336340,5,589,33009
336360,23,4536,221496
336370,45,6040,310508
336390,44,8714,388249
336411,3,64,3284
336413,13,1562,105161
336510,4,452,20341
336611,4,36,2714
336612,25,3658,196555
336991,7,196,9893
336999,11,98,4078
337214,6,128,5451
337215,14,1839,87120
337910,12,991,36716
336211,16,2013,109545
336212,12,585,40993
336214,23,499,21715
337121,21,4587,186574
336350,15,2441,128655
337110,131,1348,57512
337122,44,817,28395
337124,4,182,5188
337127,15,426,19764
337211,5,162,10275
337212,40,700,35410
337920,3,8,433
339114,8,311,16166
339115,7,93,3245
339116,88,1470,72841
339910,25,82,2795
339920,25,437,26488
339930,8,34,1705
339940,12,443,16235
339950,116,1611,82956
339991,12,423,12671
339993,3,45,1203
339994,3,767,31662
339995,4,565,27234
339999,45,896,37916
423110,108,2608,209398
423120,236,6336,408178
423140,35,429,19083
423320,73,611,45825
423410,8,59,3314
423430,112,2468,265278
423460,16,160,5675
423490,36,276,19591
423520,8,42,5700
423710,98,1623,168260
423820,132,1704,113209
423840,177,1583,104015
423850,84,1014,54658
423860,29,361,26729
424110,16,240,19865
424320,39,1687,66215
424340,14,2885,141200
424420,32,1691,121447
424460,6,21,1065
424470,21,187,8105
424510,38,361,22029
424710,92,1993,187288
424920,24,877,52410
424990,136,1333,116169
441110,438,22518,1777517
441210,63,1100,89073
441310,978,9203,275972
442210,197,1272,65096
443141,105,687,26245
444210,106,1005,46806
445120,552,1396,30500
445210,57,621,9857
445310,659,3495,92786
446130,185,1646,48332
447110,3333,19800,446154
448110,126,795,29423
448120,707,4652,75502
448140,569,11464,200719
448150,118,690,15707
448190,215,1887,39173
448210,448,4590,88096
448310,313,1851,76926
451140,79,653,23627
451212,11,23,419
452210,85,5868,122812
452311,169,42134,1274649
452319,1482,15209,272107
453110,242,1121,25709
453210,85,836,18438
453920,50,138,6005
453930,57,388,37604
453991,430,1382,33681
481111,23,1792,101896
481219,3,2,101
483211,11,1979,166433
484122,237,15822,1045709
484230,184,4338,248838
485111,5,568,23982
485113,10,963,49553
485210,5,141,9250
485310,22,47,1252
485320,25,163,5952
485510,29,752,42879
486110,5,15,1704
486910,14,266,32260
487110,19,183,6599
487210,8,366,31742
487990,6,37,1132
488190,69,1346,89057
488210,32,309,15743
488310,5,111,6445
488330,3,125,10519
488390,4,2,210
488410,223,1264,56909
488490,67,1727,68997
488991,23,616,30563
492110,494,37798,2032363
493110,395,36031,1536382
493130,14,96,4726
493190,46,1689,125544
511110,135,2204,83276
511120,79,935,64355
511199,6,7,462
512250,66,978,125900
515120,49,2042,138656
517410,7,27,907
517911,68,452,14648
517919,18,266,19307
519110,8,56,5547
519120,11,103,2403
522110,2143,27658,2418452
522130,487,6379,374050
522210,12,1622,86519
522291,746,2865,142909
522298,359,1221,60868
522310,101,573,89147
523110,51,372,143894
523140,12,62,7223
523910,97,503,99691
524113,151,6805,778759
339112,36,2837,186972
339113,42,3576,415016
423210,86,1028,55553
339992,31,871,56306
423420,170,2434,144466
423130,85,2767,179432
423220,93,1357,94521
423310,173,3172,229463
423330,91,1207,85685
423390,74,1164,87179
423440,97,1583,103815
423720,105,1436,98013
423450,221,6580,645607
423510,165,3122,244837
423610,280,4905,409245
423620,41,1658,99413
423690,149,3013,239098
423910,80,758,47466
423920,23,373,18866
423730,152,1781,172535
423930,172,2428,115678
423740,33,251,18193
423810,123,3355,268970
423830,543,6580,511635
424130,73,1335,101451
424210,188,4166,350735
423940,46,186,10167
423990,143,2249,159999
424120,80,1474,80861
424310,23,195,8062
424330,37,327,26202
424690,200,2945,232745
424410,48,2584,177320
424430,23,482,26524
424440,6,206,12857
424810,26,2307,126270
424450,41,346,16918
424820,34,1668,124128
424480,38,905,52755
424490,227,7954,642362
424520,21,111,2506
424590,18,215,32472
424950,37,352,20183
424610,46,352,26662
424720,34,188,14778
424910,113,1482,87319
441120,755,5140,266400
424930,53,465,19740
424940,29,1072,46899
425120,476,4003,321128
441222,88,670,35020
441228,134,1722,89850
