,relevant_naics,estab,emp,payann,fips
76875,11,22,170,5903,27071
76876,22,4,19,1943,27071
76877,23,31,159,13245,27071
76878,42,10,78,2519,27071
76879,51,7,64,1800,27071
76880,52,18,215,10566,27071
76881,53,10,26,1266,27071
76882,54,20,60,2080,27071
76883,56,11,100,2037,27071
76884,62,53,740,25589,27071
76885,71,12,34,641,27071
76886,72,46,471,8754,27071
76887,81,36,135,1933,27071
76889,23,86,404,25997,27093
76890,42,21,172,9224,27093
76891,51,6,30,950,27093
76892,52,30,187,10761,27093
76893,53,15,30,1371,27093
76894,54,28,86,4198,27093
76895,55,3,75,7380,27093
76896,56,26,165,5870,27093
76897,62,60,1464,49301,27093
76898,71,11,28,855,27093
76899,72,40,442,5542,27093
76900,81,72,301,5775,27093
76902,11,5,16,640,27001
76903,23,61,153,9014,27001
76904,42,12,164,6980,27001
76906,11,8,33,1198,27097
76907,21,3,11,1459,27097
76908,22,3,56,5779,27097
76909,23,123,423,24659,27097
76910,51,5,11,376,27001
76911,52,18,93,3680,27001
76912,53,11,8,510,27001
76913,54,15,37,1354,27001
76914,56,20,55,2619,27001
76915,62,39,962,38317,27001
76916,71,11,21,822,27001
76917,72,53,476,8263,27001
76918,42,24,229,11152,27097
76919,81,43,187,3307,27001
76921,11,4,30,1270,27113
76922,23,38,146,7781,27113
76923,42,23,3510,216014,27113
76924,51,13,199,13122,27097
76925,52,48,248,12675,27097
76926,51,5,69,2686,27113
76927,52,23,153,9099,27113
76928,53,14,29,1154,27113
76929,54,18,349,20607,27113
76930,55,3,46,4192,27113
76931,53,13,52,1567,27097
76932,54,33,168,7439,27097
76933,56,57,207,9401,27097
76934,61,6,177,9101,27097
76935,62,91,1607,59089,27097
76936,56,11,78,1424,27113
76937,62,42,1207,58954,27113
76938,71,11,55,589,27113
76939,72,27,843,14624,27113
76940,81,50,329,5729,27113
76941,71,21,77,1681,27097
76942,72,98,1028,16924,27097
76943,81,124,632,13838,27097
76945,11,3,7,138,27131
76946,22,4,39,3726,27131
76947,23,233,1167,74659,27131
76948,23,99,677,36101,27147
76950,11,6,43,2710,27147
76951,42,58,1189,79244,27131
76952,42,43,536,28997,27147
76953,51,18,207,11004,27131
76954,51,22,1009,43984,27147
76955,52,71,2228,257968,27147
76956,52,70,438,29574,27131
76957,53,63,246,8115,27131
76958,54,123,498,27681,27131
76959,53,28,306,5706,27147
76960,54,52,208,7879,27147
76961,55,7,259,15592,27147
76962,56,37,800,13319,27147
76963,61,9,96,1956,27147
76964,55,4,444,24331,27131
76965,56,72,507,16538,27131
76966,61,25,5450,132670,27131
76967,62,176,3287,119944,27131
76968,62,130,2628,108305,27147
76969,71,19,145,2835,27147
76970,72,82,1385,20739,27147
76971,71,29,339,5596,27131
76972,72,127,2087,35238,27131
76973,81,128,788,19647,27147
76974,81,181,956,22791,27131
76976,11,3,40,1662,27167
76977,23,16,66,3337,27167
76978,42,12,143,10220,27167
76979,52,15,64,4002,27167
76980,56,3,5,269,27167
76981,53,7,10,201,27167
76982,54,5,446,12763,27167
76983,62,22,386,17144,27167
76984,72,7,82,967,27167
76985,81,19,81,1840,27167
76987,23,29,99,4726,27133
76989,11,5,9,257,27099
76990,22,6,42,3946,27099
76991,23,89,380,20698,27099
76992,42,36,311,29174,27099
76995,11,4,12,402,27149
76996,23,35,151,15495,27149
76998,23,30,59,2702,27073
77000,11,8,30,1536,27003
77001,22,6,534,47074,27003
77002,23,1326,8966,642419,27003
77004,11,4,4,293,27095
77005,22,6,25,2415,27095
77006,23,129,394,23464,27095
77008,23,14,57,2022,27125
77009,42,5,26,1238,27125
77010,11,8,91,3237,27115
77011,22,3,33,2656,27115
77012,23,105,362,22247,27115
77014,23,47,194,19962,27065
77015,42,10,35,1126,27065
77016,51,4,28,1108,27065
77017,52,16,98,4143,27065
77018,53,4,52,1721,27065
77019,54,17,59,2079,27065
77020,56,13,36,2073,27065
77021,62,35,994,46789,27065
77022,71,7,55,891,27065
77023,72,25,244,3835,27065
77024,81,40,152,3120,27065
77025,21,3,6,250,27169
