Naics,Establishments,Employees,Payroll,fips
11,6,14,920,27141
21,3,137,8288,27141
22,6,460,50167,27141
23,502,2563,197947,27141
42,73,676,45248,27141
51,19,100,5505,27141
52,97,423,29790,27141
53,98,196,8384,27141
54,164,710,35397,27141
55,8,141,17427,27141
56,141,1124,45692,27141
61,17,99,1004,27141
62,187,3254,109782,27141
71,48,453,5224,27141
72,110,2459,33118,27141
81,204,1105,28772,27141
23,61,302,15493,27159
11,6,22,812,27159
42,14,399,21466,27159
51,7,81,3524,27159
52,21,146,7389,27159
53,8,10,563,27159
54,17,74,4364,27159
56,12,121,2060,27159
62,41,932,46308,27159
71,7,18,523,27159
72,30,380,4344,27159
81,50,182,3877,27159
11,6,56,2492,27161
23,60,307,21894,27161
42,17,108,6930,27161
11,4,9,309,27047
23,82,395,29811,27047
52,28,174,12798,27161
53,10,20,673,27161
54,34,193,13192,27161
56,17,114,4366,27161
61,5,44,1103,27161
62,54,838,24362,27161
42,44,589,41021,27047
71,11,46,692,27161
72,35,320,4353,27161
81,52,239,4717,27161
99,3,6,69,27161
51,9,73,1928,27047
52,49,353,20672,27047
11,5,7,203,27009
23,183,2335,189311,27009
53,16,40,996,27047
54,43,230,10666,27047
56,30,565,16468,27047
61,7,50,811,27047
62,77,2111,99855,27047
42,38,1104,60534,27009
71,11,84,1478,27047
72,73,1076,14263,27047
81,99,553,10343,27047
51,11,143,8805,27009
52,35,263,16716,27009
53,39,81,2865,27009
54,54,258,14046,27009
23,384,2398,172206,27019
11,8,41,948,27019
55,3,287,16246,27009
56,43,773,36567,27009
61,3,55,1926,27009
62,96,2398,71214,27009
71,19,102,2841,27009
72,54,946,13884,27009
42,145,2660,165961,27019
81,109,679,16660,27009
11,23,185,8375,27061
11,3,5,237,27085
23,110,498,32766,27085
42,28,418,22916,27085
51,43,465,27947,27019
51,14,188,6976,27085
52,77,410,24019,27085
52,146,856,64917,27019
53,138,737,44818,27019
54,325,3136,218642,27019
53,32,70,2495,27085
54,58,367,17865,27085
55,4,36,1639,27085
56,42,324,12752,27085
61,8,220,5506,27085
55,12,1728,148471,27019
56,168,1219,54978,27019
62,119,2855,117049,27085
71,15,127,3174,27085
72,64,1100,15109,27085
81,112,637,14416,27085
61,55,1465,34970,27019
62,241,5304,276087,27019
21,5,476,25563,27061
22,8,299,31773,27061
23,149,846,60388,27061
42,35,277,15250,27061
71,45,1053,15851,27019
72,174,3501,50758,27019
81,228,1726,46186,27019
51,13,101,4714,27061
52,67,386,22992,27061
53,30,73,2451,27061
54,82,376,14888,27061
55,3,31,3065,27061
56,40,498,13537,27061
99,4,5,180,27019
22,19,725,77289,27123
11,7,22,2038,27123
21,6,37,6331,27123
23,889,11117,932414,27123
61,10,160,3419,27061
62,167,3523,143364,27061
71,27,463,8752,27061
72,111,1332,21076,27061
81,121,604,18532,27061
