Naics,Establishments,Employees,Payroll
1131,55,270,15995
1133,505,3664,179892
1132,8,42,3357
1141,18,29,999
1142,10,104,4347
2111,19,141,13501
2123,109,1907,129265
2211,256,12196,1566865
1151,41,1547,73086
1152,38,133,3602
1153,117,759,41084
2121,15,2180,184677
2131,59,787,52850
2362,667,14081,1076132
2212,24,1103,108521
2213,69,763,34200
2372,86,292,23309
2361,1713,7999,495064
2373,166,4792,276796
2371,278,8114,523890
2379,93,1447,73066
2381,966,8705,492831
3115,8,963,46937
3116,82,25377,943880
3117,18,836,27314
3118,105,1335,58089
3119,36,2156,92789
2382,2616,32018,1791389
3111,30,1471,75813
2383,956,6876,338081
3112,11,845,56224
3114,4,29,1494
2389,893,10566,584660
3113,13,174,13648
3121,63,1302,134515
3131,3,470,20477
3132,10,1092,47698
3133,6,107,3872
3149,50,1249,46860
3151,16,1178,32853
3141,23,3095,107530
3152,23,692,17307
3159,4,2,103
3169,8,86,2720
3219,191,7532,336337
3211,114,6195,384752
3212,43,2763,157453
3221,18,7032,712898
3222,45,3715,213839
3231,304,2740,122456
3241,34,1846,156212
3251,58,3799,399415
3252,34,6687,451068
3253,24,778,59981
3254,16,698,75869
3255,25,904,75018
3256,27,523,18934
3259,24,650,35617
3273,185,3467,225255
3261,119,12044,626447
3262,45,4018,279517
3271,19,1069,65023
3272,16,1078,69896
3274,10,614,44839
3279,64,1147,69622
3312,17,1504,103812
3313,16,2272,156605
3311,18,6211,681063
3314,18,2717,146829
3315,34,5090,388769
3322,9,183,9958
3323,343,9568,527179
3324,22,1877,134815
3326,9,631,29449
3321,28,1643,83086
3325,8,958,36473
3327,322,4500,238546
3328,63,1149,59742
3329,90,2957,201867
3331,28,1101,63064
3332,20,484,28676
3335,57,1132,54462
3333,16,298,22087
3334,23,1487,81981
3336,15,943,49025
3339,74,3223,194946
3342,13,1113,128239
3343,4,88,5571
3341,6,308,19055
3344,29,1506,77707
3345,28,3493,244393
3351,8,93,3864
3352,4,2113,175945
3353,23,1874,145789
3359,25,1152,57209
3361,11,14539,1167489
3362,50,6176,303034
3363,135,29995,1463699
3364,42,8391,528234
3365,7,517,21511
3366,39,4870,330909
3369,12,954,59880
4232,104,913,60494
4233,325,4778,334590
3371,212,6241,255051
4231,393,5934,347439
3372,42,2836,129544
3379,10,614,38219
3391,102,2830,147452
3399,175,4238,214306
4234,320,5048,368048
4235,178,3393,288679
4236,309,3946,339648
4239,377,4970,293390
4237,308,4448,327745
4238,886,11621,838776
4241,93,1197,73527
4242,74,2751,247604
4244,308,10004,567311
4243,68,809,32746
4245,48,515,28416
4246,148,1231,85537
4248,39,3054,174204
4251,598,3251,218266
4411,886,18527,1291046
4854,15,661,13821
4247,110,1345,86001
4249,317,4411,197275
4451,1091,34090,801900
4412,228,2889,169546
4413,1245,10153,337598
4421,479,3445,139954
4422,348,2845,92133
4431,325,3396,204025
4471,3110,18411,408964
4452,212,1455,29030
4441,944,19644,660232
4481,1355,13347,237456
4453,415,1401,39746
4442,327,2686,87692
4461,1700,18160,644197
4482,331,3282,52595
4842,965,8482,408780
4483,239,1237,50405
4511,444,6019,151034
4512,88,723,13074
4832,8,268,26518
4522,60,4053,81438
4523,1504,48599,1282113
4531,192,761,17235
4532,302,1979,41043
4533,319,3611,70765
4812,19,62,5539
4539,633,3239,110692
4541,428,2284,100899
4542,54,586,17288
4543,402,1684,71739
4811,15,492,43720
4831,6,26,2768
4841,1207,19999,1047062
4851,3,245,10316
4852,6,78,3415
4853,22,108,3399
4855,18,197,5594
4859,39,282,8185
4861,8,76,7771
4862,30,345,44371
4869,8,59,6383
4872,38,82,3507
4881,100,5669,439114
4882,50,1080,43487
4883,59,1577,105118
4884,214,1477,59093
4885,226,2079,152375
4889,10,354,13405
4921,162,8814,359319
4922,31,1181,41475
4931,263,18564,850943
5122,24,38,2399
5151,146,2142,116267
5111,194,3008,167065
5112,137,2825,334363
5121,103,1004,44794
5152,3,378,24875
5173,1019,12006,816982
5182,129,4437,302125
5191,82,654,44258
5179,72,840,61441
5223,481,1406,95303
5221,2030,32431,2513958
5222,1402,5959,501364
5242,1895,14707,1241713
5231,206,1536,365063
5411,2421,12825,1134045
5239,617,2058,283838
5241,664,13344,1228250
5312,1478,5199,306278
5259,11,147,36709
5321,233,1678,71864
5311,1741,6110,328928
5322,288,2037,84206
5324,218,2061,150415
5313,924,6301,324766
5331,29,176,9065
5323,29,132,6941
5412,1669,11792,623346
5613,725,94826,3394458
5413,1526,32862,3184205
5419,864,8270,351856
5611,269,6947,425654
5414,220,578,26955
5415,1110,23913,2249177
5416,1348,9887,668578
5612,113,5338,253618
5417,221,10419,1051958
5511,583,21571,2173054
5418,283,2770,156531
5614,298,11137,286363
6116,454,2612,46898
5615,85,642,40239
5619,142,2121,79357
5616,357,12033,335977
5617,2662,27994,855316
5621,177,2702,157011
6115,108,937,47306
5622,65,934,50065
5629,149,2023,97421
6111,208,8962,287033
6112,7,727,26743
6113,49,7911,292531
6114,52,1552,90741
6117,62,286,10402
6212,1364,11590,615594
6213,2003,11840,545668
6211,2625,37202,3258998
6214,659,14993,1082778
6244,939,9979,209612
7111,70,495,15780
6215,239,4092,263841
7112,30,469,14137
7113,70,682,30875
6216,520,14322,618944
6219,254,5989,270667
6233,218,7551,198742
6221,105,84001,5001981
6239,84,1679,43927
6222,10,2903,181851
6223,11,1468,77891
6231,222,24136,823755
6241,970,13992,341818
6232,446,8167,224944
6242,154,1569,59970
6243,62,1813,55936
7114,16,43,3754
7115,85,202,6996
7121,86,982,35683
7211,924,15791,405270
8113,381,3327,210685
7131,46,1045,20736
7212,106,509,15453
