Zip,Naics,Establishments,Employees,Payroll,NaicsLevel
30577,00,457,001,232992,2
30577,00,247,210,0,2
30577,00,5,251,0,2
30577,00,91,220,0,2
30577,00,53,230,0,2
30577,00,45,241,0,2
30577,00,12,242,0,2
30577,00,4,252,0,2
30577,22,3,001,0,2
30577,23,40,001,0,2
30577,23,30,210,0,2
30577,23,6,220,0,2
30577,23,3,241,0,2
30577,31-33,35,001,0,2
30577,31-33,14,210,0,2
30577,31-33,5,230,0,2
30577,31-33,9,241,0,2
30577,42,24,001,0,2
30577,42,13,210,0,2
30577,42,5,220,0,2
30577,42,5,230,0,2
30577,44-45,88,001,0,2
30577,44-45,43,210,0,2
30577,44-45,22,220,0,2
30577,44-45,12,230,0,2
30577,44-45,6,241,0,2
30577,44-45,3,242,0,2
30577,48-49,11,001,0,2
30577,48-49,8,210,0,2
30577,51,9,001,0,2
30577,51,4,220,0,2
30577,52,33,001,0,2
30577,52,20,210,0,2
30577,52,9,220,0,2
30577,52,3,230,0,2
30577,53,7,001,0,2
30577,53,5,210,0,2
30577,54,34,001,0,2
30577,54,26,210,0,2
30577,54,6,220,0,2
30577,55,3,001,0,2
30577,56,21,001,0,2
30577,56,17,210,0,2
30577,56,3,241,0,2
30577,61,3,001,0,2
30577,62,50,001,0,2
30577,62,22,210,0,2
30577,62,14,220,0,2
30577,62,5,230,0,2
30577,62,5,241,0,2
30577,71,5,001,0,2
30577,72,33,001,0,2
30577,72,10,241,0,2
30577,72,7,210,0,2
30577,72,8,220,0,2
30577,72,6,230,0,2
30577,81,56,001,0,2
30577,81,35,210,0,2
30577,81,11,220,0,2
30577,81,8,230,0,2
