Year,N11,N21,N22,N23,N42,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N99
2017,155,319,279,7322,4157,1602,6269,3825,8057,613,4036,844,11811,1366,8228,9483,60
2018,156,313,264,7463,4062,1618,6243,3947,8017,599,4053,846,11744,1255,8251,9420,91
2019,157,304,261,7458,3950,1607,6401,3982,8055,558,4116,859,11800,1274,8265,9363,84
2020,167,247,267,7527,3892,1591,6294,4010,8125,519,4175,842,11795,1227,8195,9303,75
2021,177,236,258,7747,3841,1648,6219,4177,8142,606,4274,853,12132,1250,8380,9376,67
